symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
FF.MI,2019-12-31,12M,EUR,,,,,-3523.0,,,,,,,,-2232218.0,73.0,-4712245.0,,,,,,,,,,820917.0,,73.0,,,,,,,,,,,,-1.0,,,5102773.0,,2.0,,,18677.0,,,-68337564.0,,,-4712245.0,892480.0,,693085.0,-1759889.0
FF.MI,2020-12-31,12M,EUR,626440.0,2627472.0,-15808842.0,-2743472.0,,715045.0,-66257.0,885175.0,2113948.0,4368298.0,7301164.0,715046.0,,37842.0,-4047042.0,3159319.0,11010313.0,11636753.0,3342518.0,-17410856.0,14658103.0,-7652331.0,14136.0,-445277.0,,-12341043.0,37842.0,0.0,0.0,-10377355.0,0.0,-4009200.0,13364228.0,13364228.0,-863370.0,3345917.0,-10377355.0,-10377355.0,-1.0,1.0,-14823591.0,,30466945.0,1.0,453259.0,-62478.0,,0.0,-863370.0,0.0,-14945472.0,-10377355.0,-4047042.0,3345917.0,121881.0,1016101.0,-1289441.0
FF.MI,2021-12-31,12M,EUR,961416.0,3342518.0,-15920163.0,-3205727.0,,13776440.0,-9992403.0,-5944081.0,1995703.0,-7927964.0,-21868745.0,13776440.0,,,,-3181485.0,12439664.0,13401080.0,17118957.0,55950934.0,-21746878.0,8897380.0,-74899.0,-712535.0,,-36347779.0,,90066513.0,90066513.0,-12313170.0,-18353280.0,-7011860.0,-1426751.0,-1426751.0,-1070725.0,-2314053.0,77753343.0,77753343.0,-11064496.0,,-14609721.0,,-5826715.0,-1.0,727103.0,-78497.0,0.0,-18353280.0,-1070725.0,-6733936.0,-14849438.0,-12313170.0,,4419883.0,239717.0,1058445.0,-5220015.0
FF.MI,2022-06-30,TTM,EUR,982094.0,4606334.0,-19529193.0,-3866869.0,,16078465.0,-12702627.0,4188263.0,3223919.0,-12026591.0,-17317036.0,16078466.0,,,,-5427745.0,13360231.0,14342325.0,20684800.0,55598375.0,-24908520.0,4560587.0,-46045.0,-946783.0,,-34140582.0,,135316742.0,135316742.0,-58533737.0,-8708048.0,-5401450.0,-995630.0,-995630.0,-943185.0,-6106943.0,76783005.0,76783005.0,,,-18382406.0,,-5379327.0,-1.0,1232085.0,-198859.0,,-8708048.0,-943185.0,,-18586008.0,-58533737.0,,,203602.0,551783.0,-4041490.0
FF.MI,2022-12-31,12M,EUR,905136.0,17118957.0,-15984238.0,-3866869.0,,-6886695.0,-5944094.0,5078594.0,918351.0,-10064999.0,-10012148.0,-6886695.0,-3866869.0,,,-4689988.0,14566641.0,15471777.0,10232262.0,4739517.0,-12295864.0,7733525.0,-64906.0,-2156964.0,,-15314586.0,,72744341.0,72744341.0,-62175238.0,0.0,-870796.0,-9501145.0,-9501145.0,-957395.0,460635.0,10569103.0,10569103.0,,,-14817826.0,,3688374.0,,2205700.0,-278278.0,39000.0,0.0,-957395.0,0.0,-15026843.0,-62175238.0,,460635.0,209017.0,0.0,0.0
FF.MI,2023-12-31,12M,EUR,887277.0,10232262.0,-18867946.0,-2452708.0,,8767784.0,-2453558.0,3037755.0,-1081006.0,943218.0,446409.0,8767784.0,-2452708.0,,,1666900.0,15916164.0,16803441.0,19000047.0,-55658102.0,-329751.0,-1703519.0,-26247.0,-4550692.0,,45887691.0,,2303613.0,2303613.0,-54519856.0,,-340575.0,-3522098.0,-3522098.0,-741615.0,64116756.0,-52216243.0,-52216243.0,,,-17487450.0,,18538195.0,1.0,4624724.0,-324435.0,-39000.0,,-741615.0,,-18126331.0,-54519856.0,,,638881.0,,
FF.MI,2024-03-31,TTM,EUR,887133.0,1993070.0,-19568204.0,,,11895572.0,8895696.0,2525833.0,-8802380.0,7288482.0,9907631.0,11895573.0,,,,752367.0,15963912.0,16851045.0,13888643.0,-63730277.0,8740756.0,-582136.0,-65882.0,-4603708.0,,47316890.0,,-12882449.0,-12882449.0,-47402669.0,,-370939.0,-3610645.0,-3610645.0,-723751.0,66171948.0,-60285118.0,-60285118.0,,,-18131309.0,,28308960.0,-2.0,4665494.0,-194618.0,,,-723751.0,,-18844453.0,-47402669.0,,,713144.0,,
