symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FF.MI,2022-06-30,TTM,EUR,982094.0,,,143306936.0,14342325.0,13360231.0,,,-995630.0,-5533861.0,8808464.0,52037872.0,879310.0,879310.0,7963.0,7963.0,-995630.0,-995630.0,-995631.0,-995630.0,-995630.0,-995631.0,-862676.0,-862676.0,15984599.0,3310051.0,50983968.0,1053904.0,195344808.0,680801.0,1333905.0,-125531.0,0.0,-6413171.0,143306936.0,14342325.0,955023.0,1713737.0,-2566465.0,-2870454.0,-5417540.0,0.4,194290904.0,,195344808.0,-7176135.0,-7176135.0,-97413.0
FF.MI,2023-03-31,3M,EUR,,24527082.0,0.118495,46197898.0,3748501.0,3748501.0,24527082.0,0.118495,2906338.0,5322153.0,9070655.0,19362490.0,1054022.0,1054022.0,20086.0,20086.0,2906338.0,2906338.0,2906339.0,2906338.0,2906338.0,2906339.0,-1033936.0,-1033936.0,7968768.0,2156019.614343,15390647.0,3971843.0,65560388.0,228337.0,480458.0,,0.0,4268131.0,46197898.0,3748502.0,,,,351568.614343,1361792.0,0.31906,61588545.0,4200180.0,65560388.0,1101887.0,1101887.0,
FF.MI,2023-06-30,3M,EUR,,,,46086152.0,4020314.0,3299882.0,,,-4569610.0,-3178768.0,841546.0,15813978.0,1197092.0,1197092.0,-16014.0,-16014.0,-4569610.0,-4569610.0,-4569611.0,-4569610.0,-4569610.0,-4569611.0,-1325863.0,-1325863.0,439150.0,-1531430.96,15043981.0,769997.0,61900130.0,188579.0,489757.0,,0.0,-4375860.0,46086152.0,4020313.0,,,,-959424.96,193751.0,0.24,61130133.0,-3752435.0,61900130.0,402396.0,-3997604.0,
FF.MI,2023-09-30,3M,EUR,,,,42825276.0,8389507.0,9109939.0,,,-97065.0,1858186.0,10247693.0,15400313.0,1238477.0,1238477.0,126190.0,126190.0,-97065.0,-97065.0,-97065.0,-97065.0,-97065.0,-97065.0,-999530.0,-999530.0,10048457.0,-3592484.36,19361399.0,-3961086.0,58225589.0,970120.0,288958.0,,0.0,619709.0,42825276.0,3989506.0,,,,1103816.64,716774.0,0.24,62186675.0,1720045.0,58225589.0,199236.0,4599236.0,
FF.MI,2023-09-30,TTM,EUR,,24510548.0,0.050124,,,,24510548.0,0.050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF.MI,2023-12-31,3M,EUR,,,,48967368.0,-30353.0,-1624716.0,,,-1761761.0,-1049214.0,3995906.0,17158316.0,1317965.0,1317965.0,146698.0,146698.0,-1761761.0,-1761761.0,-1761761.0,-1761761.0,-1761761.0,-1761761.0,-1245299.0,-1245299.0,6245255.0,3186983.367701,10815505.0,6342811.0,66125684.0,-795244.0,564310.0,,0.0,-2367179.0,48967368.0,5045120.0,,,,-1700604.632299,-605418.0,0.255755,59782873.0,-1101785.0,66125684.0,-2249349.0,-6649349.0,
FF.MI,2023-12-31,TTM,EUR,,25560125.0,-0.14,,,,25560125.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF.MI,2024-03-31,3M,EUR,,24482456.0,0.115094,44763642.0,3796105.0,3796105.0,24482456.0,0.115094,2817791.0,5057330.0,8853436.0,20801054.0,1083042.0,1083042.0,8336.0,8336.0,2817791.0,2817791.0,2817792.0,2817791.0,2817791.0,2817792.0,-1074706.0,-1074706.0,8872932.0,2831613.77098,15996650.0,4804404.0,65564696.0,264086.0,565724.0,,0.0,3974288.0,44763642.0,3796106.0,,,,-5673.22902,1156496.0,0.290995,60760292.0,5068490.0,65564696.0,-19496.0,-19496.0,
FF.MI,2024-03-31,TTM,EUR,,24482456.0,-0.143401,182642438.0,16175573.0,14581210.0,24482456.0,-0.143401,-3610645.0,2687534.0,19538579.0,69173661.0,4836576.0,4836576.0,265210.0,265210.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-4645398.0,-4645398.0,21205792.0,29682.8,61217535.0,7956126.0,251816099.0,627541.0,1908749.0,,0.0,-2149042.0,182642438.0,16851045.0,,,,-2426885.2,1461603.0,0.4,243859973.0,1934315.0,251816099.0,-1667213.0,-6067213.0,
