symbol,asOfDate,periodType,currencyCode,Amortization,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
AV.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,4116373.0,,280782.0,,,109576.0,109576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV.MI,2020-12-31,12M,EUR,3579111.0,-303226.0,58058863.0,0.31,27790593.0,5136198.0,1557087.0,58124485.0,0.31,17856087.0,15979313.0,21115511.0,5588092.0,93315537.0,277245.0,1308667.0,1308667.0,111114.0,111114.0,43762.0,18159313.0,18159313.0,18115551.0,18159313.0,18159313.0,18115551.0,-1400969.0,-1400969.0,22391085.0,19128749.24,73450916.0,19864621.0,121106130.0,339700.0,29136612.0,7168.0,0.0,14670646.0,27790593.0,5136198.0,-4720792.0,5055134.0,5055134.0,-284413.0,-306137.76,-3444905.0,0.24,101241509.0,19919909.0,203416.0,121106130.0,-1275574.0,-1275574.0,277245.0
AV.MI,2021-12-31,12M,EUR,9952001.0,3274961.0,65020574.0,0.19,42487442.0,12865664.0,2913663.0,65522693.0,0.19,15670951.0,20493663.0,33359327.0,,136470325.0,,7037985.0,7037985.0,67385.0,67385.0,48730.0,12395990.0,12395990.0,12347260.0,12395990.0,12395990.0,12347260.0,-5690361.0,-5690361.0,36096936.0,14908087.13114,118641742.0,17828583.0,178957767.0,2628602.0,44724790.0,98823.0,0.0,13455678.0,42487442.0,12865664.0,-8307482.0,6700712.0,6700712.0,-2737609.0,-225511.86886,1108418.0,0.082375,161129184.0,17719574.0,-1347624.0,178957767.0,-2737609.0,-2737609.0,2638786.0
AV.MI,2022-06-30,TTM,EUR,12784661.0,-2761443.0,,,85916021.0,16105475.0,3320814.0,,,10497725.0,11617199.0,27722674.0,,103541285.0,,-1368656.0,-1368656.0,2781109.0,2781109.0,-285531.0,13259168.0,13259168.0,13544698.0,13259168.0,13259168.0,13544698.0,-1206855.0,-1206855.0,29177022.0,14131776.8,89748642.0,13792643.0,189457306.0,,2961574.0,,0.0,12985855.0,85916021.0,16105475.0,-9294076.0,7261976.0,7261976.0,-2734587.0,-581739.2,-558843.0,0.4,175664663.0,11058052.0,,189457306.0,-1454348.0,-1454348.0,2734587.0
AV.MI,2022-12-31,12M,EUR,14852902.0,-5739334.0,69088999.0,0.02,70534902.0,18788669.0,3935767.0,69088999.0,-0.06,-4105151.0,2102842.0,25616667.0,10909599.0,130779332.0,,4317323.0,4317323.0,,,71698.0,1634183.0,1634183.0,1562485.0,1634183.0,1634183.0,1562485.0,1135841.0,1135841.0,25162933.0,1289345.16,136509053.0,-5729721.0,201314234.0,1204556.0,20394675.0,33110.0,0.0,-2214481.0,70534902.0,23513825.0,-8600421.0,8408451.0,19318050.0,-1214417.0,108896.16,-3776966.0,0.24,207043955.0,-5739583.0,-5453164.0,201314234.0,453734.0,453734.0,1181307.0
AV.MI,2023-06-30,TTM,EUR,,,69089835.0,0.13,,,,69089835.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV.MI,2023-12-31,12M,EUR,16856042.0,-1668151.0,69090369.0,-1.44,78074154.0,20759462.0,3903420.0,69090369.0,-1.47,-101315225.0,-92748184.0,-71561017.0,15192260.0,131944990.0,1263449.0,7058417.0,7058417.0,117852.0,117852.0,236844.0,-99647074.0,-99647074.0,-99883918.0,-99647074.0,-99647074.0,-99883918.0,-5128321.0,-5128321.0,-909316.0,-45951781.24,155579451.0,-23634461.0,210019144.0,4332148.0,22312405.0,-96507.0,0.0,-99806601.0,78074154.0,21187167.0,-9547102.0,8641149.0,23833409.0,-71829642.0,-16956408.24,77317.0,0.24,233653605.0,-91356182.0,-1812244.0,210019144.0,-70651701.0,-70651701.0,70662700.0
AV.MI,2023-12-31,TTM,EUR,16856042.0,-1668151.0,,,78074154.0,20759462.0,3903420.0,,,-101315225.0,-92748184.0,-71561017.0,15192260.0,131944990.0,1263449.0,7058417.0,7058417.0,117852.0,117852.0,236844.0,-99647074.0,-99647074.0,-99883918.0,-99647074.0,-99647074.0,-99883918.0,-5128321.0,-5128321.0,-909316.0,-45951781.24,155579451.0,-23634461.0,210019144.0,4332148.0,22312405.0,-96507.0,0.0,-99806601.0,78074154.0,21187167.0,-9547102.0,8641149.0,23833409.0,-71829642.0,-16956408.24,77317.0,0.24,233653605.0,-91356182.0,-1812244.0,210019144.0,-70651701.0,-70651701.0,70662700.0
