symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfInvestment,TaxesRefundPaid
AV.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,-441605.0,,,,,,,,,,,,,,,1.0,,,22492558.0,,-123015.0,,-3902569.0,-9759050.0,-3090557.0,,7493064.0,164684.0,
AV.MI,2020-12-31,12M,EUR,3579111.0,85199801.0,-6938607.0,11348290.0,-2790199.0,-1460093.0,-14375151.0,-5946464.0,15221124.0,-9350783.0,11348290.0,19501.0,-3444905.0,1557087.0,5136198.0,-503658.0,96044433.0,50130052.0,9117971.0,-1265194.0,,-54838340.0,19501.0,71000000.0,71000000.0,-17916200.0,-47887733.0,19501.0,18159313.0,18115551.0,-6316708.0,-12000.0,53083800.0,53083800.0,-1708055.0,,-621899.0,16056578.0,,7928476.0,-557158.0,-47887733.0,-6316708.0,-12000.0,,-17916200.0,,,-1770801.0
AV.MI,2021-12-31,12M,EUR,9952001.0,96044433.0,-16503695.0,-18571795.0,-4729256.0,-281334.0,-3504008.0,2519300.0,-1138239.0,-7133537.0,-18571795.0,118148599.0,1303702.0,2913663.0,12865664.0,859794.0,78332432.0,88365391.0,13319988.0,-1299043.0,,-136760869.0,118148599.0,218729493.0,218729493.0,-246496471.0,-114603403.0,118148599.0,12395990.0,12347260.0,-13429422.0,-5653771.0,-27766978.0,-27766978.0,-2016230.0,,-3074273.0,29823683.0,,11663899.0,-546076.0,-114603403.0,,-5653771.0,,-246496471.0,,,-677229.0
AV.MI,2022-06-30,TTM,EUR,12784661.0,91693669.0,-18293665.0,-32487446.0,-15185437.0,-5469000.0,7508685.0,-1246806.0,-14713499.0,-29106057.0,-32487446.0,-23259.0,-363559.0,3320814.0,16105475.0,3158599.0,59206223.0,772332.0,-19306543.0,,,-32246900.0,-23259.0,129475756.0,129475756.0,-137092098.0,-15764474.0,-23259.0,13259168.0,13544699.0,-15582290.0,1811239.0,-7616342.0,-7616342.0,9710976.0,,-2711375.0,-1012878.0,,2437813.0,-192013.0,-15764474.0,,,,-137092098.0,,,-3439235.0
AV.MI,2022-12-31,12M,EUR,19578058.0,78332432.0,-17600480.0,-18222900.0,-10838842.0,429522.0,13115391.0,2495823.0,-24677721.0,-19475827.0,-18222900.0,257.0,-3776966.0,3935767.0,23513825.0,987449.0,61096981.0,14386734.0,-28071206.0,,,-22138908.0,257.0,13318350.0,13318350.0,-7351769.0,-17641095.0,257.0,1634183.0,1562485.0,-14045121.0,13102667.0,5966581.0,5966581.0,8419896.0,,-3555359.0,-10470726.0,-1.0,-8732639.0,-401788.0,-17641095.0,,,,-7351769.0,,13102667.0,-3159816.0
AV.MI,2023-12-31,12M,EUR,16852621.0,61096981.0,-17202395.0,-19841916.0,-3348062.0,2956299.0,-2121742.0,3106405.0,-4649884.0,-4056984.0,-19841916.0,0.0,77317.0,4334546.0,21187167.0,2109719.0,43364784.0,-3066139.0,-23991353.0,,,-9986819.0,0.0,21248102.0,21248102.0,-13069078.0,-7713660.0,0.0,-99647074.0,-99883918.0,-10425955.0,14929236.0,8179024.0,8179024.0,-11245163.0,,-6776440.0,-6788958.0,,11549217.0,,-7713660.0,,,,-13069078.0,,14929236.0,-5257845.0
AV.MI,2023-12-31,TTM,EUR,16852621.0,61096981.0,-17202395.0,-19841916.0,-3348062.0,2956299.0,-2121742.0,3106405.0,-4649884.0,-4056984.0,-19841916.0,0.0,77317.0,4334546.0,21187167.0,2109719.0,43364784.0,-3066139.0,-23991353.0,,,-9986819.0,0.0,21248102.0,21248102.0,-13069078.0,-7713660.0,0.0,-99647074.0,-99883918.0,-10425955.0,14929236.0,8179024.0,8179024.0,-11245163.0,,-6776440.0,-6788958.0,,11549217.0,,-7713660.0,,,,-13069078.0,,14929236.0,-5257845.0
