asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,AverageDilutionEarnings,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,ResearchAndDevelopment,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,12952561.0,,,,,,85193566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116373.0,,,,,,280782.0,,,109576.0,109576.0,,-441605.0,,,,,400017.0,3413462.0,,,,11236883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,22492558.0,,-1.0,,,,,33121.0,,,,,,,,,,-123015.0,,,,,-3902569.0,-9759050.0,-3090557.0,,,,,,,7493064.0,164684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,14281461.0,46499287.0,-6279109.0,-1034830.0,3579111.0,3579111.0,,-303226.0,58058863.0,0.31,85199801.0,20875985.0,-6938607.0,8668617.0,143074.0,96044433.0,129188661.0,95650020.0,394413.0,11348290.0,-2790199.0,-1460093.0,-14375151.0,-5946464.0,15221124.0,-9350783.0,11348290.0,143074.0,135273388.0,19501.0,420773.0,27790593.0,224408246.0,1812104.0,33915953.0,35728057.0,88450640.0,628364.0,-3444905.0,1557087.0,5136198.0,5136198.0,1557087.0,5708588.0,58124485.0,0.31,17856087.0,15979313.0,21115511.0,-503658.0,96044433.0,544026122.0,,50130052.0,6254284.0,9117971.0,5588092.0,71674404.0,107174254.0,47534117.0,27770913.0,93315537.0,277245.0,1308667.0,1308667.0,111114.0,111114.0,-1265194.0,,32290540.0,285055162.0,-54838340.0,157856.0,,,,19501.0,71000000.0,,6856513.0,115865821.0,122722334.0,71000000.0,-17916200.0,3971479.0,517871.0,546405850.0,331315.0,43762.0,-47887733.0,19501.0,53737341.0,18159313.0,18159313.0,18115551.0,18159313.0,18159313.0,18115551.0,18115551.0,-6316708.0,-1400969.0,-12000.0,53083800.0,53083800.0,-1400969.0,-1708055.0,,21491805.0,-621899.0,28099134.0,64324.0,6583664.0,4688127.0,6916880.0,6583664.0,22391085.0,19128749.24,16056578.0,73450916.0,19864621.0,121106130.0,58128282.0,,73247.0,1.0,35499850.0,,7928476.0,,-303968.0,339700.0,29136612.0,8252331.0,5956284.0,2799522.0,33144228.0,7168.0,0.0,24325944.0,-557158.0,2375097.0,14670646.0,0.0,-47887733.0,-6316708.0,-12000.0,,22342030.0,27790593.0,5136198.0,-17916200.0,-4720792.0,20550959.0,,,5055134.0,5055134.0,58128282.0,-284413.0,135273388.0,28099134.0,-306137.76,-3444905.0,0.24,11255139.0,-1770801.0,363787304.0,251139209.0,158450391.0,135604703.0,101241509.0,228182601.0,139379058.0,139731961.0,19919909.0,203416.0,121106130.0,1792152.0,-1275574.0,-1275574.0,,3694226.0,135957606.0,277245.0
2021-12-31,12M,EUR,18674613.0,47449416.0,-7400845.0,-2147757.0,9952001.0,9952001.0,394255.0,3274961.0,65020574.0,0.19,96044433.0,26070911.0,-16503695.0,11059305.0,169451.0,78332432.0,118478055.0,77972493.0,78332432.0,-18571795.0,-4729256.0,-281334.0,-3504008.0,2519300.0,-1138239.0,-7133537.0,-18571795.0,169451.0,254410619.0,118148599.0,122852.0,42487442.0,214840501.0,1683212.0,5989815.0,7673027.0,70565768.0,964618.0,1303702.0,2913663.0,12865664.0,12865664.0,2913663.0,566764.0,65522693.0,0.19,15670951.0,20493663.0,33359327.0,859794.0,78332432.0,847447613.0,6306.0,88365391.0,6410699.0,13319988.0,,145859266.0,229348734.0,63933347.0,33939023.0,136470325.0,,7037985.0,7037985.0,67385.0,67385.0,-1299043.0,,37575243.0,388550954.0,-136760869.0,394255.0,,4533811.0,2413619.0,118148599.0,218729493.0,,9376093.0,128150520.0,137526613.0,218729493.0,-246496471.0,6947430.0,595140.0,822107299.0,71230.0,48730.0,-114603403.0,118148599.0,55807903.0,12395990.0,12395990.0,12347260.0,12395990.0,12395990.0,12347260.0,12347260.0,-13429422.0,-5690361.0,-5653771.0,-27766978.0,-27766978.0,-5690361.0,-2016230.0,,26538178.0,-3074273.0,25061885.0,329207.0,9891110.0,17583213.0,8633983.0,228971.0,36096936.0,14908087.13114,29823683.0,118641742.0,17828583.0,178957767.0,69084647.0,,22549210.0,,83489468.0,17.0,11663899.0,1491893.0,329207.0,2628602.0,44724790.0,9359903.0,7150120.0,4302528.0,40145623.0,98823.0,0.0,18674613.0,-546076.0,2021404.0,13455678.0,26070911.0,-114603403.0,,-5653771.0,,24112461.0,42487442.0,12865664.0,-246496471.0,-8307482.0,9710594.0,,,6700712.0,6700712.0,69118563.0,-2737609.0,254410619.0,25061885.0,-225511.86886,1108418.0,0.082375,5013855.0,-677229.0,489687397.0,382561139.0,145199640.0,254481849.0,161129184.0,235205548.0,274846894.0,164639780.0,17719574.0,-1347624.0,178957767.0,7634041.0,-2737609.0,-2737609.0,33916.0,7052083.0,144274733.0,2638786.0
2022-12-31,12M,EUR,23140137.0,73078439.0,-12599432.0,-3239623.0,14852902.0,19578058.0,494255.0,-5739334.0,69088999.0,0.02,78332432.0,36486205.0,-17600480.0,16683267.0,169457.0,61096981.0,87923871.0,,61096981.0,-18222900.0,-10838842.0,429522.0,13115391.0,2495823.0,-24677721.0,-19475827.0,-18222900.0,169457.0,273389786.0,257.0,1264471.0,70534902.0,221783835.0,3508203.0,132844952.0,136353155.0,229005112.0,1230814.0,-3776966.0,3935767.0,23513825.0,18788669.0,3935767.0,1909267.0,69088999.0,-0.06,-4105151.0,2102842.0,25616667.0,987449.0,61096981.0,602783131.0,7130074.0,14386734.0,7546160.0,-28071206.0,10909599.0,160198596.0,254170864.0,76318062.0,47352092.0,130779332.0,,4317323.0,4317323.0,,,,,48303035.0,406262087.0,-22138908.0,494255.0,,5295977.0,3917110.0,257.0,13318350.0,,13175064.0,27349.0,13202413.0,13318350.0,-7351769.0,9213087.0,1048879.0,554757448.0,98993.0,71698.0,-17641095.0,257.0,71775320.0,1634183.0,1634183.0,1562485.0,1634183.0,1634183.0,1562485.0,1562485.0,-14045121.0,1135841.0,13102667.0,5966581.0,5966581.0,1135841.0,8419896.0,,34752660.0,-3555359.0,19218922.0,82382.0,12554038.0,21142434.0,7799034.0,268692.0,25162933.0,1289345.16,-10470726.0,136509053.0,-5729721.0,201314234.0,69087221.0,-1.0,26852658.0,,93972268.0,17.0,-8732639.0,6261896.0,82383.0,1204556.0,20394675.0,12247027.0,8552537.0,4907531.0,26826890.0,33110.0,0.0,23140137.0,-401788.0,3295122.0,-2214481.0,36486205.0,-17641095.0,,,,33814146.0,70534902.0,23513825.0,-7351769.0,-8600421.0,11625204.0,,13102667.0,8408451.0,19318050.0,69121137.0,-1214417.0,273389786.0,19218922.0,108896.16,-3776966.0,0.24,4275837.0,-3159816.0,546629421.0,273417135.0,149555568.0,273488779.0,207043955.0,273140642.0,324845583.0,44135530.0,-5739583.0,-5453164.0,201314234.0,8278830.0,453734.0,453734.0,33916.0,6942729.0,-7221277.0,1181307.0
2023-12-31,12M,EUR,25339586.0,73537997.0,-16569165.0,-4473118.0,16856042.0,16852621.0,2000875.0,-1668151.0,69090369.0,-1.44,61096981.0,,-17202395.0,16534239.0,169457.0,43364784.0,56606492.0,,43364784.0,-19841916.0,-3348062.0,2956299.0,-2121742.0,3106405.0,-4649884.0,-4056984.0,-19841916.0,169457.0,167809951.0,0.0,2953519.0,78074154.0,186645444.0,3650046.0,147396779.0,151046825.0,228679876.0,1689970.0,77317.0,4334546.0,21187167.0,20759462.0,3903420.0,880757.0,69090369.0,-1.47,-101315225.0,-92748184.0,-71561017.0,2109719.0,43364784.0,220207676.0,4865026.0,-3066139.0,8798071.0,-23991353.0,15192260.0,96821373.0,183504145.0,78011115.0,52975282.0,131944990.0,1263449.0,7058417.0,7058417.0,117852.0,117852.0,,,47872121.0,315264949.0,-9986819.0,2000875.0,,2745032.0,3813952.0,0.0,21248102.0,,12884193.0,58219.0,12942412.0,21248102.0,-13069078.0,6558984.0,1173739.0,127949533.0,-93264.0,236844.0,-7713660.0,0.0,104090214.0,-99647074.0,-99647074.0,-99883918.0,-99647074.0,-99647074.0,-99883918.0,-99883918.0,-10425955.0,-5128321.0,14929236.0,8179024.0,8179024.0,-5128321.0,-11245163.0,,36406117.0,-6776440.0,-15694194.0,216939.0,9985714.0,16488270.0,9515619.0,212344.0,-909316.0,-45951781.24,-6788958.0,155579451.0,-23634461.0,210019144.0,69087221.0,,1.0,,86682772.0,17.0,11549217.0,6261896.0,,4332148.0,22312405.0,14408361.0,11010551.0,2771996.0,13241708.0,-96507.0,0.0,42458353.0,,2411932.0,-99806601.0,37837473.0,-7713660.0,,,,25300966.0,78074154.0,21187167.0,-13069078.0,-9547102.0,-84226137.0,,14929236.0,8641149.0,23833409.0,69121137.0,-71829642.0,167809951.0,-15694194.0,-16956408.24,77317.0,0.24,3444906.0,-5257845.0,436440560.0,167868170.0,163989237.0,167716687.0,233653605.0,268723873.0,249795118.0,40043997.0,-91356182.0,-1812244.0,210019144.0,2710406.0,-70651701.0,-70651701.0,33916.0,13773084.0,-42034432.0,70662700.0
