symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
AV.MI,2019-12-31,12M,EUR,,,,,,12952561.0,,,,,85193566.0,,,,,,,,,,,,,,,,,,,,,400017.0,3413462.0,,11236883.0,,,,,,,,,,,,,,,,,-1.0,,,,33121.0,,,,,,,,,,,,,,,,,,,,,,,,
AV.MI,2020-12-31,12M,EUR,14281461.0,46499287.0,-6279109.0,-1034830.0,,20875985.0,8668617.0,143074.0,96044433.0,129188661.0,95650020.0,394413.0,143074.0,135273388.0,420773.0,224408246.0,1812104.0,33915953.0,35728057.0,88450640.0,628364.0,5708588.0,,6254284.0,71674404.0,107174254.0,47534117.0,27770913.0,32290540.0,285055162.0,157856.0,,,,,6856513.0,115865821.0,122722334.0,3971479.0,517871.0,331315.0,53737341.0,21491805.0,28099134.0,64324.0,6583664.0,4688127.0,6916880.0,6583664.0,58128282.0,73247.0,1.0,35499850.0,,,-303968.0,8252331.0,5956284.0,2799522.0,33144228.0,24325944.0,2375097.0,0.0,22342030.0,20550959.0,58128282.0,135273388.0,28099134.0,11255139.0,363787304.0,251139209.0,158450391.0,135604703.0,228182601.0,139379058.0,139731961.0,1792152.0,,3694226.0,135957606.0
AV.MI,2021-12-31,12M,EUR,18674613.0,47449416.0,-7400845.0,-2147757.0,394255.0,26070911.0,11059305.0,169451.0,78332432.0,118478055.0,77972493.0,78332432.0,169451.0,254410619.0,122852.0,214840501.0,1683212.0,5989815.0,7673027.0,70565768.0,964618.0,566764.0,6306.0,6410699.0,145859266.0,229348734.0,63933347.0,33939023.0,37575243.0,388550954.0,394255.0,,4533811.0,2413619.0,,9376093.0,128150520.0,137526613.0,6947430.0,595140.0,71230.0,55807903.0,26538178.0,25061885.0,329207.0,9891110.0,17583213.0,8633983.0,228971.0,69084647.0,22549210.0,,83489468.0,17.0,1491893.0,329207.0,9359903.0,7150120.0,4302528.0,40145623.0,18674613.0,2021404.0,26070911.0,24112461.0,9710594.0,69118563.0,254410619.0,25061885.0,5013855.0,489687397.0,382561139.0,145199640.0,254481849.0,235205548.0,274846894.0,164639780.0,7634041.0,33916.0,7052083.0,144274733.0
AV.MI,2022-12-31,12M,EUR,23140137.0,73078439.0,-12599432.0,-3239623.0,494255.0,36486205.0,16683267.0,169457.0,61096981.0,87923871.0,,61096981.0,169457.0,273389786.0,1264471.0,221783835.0,3508203.0,132844952.0,136353155.0,229005112.0,1230814.0,1909267.0,7130074.0,7546160.0,160198596.0,254170864.0,76318062.0,47352092.0,48303035.0,406262087.0,494255.0,,5295977.0,3917110.0,,13175064.0,27349.0,13202413.0,9213087.0,1048879.0,98993.0,71775320.0,34752660.0,19218922.0,82382.0,12554038.0,21142434.0,7799034.0,268692.0,69087221.0,26852658.0,,93972268.0,17.0,6261896.0,82383.0,12247027.0,8552537.0,4907531.0,26826890.0,23140137.0,3295122.0,36486205.0,33814146.0,11625204.0,69121137.0,273389786.0,19218922.0,4275837.0,546629421.0,273417135.0,149555568.0,273488779.0,273140642.0,324845583.0,44135530.0,8278830.0,33916.0,6942729.0,-7221277.0
AV.MI,2023-12-31,12M,EUR,25339586.0,73537997.0,-16569165.0,-4473118.0,2000875.0,,16534239.0,169457.0,43364784.0,56606492.0,,43364784.0,169457.0,167809951.0,2953519.0,186645444.0,3650046.0,147396779.0,151046825.0,228679876.0,1689970.0,880757.0,4865026.0,8798071.0,96821373.0,183504145.0,78011115.0,52975282.0,47872121.0,315264949.0,2000875.0,,2745032.0,3813952.0,,12884193.0,58219.0,12942412.0,6558984.0,1173739.0,-93264.0,104090214.0,36406117.0,-15694194.0,216939.0,9985714.0,16488270.0,9515619.0,212344.0,69087221.0,1.0,,86682772.0,17.0,6261896.0,,14408361.0,11010551.0,2771996.0,13241708.0,42458353.0,2411932.0,37837473.0,25300966.0,-84226137.0,69121137.0,167809951.0,-15694194.0,3444906.0,436440560.0,167868170.0,163989237.0,167716687.0,268723873.0,249795118.0,40043997.0,2710406.0,33916.0,13773084.0,-42034432.0
