symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE
BST.MI,2019-12-31,12M,EUR,,,-6997000.0,,0.0,25820000.0,,,-6997000.0,-35000.0,,,,0.0,,,,,786000.0,-35000.0,,,,,,,,0.0,,,-35000.0,786000.0,0.0,0.0
BST.MI,2020-12-31,12M,EUR,56528000.0,-34365000.0,,12330000.0,1647000.0,37512000.0,-3520000.0,12330000.0,,,-1018000.0,1956000.0,1956000.0,,68858000.0,0.0,13330000.0,-35365000.0,-1000000.0,,26153000.0,26153000.0,-28885000.0,-5480000.0,47695000.0,10656000.0,13468000.0,-1000000.0,-28885000.0,-5480000.0,,,,
BST.MI,2021-12-31,12M,EUR,68858000.0,-11205000.0,-13913000.0,106977000.0,-17256000.0,-7208000.0,49937000.0,106977000.0,-13913000.0,,-1498000.0,2710000.0,2710000.0,,175835000.0,23587000.0,83390000.0,-11205000.0,,37500000.0,23251000.0,23251000.0,-1753000.0,-9452000.0,94595000.0,7838000.0,12357000.0,,-1753000.0,-9452000.0,,,,
BST.MI,2022-09-30,TTM,EUR,43868000.0,-2140000.0,,104958000.0,-59096000.0,-20208000.0,79312000.0,104958000.0,,,1198000.0,,,,148826000.0,-20240000.0,125114000.0,-2056000.0,,-559000.0,26306000.0,26306000.0,-1536000.0,-495000.0,127254000.0,5562000.0,14876000.0,,-1645000.0,-495000.0,,,,
BST.MI,2022-12-31,12M,EUR,175835000.0,-3296000.0,-5768000.0,-49246000.0,,,-81051000.0,-49246000.0,-5768000.0,,-98000.0,2995000.0,2995000.0,,126589000.0,-6327000.0,-41804000.0,-4411000.0,-1115000.0,-559000.0,22034000.0,22034000.0,-2354000.0,-942000.0,-38508000.0,4792000.0,12820000.0,-1115000.0,-2354000.0,-942000.0,,,,
BST.MI,2023-12-31,12M,EUR,126589000.0,-1765000.0,,123908000.0,,,78680000.0,123908000.0,,,190000.0,3281000.0,3281000.0,,250497000.0,204000.0,123704000.0,-1765000.0,,204000.0,16506000.0,16506000.0,-1531000.0,-234000.0,125469000.0,18890000.0,7922000.0,,-1531000.0,-234000.0,,,,
BST.MI,2024-03-31,TTM,EUR,53068000.0,-2128000.0,,193057000.0,,,103808000.0,193057000.0,,,4326000.0,3295000.0,3295000.0,,246125000.0,204000.0,192853000.0,-2128000.0,,,16931000.0,16931000.0,-1886000.0,-242000.0,194981000.0,58581000.0,8040000.0,,-1886000.0,-242000.0,,,,
