symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE
BST.MI,2022-09-30,TTM,EUR,43868000.0,-2140000.0,,104958000.0,-59096000.0,-20208000.0,79312000.0,104958000.0,,1198000.0,,,148826000.0,-20240000.0,125114000.0,-2056000.0,,-559000.0,26306000.0,26306000.0,-1536000.0,-495000.0,127254000.0,5562000.0,14876000.0,,-1645000.0,-495000.0
BST.MI,2022-12-31,3M,EUR,,,0.0,,,,,,0.0,,,,,,,,-1090000.0,0.0,,,,,,,,-1090000.0,,
BST.MI,2023-03-31,3M,EUR,126589000.0,-105000.0,,-73521000.0,,,-74803000.0,-73521000.0,,-8713000.0,763000.0,763000.0,53068000.0,0.0,-73521000.0,-105000.0,,,3719000.0,3719000.0,-78000.0,-27000.0,-73416000.0,3078000.0,2540000.0,,-78000.0,-27000.0
BST.MI,2023-06-30,3M,EUR,53068000.0,-613000.0,,118102000.0,,,116019000.0,118102000.0,,661000.0,816000.0,816000.0,171170000.0,-5012000.0,123114000.0,-613000.0,,,3736000.0,3736000.0,-516000.0,-97000.0,123727000.0,1000.0,2494000.0,,-516000.0,-97000.0
BST.MI,2023-09-30,3M,EUR,171170000.0,-124000.0,,-16270000.0,,,-45737000.0,-16270000.0,,10388000.0,753000.0,753000.0,154900000.0,5216000.0,-21486000.0,-124000.0,,0.0,3891000.0,3891000.0,-80000.0,-44000.0,-21362000.0,8175000.0,1168000.0,,-80000.0,-44000.0
BST.MI,2023-12-31,3M,EUR,154900000.0,-923000.0,,95597000.0,,,83201000.0,95597000.0,,-2146000.0,949000.0,949000.0,250497000.0,0.0,95597000.0,-923000.0,,0.0,5160000.0,5160000.0,-857000.0,-66000.0,96520000.0,7636000.0,1720000.0,,-857000.0,-66000.0
BST.MI,2024-03-31,3M,EUR,250496000.0,-468000.0,,-4372000.0,,,-49675000.0,-4372000.0,,-4577000.0,777000.0,777000.0,246124000.0,0.0,-4372000.0,-468000.0,,,4144000.0,4144000.0,-433000.0,-35000.0,-3904000.0,42769000.0,2658000.0,,-433000.0,-35000.0
BST.MI,2024-03-31,TTM,EUR,53068000.0,-2128000.0,,193057000.0,,,103808000.0,193057000.0,,4326000.0,3295000.0,3295000.0,246125000.0,204000.0,192853000.0,-2128000.0,,,16931000.0,16931000.0,-1886000.0,-242000.0,194981000.0,58581000.0,8040000.0,,-1886000.0,-242000.0
