symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
FNM.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,6358000.0,,,,,,,,,,,,,,,,,,,16738000.0,,,,,692000.0,,21543000.0,,,,,,,,,,,,3405000.0,,,40000000.0,,,,,,,,,,,,,,,
FNM.MI,2020-12-31,12M,EUR,67216000.0,82640000.0,-462923000.0,-2874000.0,0.0,91313000.0,7593000.0,16610000.0,230000000.0,253344000.0,253344000.0,253290000.0,54000.0,230000000.0,457804000.0,31770000.0,485114000.0,4965000.0,96196000.0,101161000.0,514595000.0,21237000.0,2061000.0,4353000.0,9492000.0,85514000.0,921752000.0,,-3329000.0,8702000.0,596441000.0,91313000.0,168046000.0,,52507000.0,11645000.0,42441000.0,54086000.0,168046000.0,39722000.0,190027000.0,19304000.0,,458829000.0,448312000.0,11533000.0,24015000.0,0.0,21201000.0,24015000.0,434902568.0,13737000.0,5139000.0,456000.0,2668000.0,27492000.0,639855000.0,128409000.0,,98110000.0,442000.0,51726000.0,0.0,11575000.0,,227572000.0,434902568.0,457804000.0,448312000.0,12019000.0,1145711000.0,500245000.0,155247000.0,477108000.0,668603000.0,660597000.0,154008000.0,3402000.0,22737000.0,-29481000.0
FNM.MI,2021-12-31,12M,EUR,156649000.0,133067000.0,-517566000.0,-4531000.0,0.0,58539000.0,25122000.0,29740000.0,230000000.0,351832000.0,366007000.0,350354000.0,1478000.0,230000000.0,206821000.0,41356000.0,771152000.0,6947000.0,133695000.0,140642000.0,693548000.0,50159000.0,3923000.0,3440000.0,273013000.0,137598000.0,992919000.0,,-3109000.0,9504000.0,1149157000.0,58539000.0,92250000.0,66401000.0,52651000.0,22793000.0,808641000.0,831434000.0,158651000.0,95773000.0,200343000.0,21512000.0,590504000.0,475353000.0,-66192000.0,18229000.0,35773000.0,0.0,28011000.0,,434902568.0,29367000.0,269573000.0,359000.0,7469000.0,82220000.0,673447000.0,253554000.0,14175000.0,246609000.0,678000.0,,0.0,12254000.0,,-22721000.0,434902568.0,206821000.0,-66192000.0,9020000.0,1919504000.0,1015462000.0,972076000.0,228333000.0,1691171000.0,1148352000.0,997623000.0,7740000.0,12784000.0,77604000.0
FNM.MI,2022-12-31,12M,EUR,145479000.0,152964000.0,-537383000.0,-4193000.0,21966000.0,60640000.0,25734000.0,25775000.0,230000000.0,236928000.0,245811000.0,235192000.0,1736000.0,230000000.0,283933000.0,51721000.0,831885000.0,7746000.0,91586000.0,99332000.0,765703000.0,67641000.0,2197000.0,0.0,340038000.0,157157000.0,1038117000.0,1000000.0,-3451000.0,12109000.0,1163598000.0,61640000.0,105533000.0,66298000.0,48100000.0,18029000.0,788079000.0,806108000.0,171831000.0,74540000.0,192997000.0,22980000.0,642737000.0,500734000.0,-56105000.0,23312000.0,32658000.0,0.0,20410000.0,,434902568.0,22857000.0,340038000.0,486000.0,7783000.0,71267000.0,719565000.0,388994000.0,8883000.0,232804000.0,1011000.0,,0.0,15074000.0,,45755000.0,434902568.0,283933000.0,-56105000.0,10041000.0,2019553000.0,1072012000.0,905440000.0,306913000.0,1712640000.0,1187668000.0,946937000.0,16058000.0,12587000.0,66182000.0
FNM.MI,2023-12-31,12M,EUR,213012000.0,171031000.0,-566929000.0,-4354000.0,0.0,70626000.0,26410000.0,20931000.0,230000000.0,395245000.0,398550000.0,393654000.0,1591000.0,230000000.0,355334000.0,50424000.0,940954000.0,7963000.0,87770000.0,95733000.0,843806000.0,69264000.0,89000.0,,307704000.0,175385000.0,1067715000.0,1000000.0,-2800000.0,13404000.0,1180710000.0,71626000.0,99127000.0,74612000.0,48387000.0,12968000.0,737606000.0,750574000.0,173739000.0,69827000.0,201507000.0,20826000.0,430131000.0,500786000.0,47630000.0,30602000.0,36646000.0,,18941000.0,,434902568.0,27238000.0,307704000.0,527000.0,6055000.0,117445000.0,740987000.0,351400000.0,3305000.0,339409000.0,965000.0,,0.0,15677000.0,,118651000.0,434902568.0,355334000.0,47630000.0,6569000.0,2112467000.0,1092940000.0,846307000.0,376160000.0,1736307000.0,1171513000.0,892501000.0,8952000.0,16413000.0,97148000.0
