symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
FNM.MI,2020-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,1752000.0,,,,,,,,,,,,,,,,,,,,,,,,137555000.0,,
FNM.MI,2022-09-30,TTM,EUR,41512000.0,339909000.0,-81746000.0,,,-34351000.0,-2592000.0,4293000.0,23337000.0,-15626000.0,-7111000.0,-34351000.0,,27393000.0,42165000.0,83677000.0,901000.0,305558000.0,-68194000.0,101837000.0,,-249000.0,-427000.0,29000.0,-149740000.0,,,-689136000.0,-3010000.0,56744000.0,54654000.0,-2668000.0,-58139000.0,575495000.0,575495000.0,,-7648000.0,-78205000.0,183583000.0,,5357000.0,27125000.0,-3010000.0,-2668000.0,-110855000.0,-79078000.0,-689136000.0,52716000.0,873000.0,-19392000.0
FNM.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-7059000.0,,,,,,,,,,,-201000.0,,,-8400000.0,,,,,,,-11319000.0
FNM.MI,2023-03-31,3M,EUR,14755000.0,236928000.0,-10414000.0,-70000.0,,36373000.0,38000.0,1607000.0,1170000.0,-18836000.0,-23728000.0,36373000.0,,1963000.0,10681000.0,25436000.0,,273301000.0,-2618000.0,16783000.0,-186000.0,64000.0,-243000.0,429000.0,11794000.0,1456000.0,1456000.0,-1663000.0,0.0,10180000.0,9960000.0,-351000.0,26646000.0,-207000.0,-207000.0,-166000.0,-10835000.0,-9963000.0,27197000.0,,2665000.0,5156000.0,0.0,-351000.0,-70774000.0,-9993000.0,-1663000.0,97420000.0,30000.0,
FNM.MI,2023-06-30,3M,EUR,15025000.0,273301000.0,-17747000.0,,,-27540000.0,-1237000.0,3908000.0,5615000.0,-4399000.0,-7008000.0,-27540000.0,,6791000.0,11017000.0,26042000.0,,246125000.0,-46898000.0,23093000.0,,-63000.0,-4407000.0,554000.0,-21482000.0,,,-23500000.0,,23300000.0,23384000.0,-849000.0,-17533000.0,-24956000.0,-24956000.0,-5662000.0,10383000.0,-16768000.0,40840000.0,,1328000.0,11478000.0,,-849000.0,-111386000.0,-16968000.0,-23500000.0,93853000.0,200000.0,
FNM.MI,2023-09-30,3M,EUR,14647000.0,246125000.0,-7580000.0,,0.0,44579000.0,78000.0,-4720000.0,-8602000.0,9927000.0,-6197000.0,44579000.0,0.0,9987000.0,11452000.0,26099000.0,0.0,290703000.0,-5273000.0,52334000.0,,0.0,-122000.0,1706000.0,-10062000.0,,,0.0,,20809000.0,21037000.0,-719000.0,2782000.0,0.0,0.0,-3677000.0,-6614000.0,-6497000.0,59914000.0,-1000.0,1111000.0,6245000.0,,-719000.0,-148159000.0,-6641000.0,0.0,150941000.0,144000.0,0.0
FNM.MI,2023-12-31,3M,EUR,15784000.0,290703000.0,-12730000.0,-80000.0,0.0,104829000.0,-174000.0,-1767000.0,13409000.0,9991000.0,14783000.0,104829000.0,0.0,4776000.0,11270000.0,27054000.0,920000.0,395245000.0,-33620000.0,42012000.0,,41000.0,-9907000.0,2656000.0,83707000.0,,,-30152000.0,,26566000.0,27617000.0,-3314000.0,126181000.0,-25412000.0,-25412000.0,3972000.0,-32008000.0,-8839000.0,54742000.0,-287000.0,-3267000.0,6391000.0,,-3314000.0,-90966000.0,-9336000.0,-30152000.0,217147000.0,497000.0,-15026000.0
FNM.MI,2024-03-31,3M,EUR,19360000.0,395245000.0,-7086000.0,0.0,,1355000.0,-2202000.0,-994000.0,2233000.0,12334000.0,8836000.0,1355000.0,,4313000.0,11954000.0,31314000.0,,396600000.0,82277000.0,49103000.0,,-116000.0,-1559000.0,2225000.0,-137111000.0,86194000.0,86194000.0,-1792000.0,-53732000.0,13513000.0,13087000.0,-536000.0,-73026000.0,84402000.0,84402000.0,1204000.0,-4610000.0,-6432000.0,56189000.0,,1447000.0,614000.0,-53732000.0,-536000.0,-178980000.0,-6550000.0,-1792000.0,105954000.0,118000.0,
FNM.MI,2024-03-31,TTM,EUR,64816000.0,273301000.0,-45143000.0,-230000.0,,123223000.0,-3535000.0,-3573000.0,12655000.0,27853000.0,10414000.0,123223000.0,,25867000.0,45693000.0,110509000.0,,396524000.0,-3514000.0,166542000.0,,-138000.0,-15995000.0,7141000.0,-84948000.0,89478000.0,89478000.0,-55444000.0,-55041000.0,84188000.0,85125000.0,-5418000.0,38404000.0,34034000.0,34034000.0,-4163000.0,-32849000.0,-38536000.0,211685000.0,,619000.0,24728000.0,-55041000.0,-5418000.0,-529491000.0,-39495000.0,-55444000.0,567895000.0,959000.0,
