symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
AGA.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,194139.0,,,,,,,,,,,,,,,1136625.0,,,,,,,,,118346.0,9279188.0,,,,-1.0,,,,,,,,,,,9279188.0,,,,,,,,,,,,,,
AGA.MI,2020-12-31,12M,EUR,4273702.0,4591729.0,,,23169873.0,721109.0,1827953.0,715689.0,5420.0,23169873.0,10490096.0,,9978981.0,3807428.0,3807428.0,553426.0,10007292.0,192194.0,0.0,,9452816.0,11261754.0,8284439.0,137789.0,24120247.0,,,131756.0,10000.0,9822723.0,9822723.0,141756.0,,8240468.0,936538.0,12909042.0,8284439.0,-771658.0,118346.0,205611.0,196373.0,118346.0,,221982.0,-1.0,1808938.0,,-3.0,659195.0,43971.0,1717035.0,1106844.0,5189954.0,87050.0,553426.0,0.0,-12891944.0,,10490096.0,-771658.0,1151049.0,32089861.0,20312819.0,13630151.0,11426634.0,20663227.0,22110882.0,10655935.0,257057.0,239037.0,137789.0,-28311.0
AGA.MI,2021-12-31,12M,EUR,10014669.0,5758510.0,,,23169873.0,1756434.0,2119641.0,1751898.0,4535.0,23169873.0,-1443908.0,,27849020.0,3709825.0,3709825.0,53426.0,25055924.0,,126606.0,890408.0,7867830.0,8901157.0,327028.0,13195098.0,10433091.0,,,69806.0,10000.0,8167174.0,8167174.0,79806.0,4942175.0,268588.0,46418.0,10120565.0,327028.0,-10345065.0,0.0,188627.0,222177.0,,,9490900.0,,1033327.0,,2.0,446013.0,38585.0,6191484.0,363207.0,11058718.0,106449.0,0.0,19855.0,-25508022.0,,-1443908.0,-10345065.0,530861.0,37186239.0,6723266.0,11876999.0,-1397490.0,38583729.0,9337221.0,13527805.0,598036.0,7650.0,13068492.0,2793096.0
AGA.MI,2022-12-31,12M,EUR,9596489.0,9715152.0,0.0,100.0,23580290.0,410679.0,467636.0,399594.0,11085.0,23580290.0,-3234266.0,0.0,21839076.0,3831184.0,3831184.0,443571.0,25351115.0,,252839.0,454108.0,7177833.0,8190784.0,5998469.0,8637597.0,13468506.0,100.0,8206.0,2401.0,130001.0,12871588.0,12871588.0,140608.0,426713.0,3579847.0,-120000.0,16292093.0,5998469.0,-11425050.0,0.0,181639.0,207555.0,,12792538.0,8331524.0,,1012951.0,100.0,178.0,374210.0,49307.0,666803.0,56957.0,11780201.0,120433.0,730.0,2369315.0,-28958440.0,12792538.0,-3234266.0,-11425050.0,1907587.0,36205614.0,9637322.0,16702772.0,-3354266.0,39559880.0,14366539.0,14208765.0,1809502.0,521092.0,8384758.0,-3512039.0
AGA.MI,2023-12-31,12M,EUR,12120479.0,6186262.0,52000.0,100.0,27280290.0,416384.0,473341.0,410587.0,5797.0,27280290.0,-7194768.0,103151.0,11701535.0,4226954.0,4226954.0,633194.0,21120014.0,,171576.0,454108.0,6497757.0,7316669.0,5880613.0,873974.0,6939884.0,100.0,8206.0,4401.0,130002.0,9907698.0,9907698.0,142609.0,2191940.0,3482490.0,-1528658.0,13718268.0,5880613.0,-14511437.0,0.0,179892.0,221483.0,,20390688.0,844562.0,,818912.0,,-942.0,654931.0,49117.0,1537397.0,56957.0,14821509.0,102436.0,0.0,2245855.0,-35602003.0,20390688.0,-7194768.0,-14511437.0,1997367.0,25075914.0,2712930.0,14134652.0,-8723426.0,33799340.0,13374378.0,12679326.0,2046099.0,179255.0,702398.0,-9418479.0
