symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
AGA.MI,2019-12-31,12M,EUR,,9279188.0,-0.253578,,,,9279188.0,-0.253578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209567.0,209567.0,,,,,,,,,,,
AGA.MI,2020-12-31,12M,EUR,1008952.0,,-0.408966,3643673.0,1458838.0,449886.0,,-0.408966,-3794873.0,-3155014.0,-1696176.0,544062.0,224758.0,887978.0,887978.0,288833.0,288833.0,248119.0,-3794873.0,-3794873.0,-4042992.0,-3794873.0,-3794873.0,-4042992.0,-761564.0,-761564.0,-607633.0,-2706330.0,2736947.0,-2192885.0,4187735.0,539423.0,0.0,-4042992.0,3643673.0,1458838.0,182294.0,182294.0,36312.0,-1088543.0,0.0,0.0,0.0,6380620.0,162419.0,4187735.0,-1088543.0,-1088543.0,863785.0
AGA.MI,2021-12-31,12M,EUR,1173574.0,,-1.418998,2258023.0,1217954.0,44380.0,,-1.418998,-13167153.0,-7118962.0,-5901008.0,1554275.0,848180.0,6013597.0,6013597.0,90264.0,90264.0,465406.0,-13167153.0,-13167153.0,-13632559.0,-13167153.0,-13167153.0,-13632559.0,-6280704.0,-6280704.0,-4763820.0,-12302890.12,7437054.0,-5882779.0,3812298.0,5566266.0,0.0,-13132559.0,2258023.0,1217954.0,,,57584.0,-1137188.0,-272925.12,500000.0,0.24,9695077.0,357371.0,3812298.0,-1137188.0,-1137188.0,231424.0
AGA.MI,2022-12-31,12M,EUR,975893.0,,,20870705.0,1438896.0,463003.0,,,-3684754.0,-3408626.0,-1969730.0,737798.0,0.0,615394.0,615394.0,276927.0,276927.0,368183.0,-3684754.0,-3684754.0,-4052936.0,-3684754.0,-3684754.0,-4052936.0,-1119169.0,-1119169.0,-1769332.0,-3532451.52,3442252.0,-2704454.0,21608503.0,851524.0,0.0,-4024020.0,20870705.0,1438896.0,,,80398.0,-200398.0,-48095.52,28916.0,0.24,24312957.0,780702.0,21608503.0,-200398.0,-200398.0,120000.0
AGA.MI,2022-12-31,TTM,EUR,,12792538.0,-0.288039,,,,12792538.0,-0.288039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGA.MI,2023-12-31,12M,EUR,938959.0,,,17554553.0,1387662.0,448703.0,,,-7402133.0,-8051430.0,-6663768.0,-2443549.0,,718689.0,718689.0,836561.0,836561.0,1193468.0,-7402133.0,-7402133.0,-8595600.0,-7402133.0,-7402133.0,-8595601.0,-1296988.0,-1296988.0,-5028588.0,-5799491.894674,3394404.0,-5837953.0,15111004.0,679603.0,0.0,-8770119.0,17554553.0,1387662.0,,,83723.0,-1635180.0,-32538.894674,-174519.0,0.019899,20948957.0,1414860.0,15111004.0,-1635180.0,-1635180.0,1551457.0
AGA.MI,2023-12-31,TTM,EUR,938959.0,20390688.0,-0.363015,17554553.0,1387662.0,448703.0,20390688.0,-0.363015,-7402133.0,-8051430.0,-6663768.0,-2443549.0,,718689.0,718689.0,836561.0,836561.0,1193468.0,-7402133.0,-7402133.0,-8595600.0,-7402133.0,-7402133.0,-8595601.0,-1296988.0,-1296988.0,-5028588.0,-5799491.894674,3394404.0,-5837953.0,15111004.0,679603.0,0.0,-8770119.0,17554553.0,1387662.0,,,83723.0,-1635180.0,-32538.894674,-174519.0,0.019899,20948957.0,1414860.0,15111004.0,-1635180.0,-1635180.0,1551457.0
