symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,RepurchaseOfCapitalStock,SaleOfIntangibles,TaxesRefundPaid
AGA.MI,2019-12-31,12M,EUR,,,,-63864.0,,,,,,,,,,,,,,,,,,619409.0,,-563385.0,,,,,,,,,,,-26132.0,,,,,-1.0,,,,0.0,,1151408.0,
AGA.MI,2020-12-31,12M,EUR,1008952.0,711640.0,-58763.0,,9469.0,1001955.0,2896180.0,441289.0,-519178.0,1815694.0,5635940.0,9470.0,2250000.0,,0.0,449886.0,1458838.0,0.0,721109.0,-7986.0,2760017.0,,56157.0,-394915.0,,-2801324.0,2250000.0,2250000.0,-3794873.0,-3794912.0,-58763.0,-2792977.0,-2257987.0,-1745205.0,1.0,-1.0,50417.0,-512782.0,2818780.0,-1.0,705408.0,38559.0,536496.0,,,,0.0
AGA.MI,2021-12-31,12M,EUR,1173574.0,721109.0,-45206.0,-414014.0,1035321.0,-13057309.0,-130081.0,8684727.0,5374841.0,-3616294.0,-3158130.0,1035321.0,808435.0,,500000.0,44380.0,1217954.0,0.0,1756430.0,-944716.0,-608029.0,2000.0,7958237.0,,755.0,2542860.0,808435.0,808435.0,-13167153.0,-13632559.0,338843.0,2249224.0,-1753151.0,-2007974.0,,-1.0,-45206.0,254823.0,-562823.0,,710514.0,54872.0,5075933.0,,,,0.0
AGA.MI,2022-12-31,12M,EUR,975893.0,1756434.0,-6399964.0,619677.0,-1345726.0,4556772.0,876614.0,380661.0,-444005.0,-864990.0,5124729.0,-1345726.0,410417.0,-176.0,28916.0,463003.0,1438896.0,0.0,410708.0,6623136.0,-7876408.0,,0.0,-718144.0,,-6492418.0,410417.0,410241.0,-3684754.0,-4052936.0,-265519.0,-92454.0,4526772.0,3742559.0,1686123.0,,-6134445.0,784213.0,-1476444.0,,1119169.0,85287.0,120000.0,,-176.0,,0.0
AGA.MI,2023-12-31,12M,EUR,938959.0,410708.0,-395691.0,,5707.0,7764352.0,-1451352.0,-6857774.0,2523990.0,3346589.0,5325805.0,5707.0,3752000.0,-655169.0,-174519.0,448703.0,1387662.0,0.0,416415.0,-64563.0,114629.0,,0.0,,-804361.0,-440050.0,3752000.0,3096831.0,-7402133.0,-8595601.0,-64844.0,-44359.0,-3161393.0,-1649753.0,-1.0,,-330847.0,-1511640.0,510320.0,,1296987.0,83723.0,792488.0,,-655169.0,,-15104.0
AGA.MI,2023-12-31,TTM,EUR,938959.0,410708.0,-395691.0,,5707.0,7764352.0,-1451352.0,-6857774.0,2523990.0,3346589.0,5325805.0,5707.0,3752000.0,-655169.0,-174519.0,448703.0,1387662.0,0.0,416415.0,-64563.0,114629.0,,0.0,,-804361.0,-440050.0,3752000.0,3096831.0,-7402133.0,-8595601.0,-64844.0,-44359.0,-3161393.0,-1649753.0,-1.0,,-330847.0,-1511640.0,510320.0,,1296987.0,83723.0,792488.0,,-655169.0,,-15104.0
