asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,9279188.0,-0.253578,,,,,,,,-63864.0,,,,,,,,,,,,,,,,,,,,,,,,,194139.0,9279188.0,-0.253578,,,,,,,,,,,,619409.0,,,,,,,,,,,-563385.0,,,,,,,,,,,,,1136625.0,,,,,,,,,,,,,,,,,,,,-26132.0,,,,,,,,,118346.0,,,,,,,9279188.0,-1.0,,,,,-1.0,,,,,,,,,,,,,,,0.0,,,209567.0,209567.0,,,,1151408.0,9279188.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,4273702.0,4591729.0,,1008952.0,1008952.0,,,-0.408966,711640.0,-58763.0,23169873.0,721109.0,1827953.0,715689.0,5420.0,,9469.0,1001955.0,2896180.0,441289.0,-519178.0,1815694.0,5635940.0,9470.0,23169873.0,10490096.0,2250000.0,,,3643673.0,9978981.0,3807428.0,3807428.0,553426.0,10007292.0,0.0,449886.0,1458838.0,1458838.0,449886.0,192194.0,,-0.408966,-3794873.0,0.0,-3155014.0,-1696176.0,721109.0,22837569.0,-13.464151,-7986.0,0.0,,2760017.0,,56157.0,9452816.0,11261754.0,8284439.0,544062.0,224758.0,887978.0,887978.0,288833.0,288833.0,-394915.0,,137789.0,24120247.0,-2801324.0,,,131756.0,10000.0,2250000.0,9822723.0,9822723.0,141756.0,,8240468.0,8945137.0,936538.0,248119.0,2250000.0,12909042.0,-3794873.0,-3794873.0,-4042992.0,-3794873.0,-3794873.0,-3794912.0,-4042992.0,-58763.0,-761564.0,-2792977.0,-2257987.0,-1745205.0,-761564.0,1.0,-1.0,8284439.0,50417.0,-512782.0,-771658.0,118346.0,205611.0,196373.0,118346.0,-607633.0,-2706330.0,2818780.0,2736947.0,-2192885.0,4187735.0,,-1.0,221982.0,-1.0,1808938.0,705408.0,,-3.0,539423.0,659195.0,43971.0,1717035.0,1106844.0,0.0,5189954.0,38559.0,87050.0,553426.0,-4042992.0,0.0,536496.0,,3643673.0,1458838.0,182294.0,182294.0,,36312.0,-12891944.0,,,-1088543.0,10490096.0,-771658.0,0.0,0.0,0.0,1151049.0,0.0,32089861.0,20312819.0,13630151.0,11426634.0,6380620.0,20663227.0,22110882.0,10655935.0,162419.0,4187735.0,257057.0,-1088543.0,-1088543.0,239037.0,137789.0,-28311.0,863785.0
2021-12-31,12M,EUR,10014669.0,5758510.0,,1173574.0,1173574.0,,,-1.418998,721109.0,-45206.0,23169873.0,1756434.0,2119641.0,1751898.0,4535.0,-414014.0,1035321.0,-13057309.0,-130081.0,8684727.0,5374841.0,-3616294.0,-3158130.0,1035321.0,23169873.0,-1443908.0,808435.0,,,2258023.0,27849020.0,3709825.0,3709825.0,53426.0,25055924.0,500000.0,44380.0,1217954.0,1217954.0,44380.0,,,-1.418998,-13167153.0,0.0,-7118962.0,-5901008.0,1756430.0,19407414.0,-3.28883,-944716.0,126606.0,890408.0,-608029.0,2000.0,7958237.0,7867830.0,8901157.0,327028.0,1554275.0,848180.0,6013597.0,6013597.0,90264.0,90264.0,,755.0,13195098.0,10433091.0,2542860.0,,,69806.0,10000.0,808435.0,8167174.0,8167174.0,79806.0,4942175.0,268588.0,8314152.0,46418.0,465406.0,808435.0,10120565.0,-13167153.0,-13167153.0,-13632559.0,-13167153.0,-13167153.0,-13632559.0,-13632559.0,338843.0,-6280704.0,2249224.0,-1753151.0,-2007974.0,-6280704.0,,-1.0,327028.0,-45206.0,254823.0,-10345065.0,0.0,188627.0,222177.0,,-4763820.0,-12302890.12,-562823.0,7437054.0,-5882779.0,3812298.0,,,9490900.0,,1033327.0,710514.0,,2.0,5566266.0,446013.0,38585.0,6191484.0,363207.0,0.0,11058718.0,54872.0,106449.0,0.0,-13132559.0,19855.0,5075933.0,,2258023.0,1217954.0,,,,57584.0,-25508022.0,,,-1137188.0,-1443908.0,-10345065.0,-272925.12,500000.0,0.24,530861.0,0.0,37186239.0,6723266.0,11876999.0,-1397490.0,9695077.0,38583729.0,9337221.0,13527805.0,357371.0,3812298.0,598036.0,-1137188.0,-1137188.0,7650.0,13068492.0,2793096.0,231424.0
2022-12-31,12M,EUR,9596489.0,9715152.0,0.0,975893.0,975893.0,100.0,,,1756434.0,-6399964.0,23580290.0,410679.0,467636.0,399594.0,11085.0,619677.0,-1345726.0,4556772.0,876614.0,380661.0,-444005.0,-864990.0,5124729.0,-1345726.0,23580290.0,-3234266.0,410417.0,-176.0,0.0,20870705.0,21839076.0,3831184.0,3831184.0,443571.0,25351115.0,28916.0,463003.0,1438896.0,1438896.0,463003.0,,,,-3684754.0,0.0,-3408626.0,-1969730.0,410708.0,17681025.0,-8.99423,6623136.0,252839.0,454108.0,-7876408.0,,0.0,7177833.0,8190784.0,5998469.0,737798.0,0.0,615394.0,615394.0,276927.0,276927.0,-718144.0,,8637597.0,13468506.0,-6492418.0,100.0,8206.0,2401.0,130001.0,410417.0,12871588.0,12871588.0,140608.0,426713.0,3579847.0,7291746.0,-120000.0,368183.0,410241.0,16292093.0,-3684754.0,-3684754.0,-4052936.0,-3684754.0,-3684754.0,-4052936.0,-4052936.0,-265519.0,-1119169.0,-92454.0,4526772.0,3742559.0,-1119169.0,1686123.0,,5998469.0,-6134445.0,784213.0,-11425050.0,0.0,181639.0,207555.0,,-1769332.0,-3532451.52,-1476444.0,3442252.0,-2704454.0,21608503.0,12792538.0,,8331524.0,,1012951.0,1119169.0,100.0,178.0,851524.0,374210.0,49307.0,666803.0,56957.0,0.0,11780201.0,85287.0,120433.0,730.0,-4024020.0,2369315.0,120000.0,,20870705.0,1438896.0,,,-176.0,80398.0,-28958440.0,,12792538.0,-200398.0,-3234266.0,-11425050.0,-48095.52,28916.0,0.24,1907587.0,0.0,36205614.0,9637322.0,16702772.0,-3354266.0,24312957.0,39559880.0,14366539.0,14208765.0,780702.0,21608503.0,1809502.0,-200398.0,-200398.0,521092.0,8384758.0,-3512039.0,120000.0
2023-12-31,12M,EUR,12120479.0,6186262.0,52000.0,938959.0,938959.0,100.0,,,410708.0,-395691.0,27280290.0,416384.0,473341.0,410587.0,5797.0,,5707.0,7764352.0,-1451352.0,-6857774.0,2523990.0,3346589.0,5325805.0,5707.0,27280290.0,-7194768.0,3752000.0,-655169.0,103151.0,17554553.0,11701535.0,4226954.0,4226954.0,633194.0,21120014.0,-174519.0,448703.0,1387662.0,1387662.0,448703.0,,,,-7402133.0,0.0,-8051430.0,-6663768.0,416415.0,21108510.0,,-64563.0,171576.0,454108.0,114629.0,,0.0,6497757.0,7316669.0,5880613.0,-2443549.0,,718689.0,718689.0,836561.0,836561.0,,-804361.0,873974.0,6939884.0,-440050.0,100.0,8206.0,4401.0,130002.0,3752000.0,9907698.0,9907698.0,142609.0,2191940.0,3482490.0,4873374.0,-1528658.0,1193468.0,3096831.0,13718268.0,-7402133.0,-7402133.0,-8595600.0,-7402133.0,-7402133.0,-8595601.0,-8595601.0,-64844.0,-1296988.0,-44359.0,-3161393.0,-1649753.0,-1296988.0,-1.0,,5880613.0,-330847.0,-1511640.0,-14511437.0,0.0,179892.0,221483.0,,-5028588.0,-5799491.894674,510320.0,3394404.0,-5837953.0,15111004.0,20390688.0,,844562.0,,818912.0,1296987.0,,-942.0,679603.0,654931.0,49117.0,1537397.0,56957.0,0.0,14821509.0,83723.0,102436.0,0.0,-8770119.0,2245855.0,792488.0,,17554553.0,1387662.0,,,-655169.0,83723.0,-35602003.0,,20390688.0,-1635180.0,-7194768.0,-14511437.0,-32538.894674,-174519.0,0.019899,1997367.0,-15104.0,25075914.0,2712930.0,14134652.0,-8723426.0,20948957.0,33799340.0,13374378.0,12679326.0,1414860.0,15111004.0,2046099.0,-1635180.0,-1635180.0,179255.0,702398.0,-9418479.0,1551457.0
