symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkingCapital,WriteOff
EPRB.MI,2020-12-31,12M,EUR,828000.0,1010000.0,,,0.0,141000.0,2803250.0,0.052082,102000.0,-90000.0,50000.0,82000.0,82000.0,,82000.0,3000.0,-20000.0,-13000.0,28000.0,-272000.0,157000.0,-97000.0,-21000.0,50000.0,0.0,781000.0,,3079000.0,1345000.0,194000.0,194000.0,,1226000.0,56000.0,162000.0,162000.0,162000.0,21000.0,2803250.0,0.052082,146000.0,215000.0,377000.0,82000.0,,-210000.0,,189000.0,5000.0,100000.0,734000.0,1010000.0,57000.0,1158000.0,0.0,,,,,-15000.0,,975000.0,-90000.0,,43000.0,,0.0,0.0,0.0,0.0,-210000.0,43000.0,56000.0,,,,,112000.0,146000.0,146000.0,146000.0,146000.0,146000.0,146000.0,146000.0,-55000.0,-15000.0,0.0,-210000.0,-210000.0,-15000.0,57000.0,-35000.0,47000.0,,0.0,172000.0,377000.0,146000.0,279000.0,943000.0,215000.0,4237000.0,2803250.0,1000.0,2000.0,8000.0,634000.0,15000.0,,,68000.0,85000.0,1000.0,2000.0,,0.0,994000.0,41000.0,204000.0,202000.0,,-55000.0,,-35000.0,,3079000.0,162000.0,,95000.0,-210000.0,,215000.0,0.0,5000.0,2803250.0,0.0,781000.0,47000.0,0.0,56000.0,0.277228,45000.0,,2179000.0,781000.0,194000.0,781000.0,4022000.0,1398000.0,834000.0,172000.0,,4237000.0,81000.0,0.0,0.0,,119000.0,0.0
EPRB.MI,2021-12-31,12M,EUR,1008000.0,2304000.0,,,,159326.0,2803250.0,0.013775,81853.0,-85373.0,50000.0,711000.0,711000.0,-164684.0,711000.0,-706.0,226957.0,114687.0,17000.0,80339.0,-299468.0,-105148.0,226957.0,50000.0,-164684.0,1325000.0,,3568894.0,3220000.0,439000.0,439000.0,,3286000.0,128697.0,180792.0,180792.0,180792.0,21466.0,2803250.0,0.013775,38615.0,180265.0,361057.0,308810.0,,4876.0,,217081.0,,,2853000.0,,,1553512.0,80397.0,12953.0,12953.0,3.0,3.0,-12949.0,,2992000.0,-80373.0,38000.0,,,300000.0,1228000.0,1228000.0,300000.0,-130440.0,,,,343000.0,-239000.0,,956000.0,38615.0,38615.0,38615.0,38615.0,38615.0,38615.0,38615.0,-75104.0,-12950.0,5000.0,169560.0,169560.0,-12950.0,67000.0,-10269.0,-1528000.0,,,255000.0,556968.0,187507.36,302454.0,1177339.0,376173.0,5122406.0,2803250.0,,-271000.0,-19000.0,,81760.0,31000.0,-1795000.0,78729.0,1828000.0,,19000.0,,0.0,2862000.0,47000.0,,167312.0,46703.0,-75104.0,,-10269.0,,3568894.0,180792.0,138714.0,138714.0,-130440.0,46703.0,56000.0,5000.0,,2803250.0,-195911.0,1325000.0,-1528000.0,-47018.64,128697.0,0.24,457000.0,,6209000.0,2553000.0,1667000.0,1668000.0,4746233.0,4541000.0,2989000.0,1255000.0,,5122406.0,26000.0,-195911.0,-195911.0,1567000.0,-66000.0,149208.0
EPRB.MI,2022-12-31,12M,EUR,1229661.0,1441275.0,-213170.0,2992106.0,-85053.0,64942.0,2803250.0,0.004956,308810.0,-857317.0,70081.0,592.0,2309519.0,,,49736.0,1962731.0,-239193.0,,320847.0,-204674.0,-73284.0,1962731.0,70081.0,,3633617.0,3012186.0,3563599.0,3857325.0,260491.0,260491.0,23604.0,1756396.0,178788.0,87017.0,87017.0,87017.0,22075.0,2803250.0,0.004956,13892.0,222525.0,309542.0,2271541.0,11588350.0,3892186.0,457600.0,-536755.0,,30127.0,1409988.0,1526328.0,268595.0,1615558.0,0.0,29845.0,29845.0,768.0,768.0,-29252.0,,4877464.0,-2250017.0,,,3012186.0,1000000.0,983356.0,983356.0,1000000.0,-120000.0,,7484.0,10652350.0,,,3012186.0,1243255.0,13892.0,13892.0,13892.0,13892.0,13892.0,13892.0,13892.0,-825823.0,-29252.0,-1392700.0,880000.0,880000.0,-29252.0,55425.0,-31494.0,2223629.0,18682.0,121663.0,235688.0,412697.0,92289.8,320562.0,1290473.0,325085.0,5179157.0,2803250.0,,,,1379861.0,150915.0,,,119140.0,115735.0,261111.0,23305.0,2308927.0,0.0,1416911.0,,,192680.0,69318.0,-825823.0,-1392700.0,-31494.0,,3563599.0,87017.0,108851.0,108851.0,-120000.0,69318.0,102508.0,,,2803250.0,-103155.0,3633617.0,2223629.0,-24757.2,178788.0,0.24,59622.0,-80729.0,6739120.0,4616973.0,1243847.0,3633617.0,4854072.0,3105503.0,2881795.0,1349107.0,175.0,5179157.0,71515.0,-103155.0,-103155.0,8400.0,2100929.0,33837.0
EPRB.MI,2023-12-31,12M,EUR,1489115.0,4368616.0,,2992106.0,-65705.0,518100.0,,,,,70081.0,11916.0,577567.0,,,,,,,,,,,70081.0,,3497081.0,,5223657.0,5278552.0,322920.0,322920.0,81676.0,2976313.0,,,,548426.0,30326.0,,,-136539.0,427391.0,975817.0,,5288012.0,,457600.0,,,2194282.0,3488543.0,4434321.0,76958.0,3945393.0,,87155.0,87155.0,4216.0,4216.0,,166.0,4523254.0,,,,,,703253.0,703253.0,,,,6222.0,4877655.0,377617.0,-276345.0,,1014257.0,-136539.0,-136539.0,139806.0,-136539.0,-136539.0,,139806.0,,-85700.0,,,,-85700.0,76958.0,,8538.0,,105054.0,457124.0,1137322.0,-13795.2,,3357951.0,587442.0,9169050.0,2803250.0,,,1750.0,1294261.0,,,395455.0,307376.0,1162528.0,70736.0,57719.0,565651.0,0.0,2651643.0,,95734.0,340236.0,,,,,166.0,5223657.0,548426.0,173072.0,173072.0,,138030.0,-47923.0,,,2803250.0,-161505.0,3497081.0,8538.0,-38761.2,200430.0,0.24,97074.0,,8870455.0,4200334.0,1026173.0,3874698.0,8581608.0,4995757.0,3591903.0,2019444.0,2761.0,9169050.0,,-161505.0,-161505.0,358558.0,2302239.0,23475.0
