asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RestrictedCash,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,-544128000.0,38268000.0,-10591000.0,,1189000.0,124624000.0,,,,68629000.0,80824000.0,226590000.0,,,-137000.0,,,,226590000.0,,3355000.0,53989000.0,,,20464000.0,112919000.0,,,,,0.0,,,,,,,,,426336000.0,,373754000.0,,289402000.0,991027000.0,,11691000.0,71753000.0,-56032000.0,,2485644000.0,-129288000.0,,3355000.0,204008000.0,60360000.0,713608000.0,,6103000.0,72167000.0,172181000.0,,4274000.0,,0.0,3355000.0,56280000.0,,,,,,,,,,15443000.0,,,,83254000.0,38532000.0,5609000.0,,,,,,,,,8860000.0,6373000.0,517427000.0,,-537465000.0,,492220000.0,,356346000.0,,,,8091000.0,,0.0,0.0,152934000.0,,,57000.0,1109641000.0,,,,,,,,23526000.0,,,,,,,,,,105066000.0,,,895350.0,14534000.0,27421000.0,
2023-03-31,3M,EUR,530600000.0,171800000.0,,,,25400000.0,,,150164650.0,0.257717,298800000.0,,,,847500000.0,847500000.0,,18510000.0,-31100000.0,18400000.0,,1678426000.0,0.0,,464100000.0,1920800000.0,,,181700000.0,808900000.0,25400000.0,0.0,,150164650.0,0.257717,38700000.0,49000000.0,74400000.0,317200000.0,2943282529.0,-3800000.0,,22200000.0,,880300000.0,,,138300000.0,,,,615300000.0,759000000.0,0.0,11600000.0,0.0,,,759000000.0,759000000.0,,,,3162467529.0,,0.0,0.0,-3800000.0,,38700000.0,38700000.0,38700000.0,38700000.0,38700000.0,72500000.0,38800000.0,-600000.0,-600000.0,,440200000.0,798126000.0,64600000.0,,,,73200000.0,37761818.181818,22200000.0,89300000.0,49000000.0,602400000.0,150164650.0,,,,,191100000.0,,96600000.0,,286200000.0,,-1200000.0,0.0,627200000.0,,49500000.0,,0.0,,464100000.0,25400000.0,,,151060000.0,1200000.0,1678426000.0,798126000.0,261818.181818,10800000.0,0.218182,,3441700000.0,2437426000.0,940700000.0,1682700000.0,553400000.0,1759000000.0,1520900000.0,950100000.0,602400000.0,,1200000.0,1200000.0,895350.0,,,1111900000.0
2023-06-30,3M,EUR,634549000.0,180613000.0,-558898000.0,38268000.0,-11208000.0,-15071000.0,0.0,123853000.0,,,317200000.0,76366000.0,88765000.0,226590000.0,842628000.0,1072977000.0,,53938000.0,96896000.0,54038000.0,226590000.0,1639215000.0,,52137000.0,441711000.0,1987311000.0,19371000.0,110673000.0,130044000.0,989342000.0,25505000.0,40576000.0,,,,43986000.0,59439000.0,84944000.0,842685000.0,3099496293.0,-46312000.0,517997000.0,99000000.0,370814000.0,880490000.0,191821000.0,1012351000.0,245450000.0,13925000.0,,-56572000.0,660487000.0,2399986000.0,,123853000.0,,214400000.0,69394000.0,650098000.0,719492000.0,6058000.0,67433000.0,173817000.0,3006296293.0,0.0,-35000.0,,,,43986000.0,43986000.0,43921000.0,43986000.0,43986000.0,10186000.0,43921000.0,-3900000.0,-3900000.0,,453453000.0,758725000.0,71643000.0,71295000.0,41656000.0,5625000.0,85076000.0,44088769.127374,138970000.0,187377000.0,58073000.0,687161000.0,150164650.0,,14397000.0,6537000.0,509676000.0,,,108954000.0,495631000.0,14767000.0,230349000.0,132000.0,0.0,826137000.0,5917000.0,56542000.0,0.0,,156363000.0,441711000.0,25505000.0,57000.0,1095857000.0,151060000.0,-132000.0,1639215000.0,758725000.0,-29230.872626,12521000.0,0.221446,38568000.0,3528433000.0,2289313000.0,849536000.0,1639215000.0,629088000.0,1889218000.0,1541122000.0,899876000.0,687161000.0,82634000.0,-132000.0,-132000.0,895350.0,14534000.0,42699000.0,997969000.0
2023-09-30,3M,EUR,673900000.0,203000000.0,,,,67771000.0,,,,,842685000.0,,,,257800000.0,257800000.0,-362000.0,-45238000.0,-141096000.0,-45238000.0,,1719900000.0,,,105789000.0,2055700000.0,,,299300000.0,1092500000.0,27195000.0,-40576000.0,,,,59514000.0,78561000.0,105756000.0,326000000.0,2872954083.0,-22888000.0,,-21000000.0,,889700000.0,,,602450000.0,,,,730200000.0,,,10300000.0,,,,,621000000.0,,,,3096395083.0,,35000.0,,,,59514000.0,59514000.0,59479000.0,59514000.0,59514000.0,180714000.0,59479000.0,3400000.0,3400000.0,7705000.0,461900000.0,830200000.0,73800000.0,,,,111024000.0,63655470.459172,-60970000.0,522523000.0,79927000.0,708239000.0,150164650.0,,,,,181800000.0,493393000.0,119300000.0,,864700000.0,,5268000.0,0.0,793200000.0,,75658000.0,,,,105789000.0,27195000.0,,,150164650.0,-5268000.0,1719900000.0,830200000.0,-1126529.540828,16179000.0,0.213844,,3615200000.0,1719900000.0,920300000.0,1719900000.0,628312000.0,1895300000.0,1559500000.0,802800000.0,708239000.0,,-5268000.0,-5268000.0,,,,963200000.0
2023-12-31,3M,EUR,716238000.0,272692000.0,-576630000.0,40078000.0,-10791000.0,-50550000.0,0.0,,,,326000000.0,85803000.0,98623000.0,226590000.0,1250194000.0,1409939000.0,-329000.0,452751000.0,310882000.0,452751000.0,226590000.0,1811139000.0,1701000.0,62430000.0,1152030000.0,2263979000.0,21005000.0,217402000.0,238407000.0,1213128000.0,30091000.0,80641000.0,0.0,,,108177000.0,142194000.0,172285000.0,1250198000.0,5245525118.0,60841000.0,378890000.0,388830000.0,371686000.0,878330000.0,283483000.0,1054611000.0,-76325000.0,12507000.0,122031000.0,-52390000.0,504678000.0,2544002000.0,,122031000.0,1701000.0,219496000.0,77618000.0,515461000.0,593079000.0,4294000.0,71877000.0,188611000.0,4583025118.0,0.0,-35000.0,,1701000.0,,108177000.0,108177000.0,108212000.0,108177000.0,108177000.0,-13023000.0,108212000.0,-2611000.0,-2611000.0,-11138000.0,477981000.0,932809000.0,60413000.0,72164000.0,51041000.0,5400000.0,167348000.0,104507700.668965,484132000.0,-218216000.0,141891000.0,1075705000.0,150164650.0,,7515000.0,5695000.0,506644000.0,,-447567000.0,126338000.0,498271000.0,12106000.0,159745000.0,-5301000.0,0.0,954036000.0,11168000.0,145598000.0,0.0,,142747000.0,1152030000.0,30091000.0,4000.0,1260577000.0,151060000.0,4937000.0,1811139000.0,932809000.0,1267700.668965,37386000.0,0.256776,40885000.0,3812428000.0,2326600000.0,831486000.0,1811139000.0,933814000.0,2001289000.0,1548449000.0,788161000.0,1075705000.0,111460000.0,4937000.0,4937000.0,895350.0,9658000.0,35431000.0,1050851000.0
2024-03-31,3M,EUR,667400000.0,225500000.0,,,,26400000.0,,,150164650.0,0.341625,662600000.0,,,,893400000.0,893400000.0,,355000000.0,-116000000.0,-355100000.0,,2005500000.0,5000000.0,,494500000.0,2057000000.0,,,409700000.0,1224300000.0,26400000.0,0.0,,150164650.0,0.341625,51300000.0,67400000.0,93800000.0,307600000.0,4157178679.0,15800000.0,,-44100000.0,,1241800000.0,,,164300000.0,,,,625500000.0,611400000.0,-326800000.0,10900000.0,5000000.0,,,611400000.0,611400000.0,,,,4814278679.0,,-1700000.0,-326800000.0,15900000.0,,51300000.0,51300000.0,53000000.0,51300000.0,51300000.0,97600000.0,53000000.0,4100000.0,4100000.0,-100000.0,537700000.0,763700000.0,71300000.0,,,,96400000.0,53302906.976744,-44100000.0,96900000.0,67400000.0,658800000.0,150164650.0,100000.0,,,,200200000.0,,147200000.0,,312600000.0,,2600000.0,0.0,814600000.0,,68800000.0,,-326800000.0,,494500000.0,26400000.0,,,151060000.0,-2600000.0,2005500000.0,763700000.0,-597093.023256,15800000.0,0.229651,,4041400000.0,2616900000.0,1021100000.0,2005500000.0,591400000.0,2035900000.0,1984400000.0,811600000.0,658800000.0,,-2600000.0,-2600000.0,895350.0,,,832700000.0
