symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
DLG.MI,2019-12-31,12M,EUR,,,,,,,10663000.0,,,,,,,,,,,,,,,653000.0,52000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8193000.0,,,,,,,,,,,,,,,,,,3907000.0,,,,
DLG.MI,2020-12-31,12M,EUR,582193000.0,397337000.0,-480602000.0,25838000.0,-10561000.0,977000.0,69986000.0,57471000.0,66171000.0,225823000.0,662947000.0,894714000.0,225823000.0,1267354000.0,48647000.0,1773030000.0,18178000.0,154297000.0,172475000.0,1003519000.0,611000.0,,51000.0,351733000.0,257544000.0,686781000.0,407898000.0,803366000.0,10847000.0,,-39264000.0,432105000.0,1880212000.0,69986000.0,129262000.0,47993000.0,458561000.0,506554000.0,30073000.0,59633000.0,152121000.0,0.0,,322764000.0,580573000.0,58455000.0,56440000.0,51288000.0,4478000.0,149653214.0,4143000.0,6784000.0,429237000.0,135225000.0,415865000.0,9747000.0,231767000.0,814554000.0,9761000.0,5087000.0,0.0,87538000.0,79000.0,816571000.0,150548564.0,1267354000.0,580573000.0,22216000.0,2945569000.0,1725915000.0,679029000.0,1267354000.0,1678215000.0,1172539000.0,674696000.0,97136000.0,170000.0,895350.0,14534000.0,32098000.0,769511000.0
DLG.MI,2021-12-31,12M,EUR,936229000.0,366668000.0,-522022000.0,34300000.0,-15265000.0,1055000.0,70539000.0,67976000.0,76266000.0,226344000.0,1026081000.0,1316731000.0,226344000.0,1568577000.0,37800000.0,2517774000.0,19038000.0,243091000.0,262129000.0,1489795000.0,0.0,,,628717000.0,358405000.0,867877000.0,381933000.0,910500000.0,11062000.0,70222000.0,-46653000.0,769253000.0,2426580000.0,70539000.0,175020000.0,57228000.0,614912000.0,672140000.0,7331000.0,66043000.0,161863000.0,2018000.0,,388478000.0,700700000.0,74297000.0,70070000.0,53378000.0,4604000.0,150000742.0,7517000.0,8488000.0,509472000.0,124511000.0,467841000.0,12015000.0,290650000.0,1212838000.0,,7015000.0,0.0,143280000.0,57000.0,1031195000.0,150896092.0,1568577000.0,700700000.0,33975000.0,3930901000.0,2183489000.0,934269000.0,1570595000.0,2360306000.0,1413126000.0,870511000.0,152098000.0,8880000.0,895350.0,14534000.0,43909000.0,1027979000.0
DLG.MI,2022-12-31,12M,EUR,540687000.0,278811000.0,-544128000.0,38268000.0,-10591000.0,1189000.0,124624000.0,68629000.0,80824000.0,226590000.0,770247000.0,1126593000.0,226590000.0,1659117000.0,53989000.0,2014656000.0,20464000.0,112919000.0,133383000.0,922394000.0,0.0,,,426336000.0,373754000.0,891181000.0,289402000.0,991027000.0,11691000.0,71753000.0,-56032000.0,550659000.0,2485644000.0,124624000.0,204008000.0,60360000.0,713608000.0,773968000.0,6103000.0,72167000.0,172181000.0,4274000.0,56280000.0,446899000.0,767936000.0,64634000.0,83254000.0,38532000.0,5609000.0,150000742.0,8860000.0,6373000.0,517427000.0,122192000.0,492220000.0,14096000.0,356346000.0,767945000.0,,8091000.0,0.0,152934000.0,57000.0,1109641000.0,150896092.0,1659117000.0,767936000.0,23526000.0,3553706000.0,2372725000.0,907351000.0,1663391000.0,1890315000.0,1539050000.0,967921000.0,105066000.0,,895350.0,14534000.0,27421000.0,1092262000.0
DLG.MI,2023-12-31,12M,EUR,716238000.0,272692000.0,-576630000.0,40078000.0,-10791000.0,0.0,,85803000.0,98623000.0,226590000.0,1250194000.0,1409939000.0,226590000.0,1811139000.0,62430000.0,2263979000.0,21005000.0,217402000.0,238407000.0,1213128000.0,0.0,,,378890000.0,371686000.0,878330000.0,283483000.0,1054611000.0,12507000.0,122031000.0,-52390000.0,504678000.0,2544002000.0,122031000.0,219496000.0,77618000.0,515461000.0,593079000.0,4294000.0,71877000.0,188611000.0,0.0,,477981000.0,932809000.0,60413000.0,72164000.0,51041000.0,5400000.0,150164650.0,7515000.0,5695000.0,506644000.0,126338000.0,498271000.0,12106000.0,159745000.0,954036000.0,,11168000.0,0.0,142747000.0,4000.0,1260577000.0,151060000.0,1811139000.0,932809000.0,40885000.0,3812428000.0,2326600000.0,831486000.0,1811139000.0,2001289000.0,1548449000.0,788161000.0,111460000.0,,895350.0,9658000.0,35431000.0,1050851000.0
