symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,StockBasedCompensation
TIP.MI,2019-12-31,12M,EUR,,,,,,,,,,,-11563000.0,,,,,,,,,,,,,,,,,,-105000.0,,,,-10656000.0,,-105000.0,,-1000.0,,,,,,,,
TIP.MI,2020-12-31,12M,EUR,163485000.0,-20000.0,-14290000.0,-230413000.0,-81167000.0,-10511000.0,-181000.0,-1975000.0,-93834000.0,-230412000.0,-14290000.0,66957000.0,-37031000.0,-897000.0,48000.0,48000.0,-66928000.0,-98711000.0,-86133000.0,-14229000.0,-45588000.0,66957000.0,813000.0,813000.0,-100948000.0,29926000.0,148159.0,1954000.0,-20000.0,-45568000.0,-100135000.0,-100135000.0,17000.0,,,-86113000.0,-1000.0,8495000.0,30000.0,-64156000.0,,-100948000.0,-37031000.0,18588000.0,3539000.0
TIP.MI,2021-12-31,12M,EUR,-66928000.0,-100000.0,-31162000.0,22763000.0,109129000.0,14159000.0,2328000.0,-6689000.0,118927000.0,22762000.0,,0.0,-17202000.0,-12169000.0,49000.0,49000.0,-44167000.0,-98873000.0,98931000.0,-8391000.0,22604000.0,0.0,119626000.0,119626000.0,-164966000.0,-17202000.0,22615237.0,25182000.0,-100000.0,22705000.0,-45340000.0,-45340000.0,3222000.0,-1000.0,-100000.0,99031000.0,-1000.0,10925000.0,39000.0,-331177000.0,-100000.0,-164966000.0,-17202000.0,353882000.0,14981000.0
TIP.MI,2022-12-31,12M,EUR,-44167000.0,-114000.0,-20179000.0,108000.0,25171000.0,394000.0,-1563000.0,4420000.0,28422000.0,108000.0,,0.0,-20683000.0,-968000.0,70000.0,70000.0,-44059000.0,-42721000.0,8443000.0,-9092000.0,34272000.0,0.0,12141000.0,12141000.0,-4907000.0,-20683000.0,134129138.0,137494000.0,,34386000.0,7234000.0,7234000.0,-1000.0,,-114000.0,8557000.0,,-92144000.0,37000.0,-131094000.0,-114000.0,-4907000.0,-20683000.0,165480000.0,4124000.0
TIP.MI,2023-12-31,12M,EUR,-44059000.0,-112000.0,-20380000.0,14935000.0,14132000.0,-592000.0,-1415000.0,-2790000.0,9335000.0,14935000.0,,115000.0,-21695000.0,-832000.0,405000.0,405000.0,-29124000.0,-56605000.0,-15647000.0,-9092000.0,87075000.0,115000.0,100000.0,100000.0,-5653000.0,-21580000.0,85268519.0,89896000.0,,87187000.0,-5553000.0,-5553000.0,,,-112000.0,-15535000.0,,13168000.0,-26000.0,-123800000.0,-112000.0,-5653000.0,-21695000.0,210987000.0,5386000.0
TIP.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,82525562.0,,,,,,,,,,,,,,,,,,
