symbol,asOfDate,periodType,currencyCode,NetIncome
TIP.MI,2023-03-31,3M,EUR,10916770.0
TIP.MI,2023-06-30,3M,EUR,8624650.0
TIP.MI,2023-09-30,3M,EUR,9269896.0
TIP.MI,2023-12-31,3M,EUR,56457203.0
TIP.MI,2024-03-31,3M,EUR,8173813.0
TIP.MI,2024-03-31,TTM,EUR,82525562.0
