symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital
TIP.MI,2022-12-31,3M,EUR,,,,-172809.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,680681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22977553.0,,3983043.0,,,,276050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIP.MI,2023-03-31,3M,EUR,866913.0,321800.0,267036181.0,,793355552.0,167093041.0,0.07,1985794.0,95877237.0,1478496.0,39619715.0,1473057.0,5439.0,95877237.0,1259300443.0,5186470.0,43325319.0,244655.0,69373974.0,69618629.0,84724405.0,92147.0,92147.0,0.0,167093041.0,0.07,10916770.0,12122894.0,12215041.0,1745785455.0,2602158.0,43183.0,9806574.0,9833242.0,,2098913.0,-4859258.0,1182504.0,1991942.0,1991942.0,889466.0,889466.0,1739484256.0,795957710.0,900150130.0,1741139.0,410809839.0,412550978.0,900150130.0,1386872240.0,0.0,0.0,478705317.0,10916770.0,10916770.0,10916770.0,10916770.0,10916770.0,10916770.0,-3439911.0,-3439911.0,2098913.0,1249467201.0,1748092.0,399795.0,12215041.0,10916770.0,92147.0,-4951405.0,327212.0,167093041.0,1407657.0,3817784.0,5060155.0,26668.0,,2098913.0,772642.0,38141219.0,0.0,7853817.0,,10130952.0,5186470.0,92147.0,583370555.0,43183.0,184379301.0,1259300443.0,1249467201.0,0.0,-785818.0,0.24,21001.0,1758723713.0,1670110282.0,482169607.0,1259300443.0,5278617.0,499423270.0,1715398394.0,414698865.0,-4951405.0,2337435.0,327212.0,6986904.0,-1036303.0,-1036303.0,17286260.0,109381141.0,-41399086.0
TIP.MI,2023-06-30,3M,EUR,868758.0,352312.0,266356910.0,-172809.0,789726723.0,,,1901716.0,95877237.0,7994091.0,35019862.0,7988726.0,5365.0,95877237.0,1295977381.0,-2187542.0,37533752.0,160577.0,96254172.0,96414749.0,121190359.0,92232.0,92232.0,,,,8624650.0,11994903.0,12087135.0,1982418814.0,2639835.0,46950.0,9806574.0,9830697.0,525121.0,2010926.0,11426541.0,1103160.0,3361547.0,3361547.0,380552.0,380552.0,1799212762.0,792366558.0,1050770573.0,1741139.0,406981209.0,408722348.0,1050770573.0,1539868922.0,70344413.0,-294876.0,495241290.0,8624650.0,8624650.0,8919526.0,8624650.0,8624650.0,8919526.0,-3035168.0,-3035168.0,2010926.0,1286146684.0,3488000.0,351503.0,14916834.0,10775221.24,12768994.0,-1342453.0,9238999.0,166833036.0,496026.0,1333260.0,5060154.0,24123.0,14997240.0,2010926.0,500000.0,27025771.0,0.0,16038159.0,157191.0,8633356.0,-2187542.0,92232.0,606413935.0,46950.0,184379301.0,1295977381.0,1286146684.0,-679127.76,-286170.0,0.24,62392.0,1900074004.0,1702958590.0,505137097.0,1366321794.0,10581452.0,533752210.0,1862540252.0,412561851.0,-10228715.0,54173.0,9238999.0,172161.0,-2829699.0,-2829699.0,17546265.0,112290282.0,-83656607.0
TIP.MI,2023-09-30,3M,EUR,844874.0,371944.0,266356910.0,,739386251.0,,,1816529.0,95877237.0,6384293.0,30971278.0,6378983.0,5310.0,95877237.0,1225646592.0,17846389.0,33535314.0,75390.0,132337388.0,132412778.0,156760144.0,92612.0,92612.0,0.0,,,9269896.0,13869564.0,13962176.0,1865786080.0,2677927.0,55570.0,9806574.0,9828151.0,,1929125.0,-17050022.0,1229368.0,3707042.0,3707042.0,319675.0,319675.0,1765139374.0,742064178.0,1064823546.0,1741139.0,407155394.0,408896533.0,1064823546.0,1395668845.0,64861784.0,-206460.0,533108489.0,9269896.0,9269896.0,9476356.0,9269896.0,9269896.0,9476356.0,-3563628.0,-3563628.0,1929125.0,1215818441.0,3467485.0,363502.0,13936412.0,9245871.566303,-12481630.0,-4568392.0,796367.0,166160992.0,413268.0,13274592.0,5060153.0,21577.0,6132500.0,1929125.0,500000.0,24586985.0,0.0,7072943.0,,10162522.0,17846389.0,92612.0,616038241.0,55570.0,184379301.0,1225646592.0,1215818441.0,1739.566303,686166.0,0.067519,49456.0,1859996040.0,1632801986.0,541309311.0,1290508376.0,5364759.0,569487664.0,1826460726.0,412727520.0,-4869272.0,176261.0,796367.0,95569.0,25764.0,25764.0,18218309.0,118208386.0,-123224830.0
TIP.MI,2023-12-31,3M,EUR,541304.0,442349.0,,-172809.0,796507244.0,,,1841228.0,95877237.0,4881620.0,30425815.0,4876904.0,4716.0,95877237.0,1371194940.0,-14710478.0,39735770.0,334354.0,353029129.0,353363483.0,379639269.0,127873.0,127873.0,,,,56457203.0,63633241.0,63761114.0,2052616088.0,2312192.0,-38657.0,9806574.0,9825606.0,615158.0,1904761.0,14286957.0,1066040.0,3484318.0,3484318.0,1261595.0,1261595.0,1817111371.0,798819436.0,1062634470.0,1506874.0,92887302.0,94394176.0,1062634470.0,1542278055.0,68633703.0,-4126510.0,441034811.0,56457203.0,56457203.0,60583713.0,56457203.0,56457203.0,60583713.0,-7017169.0,-7017169.0,1904761.0,1361369334.0,4037989.0,356617.0,11120154.0,16450073.4,30432224.0,-16145267.0,-423521.0,165706350.0,320219.0,932831.0,,19032.0,24725408.0,1904761.0,7395245.0,25544195.0,0.0,25342955.0,,60148923.0,-14710478.0,127873.0,691556414.0,-38657.0,184379301.0,1371194940.0,1361369334.0,12633830.4,-434790.0,0.24,86102.0,1918256694.0,1464082242.0,447757659.0,1439828643.0,15721746.0,478428051.0,1878520924.0,98788782.0,-15339338.0,4794446.0,-423521.0,76243.0,52640960.0,52640960.0,18672951.0,,-339903499.0
TIP.MI,2024-03-31,3M,EUR,697748.0,324459.0,264964250.0,,795322161.0,165677658.0,0.05,1757526.0,95877237.0,12021076.0,38156306.0,12016417.0,4659.0,95877237.0,1410753561.0,5953395.0,39861860.0,250652.0,322622829.0,322873481.0,354936237.0,98898.0,98898.0,,165677658.0,0.05,8173813.0,9852667.0,9951565.0,1710807441.0,2312192.0,58400.0,9806574.0,9824020.0,,1815196.0,-4068028.0,851672.0,2630959.0,2630959.0,222028.0,222028.0,1826290626.0,797634353.0,1078310670.0,1506874.0,92914236.0,94421110.0,1078310670.0,1646504726.0,68497052.0,133740.0,403515989.0,8173813.0,8173813.0,8040073.0,8173813.0,8173813.0,8040073.0,-2415818.0,-2415818.0,1815196.0,1400929541.0,3809433.0,366724.0,10165933.0,8302433.8,1915335.0,-5983363.0,1885367.0,165677658.0,449115.0,23625151.0,5060152.0,17446.0,,1815196.0,,26135230.0,0.0,8437605.0,,7221708.0,5953395.0,98898.0,721103669.0,58400.0,184379301.0,1410753561.0,1400929541.0,-85747.2,-818365.0,0.4,80308.0,1932784117.0,1503667797.0,417294591.0,1479250613.0,7868730.0,453533504.0,1892922257.0,98597267.0,-7477799.0,6887.0,1885367.0,7739857.0,-214368.0,-214368.0,18701643.0,123160836.0,-315074377.0
