asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,-11563000.0,,,,,,,,,,,,,,,3709973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105000.0,,,,,,-10656000.0,,,-105000.0,,,,,,,,,,,-1000.0,,,,,1881550.0,,,,556513.0,,,,,,204047.0,,,,,,0.0,0.0,,,,,,,3429524.0,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,528409.0,1449106.0,-167809.0,880159540.0,168247500.0,0.001,163485000.0,-20000.0,2627341.0,95877237.0,3250495.0,183110226.0,-14290000.0,3245830.0,4665.0,-230413000.0,-81167000.0,-10511000.0,-181000.0,-1975000.0,-93834000.0,-230412000.0,95877237.0,-14290000.0,960180729.0,66957000.0,-37031000.0,4105933.0,192541808.0,321574.0,70178915.0,321574.0,80827237.0,-897000.0,48000.0,48000.0,344956.0,344956.0,285846.0,168247500.0,0.001,148159.0,10224799.0,10569755.0,-66928000.0,1490983921.0,2883243.0,-98711000.0,-86133000.0,120574.0,9806574.0,9823857.0,1616915.0,2696481.0,4025787.0,5559926.0,9167170.0,9167170.0,20981020.0,20981020.0,-14229000.0,1411583809.0,-45588000.0,883042783.0,526156105.0,66957000.0,813000.0,2305767.0,451403080.0,453708847.0,813000.0,-100948000.0,526156105.0,1159225275.0,109534852.0,-1806250.0,29926000.0,448152585.0,148159.0,148159.0,1954409.0,148159.0,148159.0,1954000.0,1954409.0,-20000.0,2979618.0,-45568000.0,-100135000.0,-100135000.0,2979618.0,17000.0,,2696481.0,,950356872.0,13272362.0,362309.0,10569755.0,148159.0,-86113000.0,11395674.0,-7369887.0,8131720.0,168247500.0,-1000.0,111058.0,1934448.0,17283.0,8495000.0,940775.0,62734.0,7227206.0,2696481.0,15651.0,179859731.0,,0.0,7875852.0,30000.0,156152.0,1057629.0,-64156000.0,,4105933.0,48000.0,,,-100948000.0,-37031000.0,387123070.0,18588000.0,120574.0,184379301.0,,3539000.0,960180729.0,950356872.0,0.0,-896780.0,0.24,2295841.0,1618172182.0,1411583809.0,454030421.0,1069715581.0,15501607.0,548456601.0,1425630374.0,467629364.0,-11099368.0,8834232.0,8131720.0,120237.0,14773646.0,14773646.0,16131801.0,111714571.0
2021-12-31,12M,EUR,504139.0,779572.0,-167809.0,812911586.0,168260700.0,0.13,-66928000.0,-100000.0,2343426.0,95877237.0,3030321.0,75497635.0,-31162000.0,3026071.0,4250.0,22763000.0,109129000.0,14159000.0,2328000.0,-6689000.0,118927000.0,22762000.0,95877237.0,,1219786250.0,0.0,-17202000.0,8698585.0,84725612.0,321574.0,51239312.0,321574.0,79517546.0,-12169000.0,49000.0,49000.0,345125.0,345125.0,5161953.0,168260700.0,0.13,22615237.0,23584362.0,23929487.0,-44167000.0,1963872840.0,2571382.0,-98873000.0,98931000.0,134703.0,9806574.0,9814249.0,947381.0,2460927.0,7439597.0,7062360.0,7726747.0,7726747.0,14273010.0,14273010.0,-8391000.0,1622946761.0,22604000.0,815482968.0,832259524.0,0.0,119626000.0,2021852.0,403160511.0,405182363.0,119626000.0,-164966000.0,832259524.0,1670828751.0,39335772.0,-2566997.0,-17202000.0,400130190.0,22615237.0,22615237.0,25182234.0,22615237.0,22615237.0,25182000.0,25182234.0,-100000.0,-5359045.0,22705000.0,-45340000.0,-45340000.0,-5359045.0,3222000.0,-1000.0,2460927.0,-100000.0,1209972001.0,4398600.0,410631.0,23929487.0,22615237.0,99031000.0,45124940.0,-37685343.0,16138182.0,168260700.0,-1000.0,213902.0,1037171.0,7675.0,10925000.0,,74563.0,22493457.0,2460927.0,,72467314.0,,0.0,25462266.0,39000.0,275464.0,15857615.0,-331177000.0,-100000.0,8698585.0,49000.0,,,-164966000.0,-17202000.0,456790825.0,353882000.0,134703.0,184379301.0,,14981000.0,1219786250.0,1209972001.0,0.0,-9324619.0,0.24,1172143.0,1753793115.0,1622946761.0,405503937.0,1259122022.0,53823525.0,494671093.0,1669067503.0,415153547.0,-47471265.0,11905308.0,16138182.0,2464670.0,2189858.0,2189858.0,16118601.0,5208066.0
2022-12-31,12M,EUR,698118.0,507872.0,-172809.0,717540969.0,167114393.0,0.8,-44167000.0,-114000.0,2062713.0,95877237.0,10210259.0,50346603.0,-20179000.0,10204318.0,5941.0,108000.0,25171000.0,394000.0,-1563000.0,4420000.0,28422000.0,108000.0,95877237.0,,1170427130.0,0.0,-20683000.0,5764075.0,56619932.0,321574.0,59667214.0,321574.0,88168565.0,-968000.0,70000.0,70000.0,366445.0,366445.0,0.0,167114393.0,0.8,134129138.0,144534992.0,144901437.0,-44059000.0,1580465173.0,0.0,-42721000.0,8443000.0,144585.0,9806574.0,9835788.0,680681.0,2187268.0,4227357.0,1566000.0,7974443.0,7974443.0,4992720.0,4992720.0,-9092000.0,1581068415.0,34272000.0,717540969.0,882678639.0,0.0,12141000.0,1741139.0,410641285.0,412382424.0,12141000.0,-4907000.0,882678639.0,1221551958.0,0.0,-3365181.0,-20683000.0,400431026.0,134129138.0,134129138.0,137494318.0,134129138.0,134129138.0,137494000.0,137494318.0,,-8454484.0,34386000.0,7234000.0,7234000.0,-8454484.0,-1000.0,,2187268.0,-114000.0,1160591342.0,1670788.0,389073.0,44709322.0,57983130.6,8557000.0,27886932.0,-23659575.0,9991432.0,167114393.0,,200213.0,926972.0,29214.0,-92144000.0,,81542.0,22977553.0,2187268.0,3983043.0,40136344.0,-100192115.0,0.0,24383524.0,37000.0,276050.0,136560549.0,-131094000.0,-114000.0,5764075.0,70000.0,,,-4907000.0,-20683000.0,563820238.0,165480000.0,144585.0,184379301.0,100192115.0,4124000.0,1170427130.0,1160591342.0,24046107.6,-933769.0,0.24,16201.0,1673037980.0,1581068415.0,412703998.0,1170427130.0,33651007.0,502610850.0,1616418048.0,414442285.0,-31782689.0,5472761.0,9991432.0,707853.0,100192115.0,100192115.0,17264908.0,-31548633.0
2023-12-31,12M,EUR,541304.0,442349.0,-172809.0,796507244.0,165706350.0,0.51,-44059000.0,-112000.0,1841228.0,95877237.0,4881620.0,30425815.0,-20380000.0,4876904.0,4716.0,14935000.0,14132000.0,-592000.0,-1415000.0,-2790000.0,9335000.0,14935000.0,95877237.0,,1371194940.0,115000.0,-21695000.0,6091656.0,39735770.0,334354.0,353029129.0,353363483.0,379639269.0,-832000.0,405000.0,405000.0,404864.0,404864.0,,165706350.0,0.51,85268519.0,102465095.0,102870095.0,-29124000.0,2052616088.0,2312192.0,-56605000.0,-15647000.0,107046.0,9806574.0,9825606.0,615158.0,1904761.0,3847401.0,1066040.0,13389342.0,13389342.0,2361044.0,2361044.0,-9092000.0,1817111371.0,87075000.0,798819436.0,1062634470.0,115000.0,100000.0,1506874.0,92887302.0,94394176.0,100000.0,-5653000.0,1062634470.0,1542278055.0,68633703.0,-4627846.0,-21580000.0,441034811.0,85268519.0,85268519.0,89896365.0,85268519.0,85268519.0,89896000.0,89896365.0,,-16019573.0,87187000.0,-5553000.0,-5553000.0,-16019573.0,,,1904761.0,-112000.0,1361369334.0,4037989.0,356617.0,54069373.0,48179970.28,-15535000.0,30854918.0,-27007517.0,9939057.0,165706350.0,,320219.0,932831.0,19032.0,13168000.0,,71617.0,24725408.0,1904761.0,7395245.0,25544195.0,-49762129.0,0.0,25342955.0,-26000.0,,89075753.0,-123800000.0,-112000.0,6091656.0,405000.0,,,-5653000.0,-21695000.0,691556414.0,210987000.0,107046.0,184379301.0,49762129.0,5386000.0,1371194940.0,1361369334.0,11712173.28,-820612.0,0.24,86102.0,1918256694.0,1464082242.0,447757659.0,1439828643.0,36946574.0,478428051.0,1878520924.0,98788782.0,-35388730.0,4991275.0,9939057.0,76243.0,48800722.0,48800722.0,18672951.0,-339903499.0
