symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
SIT.MI,2019-12-31,12M,EUR,,,-6969000.0,,,,-1464000.0,,,,,-6969000.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,13000.0,,
SIT.MI,2020-12-31,12M,EUR,34065000.0,-14711000.0,-3476000.0,8263000.0,-2876000.0,-133000.0,,-1554000.0,-6051000.0,-10614000.0,10172000.0,,0.0,-775000.0,2766000.0,24006000.0,24006000.0,-1909000.0,42328000.0,23955000.0,12570000.0,-3024000.0,-41064000.0,0.0,55500000.0,55500000.0,-22416000.0,-27742000.0,-775000.0,13225000.0,13225000.0,-660000.0,654000.0,33230000.0,33084000.0,-2000000.0,-13316000.0,146000.0,27281000.0,4213000.0,-685000.0,-626000.0,-14026000.0,-22416000.0,-775000.0,25000.0,1280000.0,710000.0,-6315000.0
SIT.MI,2021-12-31,12M,EUR,42328000.0,-26926000.0,-6890000.0,4339000.0,-13036000.0,2790000.0,,7890000.0,9910000.0,7554000.0,4295000.0,,10000.0,-3922000.0,3462000.0,26885000.0,26885000.0,44000.0,46667000.0,-22903000.0,26330000.0,-3566000.0,-26058000.0,10000.0,133482000.0,133482000.0,-139060000.0,-72000.0,-3912000.0,8243000.0,8243000.0,-4216000.0,591000.0,-5776000.0,-5578000.0,-2759000.0,-22361000.0,-198000.0,53256000.0,13587000.0,-4225000.0,-35000.0,-22701000.0,-139060000.0,-3922000.0,9000.0,626000.0,340000.0,-6475000.0
SIT.MI,2022-12-31,12M,EUR,46667000.0,-26809000.0,-7299000.0,-23132000.0,-19730000.0,1185000.0,,-675000.0,-6715000.0,-25935000.0,-23989000.0,,0.0,-599000.0,2356000.0,27652000.0,27652000.0,857000.0,23535000.0,-7394000.0,-13071000.0,-3275000.0,-30333000.0,0.0,25000000.0,25000000.0,-21000000.0,0.0,-599000.0,11213000.0,11213000.0,-1986000.0,-3859000.0,6756000.0,4000000.0,-2977000.0,-24488000.0,2756000.0,13738000.0,5151000.0,-1986000.0,-3859000.0,-24823000.0,-21000000.0,-599000.0,0.0,,335000.0,-6699000.0
SIT.MI,2023-12-31,12M,EUR,23535000.0,-22360000.0,,-14835000.0,9399000.0,-10516000.0,,-15129000.0,951000.0,-15295000.0,-13996000.0,,,0.0,-7912000.0,46896000.0,46896000.0,-839000.0,8700000.0,927000.0,-14258000.0,-7108000.0,-23025000.0,,10181000.0,10181000.0,-14874000.0,,0.0,-23388000.0,-23388000.0,-4221000.0,-1093000.0,11216000.0,-4693000.0,-3181000.0,-17711000.0,15909000.0,8102000.0,11876000.0,-4230000.0,-1093000.0,-18130000.0,-14874000.0,0.0,9000.0,,419000.0,-4075000.0
SIT.MI,2023-12-31,TTM,EUR,23535000.0,-22360000.0,,-14835000.0,9399000.0,-10516000.0,,-15129000.0,951000.0,-15295000.0,-13996000.0,,,0.0,-7912000.0,46896000.0,46896000.0,-839000.0,8700000.0,927000.0,-14258000.0,-7108000.0,-23025000.0,,10181000.0,10181000.0,-14874000.0,,0.0,-23388000.0,-23388000.0,-4221000.0,-1093000.0,11216000.0,-4693000.0,-3181000.0,-17711000.0,15909000.0,8102000.0,11876000.0,-4230000.0,-1093000.0,-18130000.0,-14874000.0,0.0,9000.0,,419000.0,-4075000.0
