symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
SIT.MI,2019-12-31,12M,EUR,,,,10360000.0,-632000.0,,,,,,23000.0,,,,,,,,,661000.0,,,,,,57808000.0,,23000.0,,,,54000.0,54000.0,,,,,,,,,,,,,,,5373000.0,,,-1000.0,-2853000.0,,-1000.0,,,,,,,2930000.0,,,,,,,,,,,,,,,,,,,,1437000.0,,
SIT.MI,2020-12-31,12M,EUR,74466000.0,65365000.0,-227731000.0,10360000.0,-2180000.0,15736000.0,96152000.0,42328000.0,42328000.0,42302000.0,26000.0,96152000.0,153221000.0,14134000.0,183395000.0,2319000.0,46533000.0,48852000.0,145111000.0,266000.0,,0.0,15247000.0,87946000.0,154125000.0,67545000.0,317960000.0,32000.0,56412000.0,291488000.0,,326000.0,,53526000.0,13417000.0,91734000.0,105151000.0,326000.0,4990000.0,141571000.0,0.0,95939000.0,90229000.0,-904000.0,4861000.0,17546000.0,6095000.0,282000.0,24690741.0,,-3000.0,-1567000.0,66179000.0,-2000.0,36000.0,12140000.0,108729000.0,2069000.0,,92502000.0,,884000.0,0.0,31329000.0,1000000.0,22511000.0,25007465.0,153221000.0,-904000.0,15305000.0,435216000.0,244955000.0,154003000.0,153221000.0,281995000.0,251821000.0,136884000.0,5896000.0,2800000.0,316724.0,2212000.0,9836000.0,38284000.0
SIT.MI,2021-12-31,12M,EUR,84657000.0,56052000.0,-240523000.0,10360000.0,-2182000.0,15919000.0,96162000.0,46667000.0,46667000.0,46635000.0,32000.0,96162000.0,153676000.0,18932000.0,192079000.0,2800000.0,19790000.0,22590000.0,140688000.0,0.0,0.0,321000.0,16369000.0,87946000.0,149557000.0,58234000.0,338559000.0,27000.0,70087000.0,287444000.0,,,,56074000.0,13119000.0,113978000.0,127097000.0,325000.0,4941000.0,148324000.0,0.0,87101000.0,98036000.0,4119000.0,7897000.0,15743000.0,5762000.0,318000.0,24380762.0,1000.0,-2000.0,230000.0,61611000.0,3000.0,61000.0,14005000.0,115229000.0,3557000.0,,106456000.0,,1849000.0,0.0,37902000.0,500000.0,23504000.0,25110209.0,153676000.0,4119000.0,13339000.0,450036000.0,267654000.0,149687000.0,153676000.0,296360000.0,257957000.0,155672000.0,7794000.0,2068000.0,729447.0,6134000.0,15816000.0,51391000.0
SIT.MI,2022-12-31,12M,EUR,81400000.0,63800000.0,-258735000.0,10360000.0,-2267000.0,14906000.0,96162000.0,23535000.0,23535000.0,23517000.0,18000.0,96162000.0,165495000.0,29115000.0,199833000.0,2859000.0,23551000.0,23551000.0,134504000.0,,2000.0,3361000.0,20938000.0,87946000.0,143222000.0,66067000.0,364840000.0,2319000.0,91352000.0,267014000.0,5186000.0,,,57235000.0,12047000.0,77968000.0,77968000.0,630000.0,13844000.0,155845000.0,0.0,77984000.0,106103000.0,22273000.0,10492000.0,15005000.0,5093000.0,325000.0,24309800.0,18866000.0,23113000.0,,55276000.0,-3000.0,4000.0,14078000.0,122645000.0,4715000.0,,82605000.0,,5587000.0,0.0,52549000.0,500000.0,11213000.0,25110209.0,165495000.0,22273000.0,2280000.0,465466000.0,243463000.0,101519000.0,165495000.0,299971000.0,265633000.0,165467000.0,1205000.0,1986000.0,800409.0,6733000.0,17204000.0,65329000.0
SIT.MI,2023-12-31,12M,EUR,66915000.0,63458000.0,-271906000.0,,,13509000.0,96162000.0,8700000.0,15330000.0,8700000.0,,96162000.0,143124000.0,34891000.0,180119000.0,2977000.0,50878000.0,53855000.0,148733000.0,0.0,0.0,,15362000.0,70946000.0,121727000.0,,377176000.0,,83297000.0,291789000.0,2533000.0,,,56070000.0,10532000.0,97787000.0,108319000.0,657000.0,10513000.0,160159000.0,0.0,139965000.0,105270000.0,21397000.0,18874000.0,12094000.0,5096000.0,,24309800.0,1000.0,,,50781000.0,,5000.0,20576000.0,126056000.0,4297000.0,6630000.0,92160000.0,,1039000.0,0.0,49700000.0,,-23388000.0,25110209.0,143124000.0,21397000.0,12697000.0,429181000.0,240911000.0,162174000.0,143124000.0,286057000.0,249061000.0,137324000.0,4669000.0,1297000.0,800409.0,,18235000.0,31386000.0
