asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2022-12-31,3M,EUR,30003000.0,13130000.0,-125664000.0,1479000.0,-5111000.0,60000.0,50322000.0,49116000.0,23113000.0,23130000.0,22982000.0,131000.0,49116000.0,25643000.0,139647000.0,6425000.0,13978000.0,20403000.0,76000.0,82917000.0,735000.0,0.0,96848000.0,239000.0,18241000.0,186693000.0,96848000.0,126976000.0,115465000.0,0.0,43897000.0,87355000.0,131252000.0,10796000.0,8715000.0,49521000.0,60854000.0,78220000.0,61028000.0,25404000.0,1353000.0,1590000.0,16779000.0,4446000.0,111297716.0,,1600000.0,24650000.0,69000.0,9570000.0,19574000.0,4142000.0,17000.0,56823000.0,903000.0,167000.0,117598000.0,1224000.0,13693000.0,123612844.0,25643000.0,25404000.0,1006000.0,335023000.0,112998000.0,151655000.0,86497000.0,248526000.0,195376000.0,165609000.0,17250000.0,2260000.0,12315128.0,9641000.0,56730000.0
2023-06-30,3M,EUR,26977000.0,9257000.0,-128333000.0,1479000.0,-5056000.0,60000.0,44502000.0,49116000.0,3896000.0,3913000.0,3729000.0,167000.0,49116000.0,25668000.0,139133000.0,6109000.0,17816000.0,23925000.0,,81268000.0,517000.0,0.0,96766000.0,185000.0,14313000.0,188835000.0,96766000.0,128406000.0,109836000.0,0.0,38393000.0,84922000.0,123315000.0,7946000.0,8915000.0,49546000.0,60752000.0,98842000.0,60502000.0,25483000.0,1354000.0,1101000.0,16593000.0,4380000.0,111297716.0,-1000.0,1600000.0,,26000.0,10044000.0,19652000.0,4289000.0,17000.0,51384000.0,933000.0,104000.0,119637000.0,24000000.0,911000.0,123612844.0,25668000.0,25483000.0,805000.0,324890000.0,110590000.0,147240000.0,86420000.0,238470000.0,185757000.0,157202000.0,14363000.0,2102000.0,12315128.0,9641000.0,57865000.0
2023-12-31,3M,EUR,28100000.0,11399000.0,-124973000.0,1479000.0,-5033000.0,,42971000.0,49116000.0,14339000.0,14356000.0,14161000.0,178000.0,49116000.0,28375000.0,132077000.0,7170000.0,21397000.0,28567000.0,45000.0,76077000.0,902000.0,0.0,97672000.0,214000.0,16432000.0,180525000.0,97672000.0,125696000.0,109455000.0,0.0,35801000.0,75924000.0,111725000.0,8222000.0,10818000.0,43617000.0,59777000.0,82982000.0,55551000.0,28161000.0,1381000.0,1715000.0,16372000.0,4512000.0,111297716.0,,1600000.0,,7000.0,9427000.0,19885000.0,3664000.0,17000.0,41610000.0,,115000.0,117023000.0,4121000.0,3115000.0,123612844.0,28375000.0,28161000.0,750000.0,312527000.0,104299000.0,140292000.0,88152000.0,224375000.0,180450000.0,148298000.0,4083000.0,2581000.0,12315128.0,9641000.0,56000000.0
