symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestmentProperties,TaxesRefundPaid
B.MI,2019-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25388000.0,,,,,,,,,,
B.MI,2019-12-31,12M,EUR,,,,-3502000.0,,,,,,,,,,-466000.0,,,,,,,,,-3003000.0,,0.0,,,,,,-466000.0,,,7240000.0,,,,-1023000.0,388000.0,,,,,,-466000.0,7240000.0,
B.MI,2020-12-31,12M,EUR,62000.0,18645000.0,-1592000.0,,,-9107000.0,-29934000.0,-3431000.0,4571000.0,-28794000.0,-9107000.0,,0.0,-262000.0,-686000.0,8373000.0,8435000.0,,9538000.0,26558000.0,-38709000.0,,-2317000.0,-6397000.0,,1452000.0,0.0,,,,-262000.0,-9834000.0,-15798000.0,3150000.0,-6000.0,,,26820000.0,-100000.0,-1592000.0,-37117000.0,6912000.0,1573000.0,,-262000.0,3150000.0,-322000.0
B.MI,2021-12-31,12M,EUR,65000.0,9538000.0,-1202000.0,,,5062000.0,-38075000.0,-21400000.0,6362000.0,-53113000.0,5062000.0,,855000.0,0.0,-2417000.0,8239000.0,8304000.0,0.0,14600000.0,54190000.0,-51718000.0,,1024000.0,-7160000.0,,1388000.0,855000.0,,,,855000.0,2452000.0,-2380000.0,2711000.0,0.0,,,55005000.0,-121000.0,-1202000.0,-50516000.0,6298000.0,520000.0,,0.0,2711000.0,-387000.0
B.MI,2022-12-31,12M,EUR,64000.0,14600000.0,-1725000.0,,,9737000.0,139148000.0,7826000.0,-6301000.0,140673000.0,9737000.0,0.0,0.0,,10250000.0,8391000.0,8455000.0,16000.0,24337000.0,-149266000.0,182697000.0,,0.0,-7452000.0,,-25419000.0,0.0,4748000.0,4748000.0,-151759000.0,0.0,13809000.0,28229000.0,0.0,-23710000.0,-147011000.0,-147011000.0,-147011000.0,-110000.0,-1725000.0,184422000.0,6266000.0,191000.0,-151759000.0,,0.0,-535000.0
B.MI,2023-12-31,12M,EUR,90000.0,24337000.0,-2635000.0,,-1002000.0,-5877000.0,375000.0,691000.0,-2892000.0,-1826000.0,-5877000.0,-1002000.0,,,1479000.0,8305000.0,8395000.0,819000.0,18460000.0,-8815000.0,-6867000.0,-2748000.0,,-6948000.0,,7170000.0,,9925000.0,9925000.0,-12732000.0,,3671000.0,2784000.0,,8986000.0,-2807000.0,-2807000.0,,,-2635000.0,-4232000.0,7831000.0,2144000.0,-12732000.0,,,-11382000.0
B.MI,2023-12-31,TTM,EUR,90000.0,24337000.0,-2635000.0,,-1002000.0,-5877000.0,375000.0,691000.0,-2892000.0,-1826000.0,-5877000.0,-1002000.0,,,1479000.0,8305000.0,8395000.0,819000.0,18460000.0,-8815000.0,-6867000.0,-2748000.0,,-6948000.0,,7170000.0,,9925000.0,9925000.0,-12732000.0,,3671000.0,2784000.0,,8986000.0,-2807000.0,-2807000.0,,,-2635000.0,-4232000.0,7831000.0,2144000.0,-12732000.0,,,-11382000.0
