symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
B.MI,2019-12-31,12M,EUR,,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,-43927000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000.0,,,,,,,,,,,,,,,,,,,,
B.MI,2020-12-31,12M,EUR,33413000.0,8211000.0,-120186000.0,1479000.0,-5939000.0,60000.0,44481000.0,49116000.0,9538000.0,9555000.0,9456000.0,82000.0,49116000.0,5192000.0,197122000.0,3612000.0,32953000.0,36565000.0,,88974000.0,8092000.0,12000.0,173107000.0,225000.0,14150000.0,189611000.0,,173107000.0,200061000.0,119571000.0,0.0,40869000.0,161916000.0,202785000.0,129000.0,9897000.0,50259000.0,45289000.0,185331000.0,69425000.0,4967000.0,1626000.0,3681000.0,19292000.0,4760000.0,110273264.0,2270000.0,,17498000.0,14927000.0,18797000.0,2844000.0,17000.0,52409000.0,775000.0,73000.0,120555000.0,,-13285000.0,123612844.0,5192000.0,4967000.0,3332000.0,393687000.0,167108000.0,239350000.0,50481000.0,343206000.0,196565000.0,254232000.0,4069000.0,7646000.0,13339580.0,10496000.0,108148000.0
B.MI,2021-12-31,12M,EUR,36381000.0,8931000.0,-123186000.0,1479000.0,-5817000.0,60000.0,47746000.0,49116000.0,14600000.0,14617000.0,14487000.0,113000.0,49116000.0,9495000.0,257662000.0,5187000.0,16715000.0,21902000.0,,78318000.0,5550000.0,11000.0,210120000.0,249000.0,14748000.0,188437000.0,,210120000.0,257253000.0,113739000.0,0.0,42559000.0,231043000.0,273602000.0,142000.0,9562000.0,49958000.0,40069000.0,233158000.0,65251000.0,9246000.0,1532000.0,3552000.0,15729000.0,4982000.0,111297716.0,1600000.0,,4445000.0,9885000.0,18975000.0,16046000.0,17000.0,51219000.0,769000.0,116000.0,119504000.0,,-3000.0,123612844.0,9495000.0,9246000.0,7832000.0,445981000.0,240538000.0,295504000.0,49564000.0,396417000.0,188319000.0,318099000.0,4953000.0,2697000.0,12315128.0,9641000.0,179344000.0
B.MI,2022-12-31,12M,EUR,30003000.0,13130000.0,-125664000.0,1479000.0,-5111000.0,60000.0,50322000.0,49116000.0,23113000.0,23130000.0,22982000.0,131000.0,49116000.0,25643000.0,139647000.0,6425000.0,13978000.0,20403000.0,76000.0,82917000.0,735000.0,0.0,96848000.0,239000.0,18241000.0,186693000.0,,96848000.0,126976000.0,115465000.0,0.0,43897000.0,87355000.0,131252000.0,10796000.0,8715000.0,49521000.0,60854000.0,78220000.0,61028000.0,25404000.0,1353000.0,1590000.0,16779000.0,4446000.0,111297716.0,1600000.0,24650000.0,69000.0,9570000.0,19574000.0,4142000.0,17000.0,56823000.0,903000.0,167000.0,117598000.0,1224000.0,13693000.0,123612844.0,25643000.0,25404000.0,1006000.0,335023000.0,112998000.0,151655000.0,86497000.0,248526000.0,195376000.0,165609000.0,17250000.0,2260000.0,12315128.0,9641000.0,56730000.0
B.MI,2023-12-31,12M,EUR,28100000.0,11399000.0,-124973000.0,1479000.0,-5033000.0,,42971000.0,49116000.0,14339000.0,14356000.0,14161000.0,178000.0,49116000.0,28375000.0,132077000.0,7170000.0,21397000.0,28567000.0,45000.0,76077000.0,902000.0,0.0,97672000.0,214000.0,16432000.0,180525000.0,,97672000.0,125696000.0,109455000.0,0.0,35801000.0,75924000.0,111725000.0,8222000.0,10818000.0,43617000.0,59777000.0,82982000.0,55551000.0,28161000.0,1381000.0,1715000.0,16372000.0,4512000.0,111297716.0,1600000.0,,7000.0,9427000.0,19885000.0,3664000.0,17000.0,41610000.0,,115000.0,117023000.0,4121000.0,3115000.0,123612844.0,28375000.0,28161000.0,750000.0,312527000.0,104299000.0,140292000.0,88152000.0,224375000.0,180450000.0,148298000.0,4083000.0,2581000.0,12315128.0,9641000.0,56000000.0
