symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
MARR.MI,2019-12-31,12M,EUR,,,,,,,,,,,181620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,2426000.0,,,,,,,,,,,,,,,,,
MARR.MI,2020-12-31,12M,EUR,234579000.0,283150000.0,-106780000.0,63348000.0,-42593000.0,69094000.0,53462000.0,33263000.0,251491000.0,251491000.0,247858000.0,251491000.0,33263000.0,338112000.0,15662000.0,721527000.0,8528000.0,167462000.0,175990000.0,424287000.0,49000.0,1818000.0,133341000.0,13000.0,151068000.0,153489000.0,325743000.0,234146000.0,0.0,-1368000.0,134581000.0,736640000.0,300000.0,1828000.0,80450000.0,44934000.0,231066000.0,276000000.0,2128000.0,7099000.0,41598000.0,147037000.0,127366000.0,184623000.0,308000.0,0.0,1000.0,7275000.0,0.0,66525120.0,832000.0,1475000.0,2421000.0,2608000.0,1560000.0,1518000.0,27342000.0,44717000.0,237889000.0,1457000.0,1311000.0,0.0,2608000.0,18339000.0,66525120.0,338112000.0,184623000.0,6277000.0,1054691000.0,569178000.0,451990000.0,338112000.0,716579000.0,333165000.0,292292000.0,1792000.0,,,,297240000.0
MARR.MI,2021-12-31,12M,EUR,359813000.0,313615000.0,-119391000.0,63348000.0,-42833000.0,97970000.0,74792000.0,33263000.0,249994000.0,249994000.0,243489000.0,249994000.0,33263000.0,349507000.0,2821000.0,805079000.0,10074000.0,100088000.0,110162000.0,500827000.0,0.0,0.0,198109000.0,13000.0,160382000.0,163392000.0,356448000.0,271007000.0,0.0,-1368000.0,199852000.0,668925000.0,175000.0,1828000.0,94520000.0,64718000.0,219330000.0,284048000.0,2003000.0,6994000.0,44924000.0,69424000.0,151616000.0,186115000.0,382000.0,0.0,143000.0,8556000.0,,66525120.0,985000.0,1477000.0,3010000.0,3111000.0,2148000.0,4349000.0,30772000.0,7286000.0,378926000.0,2144000.0,28098000.0,0.0,3111000.0,53411000.0,66525120.0,349507000.0,186115000.0,6234000.0,1152605000.0,568837000.0,394210000.0,349507000.0,803098000.0,347527000.0,302271000.0,14764000.0,,,,304252000.0
MARR.MI,2022-12-31,12M,EUR,365359000.0,348718000.0,-134193000.0,63348000.0,-43960000.0,112120000.0,79249000.0,33263000.0,191664000.0,191664000.0,176406000.0,191664000.0,33263000.0,341457000.0,7677000.0,808214000.0,10813000.0,116548000.0,127361000.0,513247000.0,0.0,1015000.0,206950000.0,13000.0,167010000.0,170377000.0,392678000.0,293460000.0,7000.0,-1368000.0,209913000.0,677648000.0,178000.0,1828000.0,94081000.0,68436000.0,219643000.0,288079000.0,2006000.0,6566000.0,47538000.0,144527000.0,159267000.0,171080000.0,591000.0,,1655000.0,7207000.0,,66137660.0,865000.0,1475000.0,3367000.0,4331000.0,3160000.0,5367000.0,32044000.0,15188000.0,373201000.0,2379000.0,35440000.0,0.0,4331000.0,48031000.0,66525120.0,341457000.0,171080000.0,7284000.0,1162462000.0,561100000.0,415440000.0,341457000.0,821005000.0,354248000.0,307758000.0,2475000.0,500000.0,387460.0,4682000.0,294967000.0
MARR.MI,2023-12-31,12M,EUR,350223000.0,345093000.0,-152645000.0,63348000.0,-44406000.0,124275000.0,81642000.0,33263000.0,223406000.0,223406000.0,,223406000.0,33263000.0,355473000.0,23962000.0,833503000.0,11826000.0,115460000.0,127286000.0,509517000.0,68000.0,126000.0,199863000.0,13000.0,167010000.0,170392000.0,389499000.0,331763000.0,2000.0,-1368000.0,203370000.0,728369000.0,178000.0,1828000.0,95793000.0,69816000.0,257436000.0,327252000.0,2006000.0,6555000.0,52965000.0,149490000.0,179118000.0,185081000.0,393000.0,,1110000.0,6672000.0,,65297560.0,996000.0,1475000.0,3382000.0,4875000.0,4700000.0,5758000.0,34768000.0,15197000.0,368391000.0,2852000.0,32522000.0,0.0,,69755000.0,66525120.0,355473000.0,185081000.0,13913000.0,1211740000.0,612909000.0,454538000.0,355473000.0,856267000.0,378237000.0,346750000.0,12410000.0,,1227560.0,11954000.0,323986000.0
