symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfPPE
ANIM.MI,2022-12-31,3M,EUR,,,0.0,,,,,,0.0,,,-24240000.0,,-70987000.0,,-24240000.0,,,,,,,,,,,,,,
ANIM.MI,2023-03-31,3M,EUR,475210000.0,-242000.0,,-327185000.0,-395204000.0,25264000.0,-369940000.0,-327185000.0,,14715000.0,148024000.0,-15037000.0,-312148000.0,-390000.0,-242000.0,-15037000.0,30213000.0,30213000.0,-22000.0,,,-220000.0,-311906000.0,-1000.0,2303000.0,-8000.0,-22000.0,,-220000.0,
ANIM.MI,2023-06-30,3M,EUR,148024000.0,-459000.0,,4866000.0,114334000.0,-70869000.0,43465000.0,4866000.0,,-6169000.0,152891000.0,-71315000.0,76181000.0,,-459000.0,0.0,33012000.0,33012000.0,-261000.0,,,-198000.0,76640000.0,,-5405000.0,-23000.0,-261000.0,,-198000.0,
ANIM.MI,2023-09-30,3M,EUR,152891000.0,-238000.0,0.0,19221000.0,294925000.0,10963000.0,305888000.0,19221000.0,0.0,14173000.0,172112000.0,-18484000.0,99440000.0,,-61973000.0,-18484000.0,33046000.0,33165000.0,-213000.0,,,-25000.0,99678000.0,,7421000.0,129000.0,-213000.0,,-25000.0,
ANIM.MI,2023-12-31,3M,EUR,172112000.0,-1301000.0,0.0,-3079000.0,-344665000.0,18548000.0,-326117000.0,-3079000.0,0.0,-15884000.0,169485000.0,-11557000.0,8462000.0,273926000.0,-1285000.0,-11557000.0,52608000.0,52898000.0,-1222000.0,0.0,,-63000.0,9763000.0,,12172000.0,-429000.0,-1232000.0,0.0,-69000.0,
ANIM.MI,2024-03-31,3M,EUR,169485000.0,-219000.0,,72182000.0,-69101000.0,48454000.0,-20647000.0,72182000.0,,25578000.0,241667000.0,,72178000.0,,-215000.0,,52905000.0,52890000.0,-140000.0,,1000.0,-76000.0,72397000.0,,2087000.0,319000.0,-140000.0,,-79000.0,3000.0
ANIM.MI,2024-03-31,TTM,EUR,148024000.0,-2217000.0,,93190000.0,-4507000.0,7096000.0,2589000.0,93190000.0,,17698000.0,241214000.0,,256261000.0,,-63932000.0,,171571000.0,171965000.0,-1836000.0,,,-362000.0,258478000.0,,16275000.0,-4000.0,-1846000.0,,-371000.0,
