asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-10417000.0,,53112000.0,,,,,,,,,,,,263705000.0,,,,,,,,,,,,4018000.0,15869000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018000.0,15869000.0,,,,,,,,,,,,,-1000.0,,,,,,263705000.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,143364000.0,111086000.0,,787652000.0,52223000.0,957000.0,356865380.0,0.435,263711000.0,9423000.0,-3707000.0,9481000.0,7292000.0,287472000.0,287472000.0,-73285000.0,,287472000.0,24718000.0,-1061000.0,-7311000.0,-8372000.0,24718000.0,7292000.0,-73285000.0,1310171000.0,642203000.0,441926000.0,,14018000.0,477933000.0,-19296000.0,55545000.0,55545000.0,3322000.0,3322000.0,2569000.0,366714651.0,0.424,155371000.0,0.0,241095000.0,296640000.0,288429000.0,1673401212.0,,90162000.0,-105163000.0,-2572000.0,128291000.0,-1808000.0,25583000.0,1105463000.0,1646006000.0,12797000.0,347779000.0,52223000.0,9784000.0,9784000.0,78000.0,78000.0,1592211000.0,-2117000.0,91119000.0,755000.0,9481000.0,282040000.0,282040000.0,2727000.0,1670000.0,1387767212.0,,,-31878000.0,255064000.0,155371000.0,155371000.0,156164000.0,-793000.0,155371000.0,156164000.0,155371000.0,155371000.0,-2142000.0,-9648000.0,,-9648000.0,12797000.0,25000.0,-335835000.0,,14018000.0,128812000.0,2571000.0,348668000.0,192968607.2,131998000.0,54829000.0,292950000.0,989982000.0,357487690.0,540543000.0,-50446000.0,957000.0,,36000.0,6673000.0,301456000.0,949000.0,11343000.0,,5000.0,0.0,477757000.0,11380000.0,231311000.0,0.0,1004000.0,-2167000.0,,-1540000.0,642203000.0,55545000.0,1479000.0,1479000.0,36000.0,155371000.0,25000.0,1565000.0,2963000.0,28546000.0,368635785.0,-52228000.0,1310171000.0,-335835000.0,-15223392.8,75147000.0,0.2926,20645000.0,2206823000.0,1592211000.0,282040000.0,1310171000.0,697032000.0,896652000.0,1764897000.0,418719000.0,-58000.0,989982000.0,32937000.0,-52028000.0,-52028000.0,11148095.0,45245000.0,-36007000.0,
2021-12-31,12M,EUR,165055000.0,172669000.0,,787652000.0,43704000.0,1086000.0,338474565.0,0.705093,288429000.0,6845000.0,-2425000.0,6946000.0,7292000.0,585296000.0,585296000.0,-78741000.0,,585296000.0,297952000.0,-77766000.0,211219000.0,133453000.0,297952000.0,7292000.0,-78741000.0,1449494000.0,784396000.0,806030000.0,,,404394000.0,-18723000.0,47027000.0,47027000.0,47027000.0,3323000.0,472000.0,350751259.0,0.680414,238656000.0,90000.0,327980000.0,375007000.0,586381000.0,2157385070.0,,102032000.0,-112696000.0,-1058000.0,410619000.0,1477000.0,27325000.0,1105463000.0,1603902000.0,10023000.0,440687000.0,43704000.0,12257000.0,12257000.0,23000.0,23000.0,2031593000.0,-2396000.0,103118000.0,755000.0,6946000.0,582099000.0,582099000.0,2032000.0,258000.0,1572963070.0,,,-33955000.0,108373000.0,238656000.0,238656000.0,239027000.0,-371000.0,238656000.0,239027000.0,238656000.0,238656000.0,-1601000.0,-12135000.0,,-12135000.0,10023000.0,-795000.0,-154408000.0,,10499000.0,94101000.0,2263000.0,375918000.0,239716698.238646,413044000.0,111951000.0,328736000.0,1225083000.0,350325851.0,498439000.0,11849000.0,1283000.0,,33000.0,5876000.0,157038000.0,2165000.0,11399000.0,,2000.0,0.0,404188000.0,17343000.0,315723000.0,0.0,-695000.0,-1601000.0,,-824000.0,784396000.0,47027000.0,1360000.0,1360000.0,18000.0,238656000.0,,29000.0,3010000.0,30335000.0,368635785.0,-20000.0,1449494000.0,-154408000.0,-221301.761354,76696000.0,0.242922,19323000.0,2534855000.0,2031593000.0,582099000.0,1449494000.0,896347000.0,1085361000.0,1728825000.0,680967000.0,-99000.0,1225083000.0,82005000.0,-911000.0,-911000.0,18309934.0,77433000.0,401636000.0,
2022-12-31,12M,EUR,137897000.0,89526000.0,,787652000.0,42943000.0,452000.0,321926506.0,0.375,586381000.0,4144000.0,-4046000.0,4362000.0,7292000.0,475210000.0,499268000.0,-95190000.0,,475210000.0,-110719000.0,51738000.0,-117091000.0,-65353000.0,-110719000.0,7292000.0,-95190000.0,1391440000.0,705323000.0,646105000.0,,,269126000.0,-28826000.0,,,3282000.0,3282000.0,,332213450.0,0.364,120801000.0,31000.0,197895000.0,201177000.0,475662000.0,1256907513.0,4707000.0,110872000.0,-190534000.0,2786000.0,79750000.0,3637000.0,28330000.0,1105463000.0,1564063000.0,7102000.0,309987000.0,42943000.0,12929000.0,12929000.0,421000.0,421000.0,1974559000.0,-3981000.0,111324000.0,755000.0,4362000.0,583119000.0,583119000.0,1613000.0,229000.0,1222983513.0,0.0,,-95344000.0,107909000.0,120801000.0,120801000.0,120801000.0,,120801000.0,120801000.0,120801000.0,120801000.0,-3106000.0,-12504000.0,,-12504000.0,7102000.0,-875000.0,-172623000.0,,7287000.0,87793000.0,1820000.0,247114000.0,153154429.1,83796000.0,66622000.0,243365000.0,1015310000.0,326826166.0,458600000.0,7731000.0,1609000.0,1000.0,40000.0,4989000.0,119492000.0,1974000.0,23884000.0,24058000.0,,0.0,268970000.0,7287000.0,184966000.0,0.0,-419000.0,-3106000.0,,-940000.0,705323000.0,3282000.0,2034000.0,2034000.0,53000.0,120801000.0,,65000.0,4731000.0,33061000.0,346517638.0,-42996000.0,1391440000.0,-172623000.0,-13583570.9,64165000.0,0.2957,26140000.0,2334911000.0,1974559000.0,583119000.0,1391440000.0,771945000.0,943471000.0,1688805000.0,674345000.0,-4000.0,1015310000.0,11550000.0,-45937000.0,-45937000.0,19691472.0,72254000.0,376979000.0,
2023-12-31,12M,EUR,163292000.0,137128000.0,,787652000.0,,290310000.0,321926506.0,0.462,475662000.0,18029000.0,-2240000.0,18917000.0,7292000.0,169476000.0,207551000.0,-71315000.0,,169476000.0,-306177000.0,-330610000.0,-16094000.0,-346704000.0,-306177000.0,7292000.0,-71315000.0,1425806000.0,673274000.0,385692000.0,,,279257000.0,6835000.0,,,4002000.0,4002000.0,,332213450.0,0.448,148879000.0,0.0,232645000.0,236647000.0,169485000.0,1651623178.0,0.0,96063000.0,-116393000.0,12671000.0,-128065000.0,1140000.0,31138000.0,1165022000.0,1593673000.0,21831000.0,327827000.0,43097000.0,12817000.0,12817000.0,12945000.0,12945000.0,2009951000.0,-63959000.0,386373000.0,755000.0,18917000.0,584145000.0,584145000.0,1282000.0,732000.0,1267425178.0,15713000.0,-409000.0,-45078000.0,414669000.0,148879000.0,148879000.0,149288000.0,,148879000.0,148879000.0,149288000.0,149288000.0,-1718000.0,133000.0,-61735000.0,133000.0,21831000.0,-506000.0,-167867000.0,,,81395000.0,2825000.0,270293000.0,172575877.8,-125825000.0,74564000.0,253263000.0,1001101000.0,316381722.0,428651000.0,16491000.0,2854000.0,,78000.0,5280000.0,72746000.0,2315000.0,17257000.0,38075000.0,3000.0,0.0,279135000.0,4461000.0,219828000.0,0.0,-331000.0,-1728000.0,-61735000.0,-512000.0,673274000.0,4002000.0,2169000.0,2169000.0,191000.0,148879000.0,10000.0,6000.0,6682000.0,37820000.0,329191756.0,-43648000.0,1425806000.0,-167867000.0,-9949122.2,70540000.0,0.2957,19295000.0,2390423000.0,2009951000.0,584145000.0,1441519000.0,747838000.0,948904000.0,2004731000.0,669647000.0,-5000.0,1001101000.0,43097000.0,-33646000.0,-33646000.0,12810034.0,48757000.0,106435000.0,357000.0
