asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentLiabilities,DeferredTax,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,89526000.0,,10860000.0,,,,,4144000.0,,4362000.0,,,,0.0,,,,,,,,0.0,,,,,,11682000.0,822000.0,,,,,,,,,4707000.0,,-24240000.0,,,-70987000.0,,,,7102000.0,,,,,,,,,,,755000.0,4362000.0,,,,,229000.0,,0.0,,-24240000.0,,,,,,,,,,,,,,,,,7287000.0,,,,,,,,,,,,,,1000.0,,,1974000.0,,,,,7287000.0,,0.0,,,,,,11682000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,161267000.0,109390000.0,787652000.0,,351086000.0,316381722.0,0.095,475210000.0,246000.0,-242000.0,4677000.0,7292000.0,147986000.0,173055000.0,,147986000.0,-327185000.0,-395204000.0,25264000.0,-369940000.0,-327185000.0,7292000.0,,1338302000.0,166298000.0,322265000.0,370825000.0,14715000.0,,,325467551.0,0.093,30213000.0,71315000.0,48719000.0,48719000.0,148024000.0,1293953689.0,4726000.0,136993000.0,-15037000.0,3408000.0,-312148000.0,-390000.0,6985000.0,1105463000.0,1553785000.0,7197000.0,72279000.0,11201000.0,3507000.0,3507000.0,2077000.0,2077000.0,1924010000.0,-242000.0,488079000.0,,,4677000.0,585708000.0,585708000.0,,1605000.0,,1210102689.0,,,-15037000.0,437722000.0,30213000.0,30213000.0,30213000.0,30213000.0,30213000.0,30213000.0,30213000.0,-22000.0,-1430000.0,,-1430000.0,,7197000.0,-220000.0,-215483000.0,6627000.0,85742000.0,1835000.0,58308000.0,36620866.429267,-311906000.0,16049000.0,56230000.0,238577000.0,323038625.0,-1000.0,448322000.0,2303000.0,1338000.0,-2000.0,1105000.0,114645000.0,6951000.0,14055000.0,25069000.0,0.0,370352000.0,10193000.0,45212000.0,0.0,-8000.0,-22000.0,,-220000.0,166298000.0,,552000.0,552000.0,16000.0,30213000.0,,1233000.0,8218000.0,346517638.0,-11217000.0,1338302000.0,-215483000.0,-3181133.570733,14999000.0,0.331748,15572000.0,2384015000.0,1924010000.0,585708000.0,1338302000.0,182347000.0,1045713000.0,2061752000.0,674888000.0,,238577000.0,23125000.0,-9589000.0,-9589000.0,23479013.0,87291000.0,-48560000.0,
2023-06-30,3M,EUR,162723000.0,95730000.0,787652000.0,,252332000.0,,,148024000.0,15928000.0,-459000.0,16735000.0,7292000.0,152862000.0,181637000.0,,152862000.0,4866000.0,114334000.0,-70869000.0,43465000.0,4866000.0,7292000.0,,1373837000.0,169620000.0,332995000.0,226510000.0,-6169000.0,,,,,33012000.0,185000.0,52928000.0,52928000.0,152891000.0,1517382516.0,,114921000.0,-71315000.0,3923000.0,76181000.0,,7795000.0,1105463000.0,1543594000.0,19270000.0,72775000.0,-9382000.0,3667000.0,3667000.0,3301000.0,3301000.0,1957662000.0,-459000.0,367253000.0,,755000.0,16735000.0,583825000.0,583825000.0,,1582000.0,239000.0,1104729516.0,,,0.0,430963000.0,33012000.0,33012000.0,33012000.0,33012000.0,33012000.0,33012000.0,33012000.0,-261000.0,-366000.0,,-366000.0,,19270000.0,-198000.0,-169757000.0,5806000.0,82771000.0,1842000.0,37834000.0,22896835.30582,76640000.0,38242000.0,34533000.0,242395000.0,324157722.0,,438131000.0,-5405000.0,1449000.0,-1000.0,1084000.0,43045000.0,2348000.0,26659000.0,28775000.0,0.0,226356000.0,8431000.0,49261000.0,0.0,-23000.0,-261000.0,,-198000.0,169620000.0,,511000.0,511000.0,22000.0,63225000.0,,1863000.0,9658000.0,329191756.0,9360000.0,1373837000.0,-169757000.0,4978835.30582,16249000.0,0.329855,20538000.0,2270366000.0,1957662000.0,583825000.0,1373837000.0,207862000.0,896529000.0,1937372000.0,670019000.0,,242395000.0,20403000.0,15094000.0,15094000.0,5034034.0,18716000.0,106485000.0,
2023-09-30,3M,EUR,163714000.0,,787652000.0,10615000.0,357513000.0,,,152891000.0,19474000.0,-238000.0,19913000.0,7292000.0,172085000.0,202272000.0,0.0,172085000.0,19221000.0,294925000.0,10963000.0,305888000.0,19221000.0,7292000.0,0.0,1378101000.0,167536000.0,237879000.0,263573000.0,14173000.0,13506000.0,2891000.0,,,33046000.0,21000.0,51306000.0,64812000.0,172112000.0,1669909246.0,,100882000.0,-18484000.0,5458000.0,99440000.0,,7472000.0,1171321000.0,1601532000.0,23332000.0,76501000.0,,2672000.0,2672000.0,3588000.0,3588000.0,1964571000.0,-61973000.0,458395000.0,,755000.0,19913000.0,586470000.0,586470000.0,,1502000.0,474000.0,1267721246.0,15552000.0,,-18484000.0,414385000.0,33046000.0,33046000.0,33165000.0,33046000.0,33046000.0,33165000.0,33165000.0,-213000.0,786000.0,,786000.0,,23332000.0,-25000.0,-223431000.0,5711000.0,80679000.0,2798000.0,62853000.0,31710098.470206,99678000.0,30612000.0,45889000.0,244037000.0,319325251.0,,430211000.0,7421000.0,1826000.0,,1118000.0,67158000.0,2629000.0,11726000.0,30187000.0,0.0,262605000.0,6773000.0,48634000.0,0.0,129000.0,-213000.0,,-25000.0,167536000.0,13506000.0,582000.0,582000.0,0.0,96271000.0,,746000.0,8218000.0,329191756.0,1610000.0,1378101000.0,-223431000.0,623098.470206,15469000.0,0.31807,17108000.0,2328675000.0,1964571000.0,586470000.0,1393653000.0,198148000.0,935022000.0,2090796000.0,671449000.0,,244037000.0,31712000.0,1959000.0,1959000.0,9866505.0,37200000.0,-25694000.0,
2023-12-31,3M,EUR,163292000.0,137128000.0,787652000.0,,290310000.0,,,172112000.0,18029000.0,-1301000.0,18917000.0,7292000.0,169476000.0,207551000.0,0.0,169476000.0,-3079000.0,-344665000.0,18548000.0,-326117000.0,-3079000.0,7292000.0,0.0,1425806000.0,169820000.0,385692000.0,279257000.0,-15884000.0,-30256000.0,1111000.0,,,52608000.0,0.0,79692000.0,79692000.0,169485000.0,1651623178.0,0.0,96063000.0,-11557000.0,12671000.0,8462000.0,273926000.0,8886000.0,1165022000.0,1593673000.0,21831000.0,106272000.0,,2971000.0,2971000.0,3979000.0,3979000.0,2009951000.0,-1285000.0,386373000.0,,755000.0,18917000.0,584145000.0,584145000.0,,1282000.0,732000.0,1267425178.0,15713000.0,-290000.0,-11557000.0,414669000.0,52608000.0,52608000.0,52898000.0,52608000.0,52608000.0,52898000.0,52898000.0,-1222000.0,1143000.0,0.0,1143000.0,,21831000.0,-63000.0,-167867000.0,,81395000.0,2825000.0,120802000.0,80952739.771379,9763000.0,-10338000.0,116610000.0,276092000.0,316381722.0,,428651000.0,12172000.0,2854000.0,,1974000.0,72746000.0,2315000.0,17257000.0,38075000.0,0.0,279135000.0,4461000.0,76721000.0,0.0,-429000.0,-1232000.0,0.0,-69000.0,169820000.0,-30256000.0,524000.0,524000.0,153000.0,148879000.0,,2840000.0,11726000.0,329191756.0,-43401000.0,1425806000.0,-167867000.0,-12765260.228621,23823000.0,0.310515,19295000.0,2390423000.0,2009951000.0,584145000.0,1441519000.0,159482000.0,948904000.0,2004731000.0,669647000.0,-135000.0,276092000.0,43097000.0,-41110000.0,-41110000.0,12810034.0,48757000.0,106435000.0,148000.0
2024-03-31,3M,EUR,196004000.0,165603000.0,787652000.0,,328189000.0,316381722.0,0.167,169485000.0,,-219000.0,,7292000.0,241658000.0,294158000.0,,241658000.0,72182000.0,-69101000.0,48454000.0,-20647000.0,72182000.0,7292000.0,,1414378000.0,212562000.0,494558000.0,431274000.0,25578000.0,,,325467551.0,0.163,52905000.0,79535000.0,83968000.0,83968000.0,241667000.0,1768673576.0,,99089000.0,,25913000.0,72178000.0,,7442000.0,1165407000.0,1583084000.0,,109785000.0,12171000.0,2998000.0,2998000.0,4854000.0,4854000.0,2001138000.0,-215000.0,427278000.0,8000.0,,,586760000.0,586760000.0,8000.0,1471000.0,,1392079576.0,15919000.0,15000.0,,345102000.0,52905000.0,52905000.0,52890000.0,52905000.0,52905000.0,52890000.0,52890000.0,-140000.0,1856000.0,,1856000.0,1000.0,20832000.0,-76000.0,-168706000.0,3805000.0,79653000.0,2872000.0,95891000.0,60693161.911819,72397000.0,18748000.0,91037000.0,322347000.0,316381722.0,,417677000.0,2087000.0,2763000.0,1000.0,1690000.0,67979000.0,,18879000.0,52500000.0,0.0,430278000.0,,80970000.0,,319000.0,-140000.0,,-79000.0,212562000.0,,444000.0,444000.0,82000.0,52905000.0,3000.0,1343000.0,8785000.0,329191756.0,-12383000.0,1414378000.0,-168706000.0,-4134838.088181,28080000.0,0.346795,15918000.0,2532328000.0,2001138000.0,586760000.0,1430297000.0,231310000.0,1102031000.0,2037770000.0,670757000.0,,322347000.0,86760000.0,-11923000.0,-11923000.0,12810034.0,48757000.0,63284000.0,130000.0
