symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
CSP.MI,2019-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6540000.0,,,,,,,,,,,,,,
CSP.MI,2019-12-31,12M,EUR,,,,,,,,,,,0.0,0.0,,,,,,,,19000.0,,,,,,,,,,,,-63000.0,,,-8941000.0,,,,,,,0.0,,,
CSP.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62000.0,,,-8941000.0,,,,,,,,,,
CSP.MI,2020-12-31,12M,EUR,206000.0,19455000.0,-356000.0,-1065000.0,4904000.0,,-9862000.0,7821000.0,2863000.0,-1065000.0,,0.0,911000.0,3481000.0,3687000.0,18390000.0,-2187000.0,1052000.0,,-3000.0,-64000.0,-232000.0,-286000.0,,0.0,233000.0,-6177000.0,-6177000.0,-226000.0,-2123000.0,-2123000.0,,53000.0,-113000.0,,1408000.0,293000.0,-245000.0,-132000.0,-226000.0,-130000.0,0.0,0.0,17000.0,0.0
CSP.MI,2021-12-31,12M,EUR,244000.0,18390000.0,-734000.0,4435000.0,2467000.0,736000.0,4841000.0,-2807000.0,5237000.0,4435000.0,,,1657000.0,3204000.0,3448000.0,22825000.0,-5592000.0,9064000.0,-740000.0,,-69000.0,-175000.0,229000.0,0.0,0.0,-350000.0,751000.0,751000.0,-64000.0,-5523000.0,-5523000.0,,-10000.0,303000.0,,9798000.0,280000.0,-410000.0,-244000.0,-109000.0,-625000.0,,45000.0,928000.0,-393000.0
CSP.MI,2022-12-31,12M,EUR,140000.0,22825000.0,-2334000.0,-9709000.0,-9406000.0,-1469000.0,350000.0,-582000.0,-9638000.0,-9709000.0,,,1110000.0,2880000.0,3020000.0,13116000.0,-1532000.0,-8450000.0,65000.0,,-72000.0,-245000.0,-2061000.0,-30000.0,2419000.0,122000.0,544000.0,544000.0,46000.0,-3879000.0,-3879000.0,,-4000.0,-2073000.0,,-6116000.0,317000.0,-413000.0,17000.0,-70000.0,-2264000.0,,116000.0,191000.0,-1045000.0
CSP.MI,2023-12-31,12M,EUR,60000.0,13116000.0,-3371000.0,-430000.0,1471000.0,,-5806000.0,1588000.0,-2747000.0,-430000.0,,,402000.0,2720000.0,2780000.0,12686000.0,2789000.0,-3577000.0,-126000.0,,-290000.0,-432000.0,-3013000.0,0.0,0.0,-36000.0,109000.0,109000.0,-748000.0,3079000.0,3079000.0,,6000.0,-2271000.0,,-206000.0,887000.0,-566000.0,-387000.0,-748000.0,-2623000.0,,0.0,352000.0,-191000.0
CSP.MI,2023-12-31,TTM,EUR,60000.0,13116000.0,-3371000.0,-430000.0,1471000.0,,-5806000.0,1588000.0,-2747000.0,-430000.0,,,402000.0,2720000.0,2780000.0,12686000.0,2789000.0,-3577000.0,-126000.0,,-290000.0,-432000.0,-3013000.0,0.0,0.0,-36000.0,109000.0,109000.0,-748000.0,3079000.0,3079000.0,,6000.0,-2271000.0,,-206000.0,887000.0,-566000.0,-387000.0,-748000.0,-2623000.0,,0.0,352000.0,-191000.0
