symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
CSP.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,
CSP.MI,2020-12-31,12M,EUR,15808000.0,15706000.0,-100856000.0,21859000.0,-825000.0,8461000.0,17295000.0,18390000.0,18390000.0,,17295000.0,47889000.0,20000.0,67449000.0,6852000.0,6852000.0,,31230000.0,20226000.0,758000.0,8812000.0,12757000.0,16531000.0,119179000.0,30520000.0,63157000.0,33337000.0,8416000.0,8416000.0,2383000.0,42482000.0,18323000.0,35132000.0,592000.0,77000.0,6524000.0,32559888.0,3945000.0,,8000.0,9000.0,6794000.0,34879000.0,1242000.0,23154000.0,144000.0,0.0,4868000.0,-6177000.0,33569205.0,47889000.0,35132000.0,1447000.0,99146000.0,56305000.0,15268000.0,47889000.0,51257000.0,31697000.0,20027000.0,552000.0,1009317.0,888000.0,5426000.0,36219000.0
CSP.MI,2021-12-31,12M,EUR,20649000.0,19189000.0,-100879000.0,21859000.0,-802000.0,11037000.0,17295000.0,22825000.0,22825000.0,,17295000.0,48686000.0,98000.0,72574000.0,4898000.0,4898000.0,,36212000.0,16813000.0,758000.0,8374000.0,11781000.0,19991000.0,120202000.0,28053000.0,59823000.0,33327000.0,6239000.0,6239000.0,1896000.0,41366000.0,19323000.0,36905000.0,584000.0,77000.0,6104000.0,32259328.0,3407000.0,,,7000.0,7426000.0,34374000.0,1186000.0,30055000.0,199000.0,0.0,5641000.0,751000.0,33259328.0,48686000.0,36905000.0,1122000.0,104295000.0,54925000.0,11137000.0,48686000.0,55609000.0,31721000.0,19397000.0,1980000.0,1000000.0,888000.0,5599000.0,36362000.0
CSP.MI,2022-12-31,12M,EUR,22631000.0,18576000.0,-100161000.0,23906000.0,-606000.0,10789000.0,17362000.0,13116000.0,13116000.0,13116000.0,17362000.0,52357000.0,1695000.0,72731000.0,2418000.0,2418000.0,776000.0,33949000.0,23862000.0,0.0,8374000.0,11615000.0,19182000.0,119742000.0,37459000.0,60961000.0,33285000.0,6186000.0,6186000.0,1913000.0,52960000.0,19581000.0,40742000.0,279000.0,77000.0,4902000.0,38949514.0,3241000.0,1000.0,8000.0,9000.0,6945000.0,21013000.0,620000.0,30337000.0,78000.0,0.0,6644000.0,544000.0,39949514.0,52357000.0,40742000.0,2106000.0,104246000.0,58543000.0,8604000.0,52357000.0,51889000.0,31515000.0,17940000.0,761000.0,1000000.0,888000.0,6952000.0,38782000.0
CSP.MI,2023-12-31,12M,EUR,17433000.0,17530000.0,-96143000.0,23906000.0,-561000.0,8216000.0,17362000.0,12686000.0,12686000.0,12686000.0,17362000.0,52359000.0,1105000.0,69276000.0,3822000.0,3822000.0,532000.0,29909000.0,23856000.0,0.0,8374000.0,11523000.0,18091000.0,116095000.0,35988000.0,64615000.0,33734000.0,8434000.0,8434000.0,1526000.0,52819000.0,19952000.0,40836000.0,384000.0,77000.0,4620000.0,38949514.0,3149000.0,-1000.0,,7000.0,6645000.0,20221000.0,521000.0,24846000.0,60000.0,0.0,5462000.0,108000.0,39949514.0,52359000.0,40836000.0,1959000.0,101167000.0,60793000.0,12256000.0,52359000.0,48808000.0,31891000.0,18899000.0,768000.0,1000000.0,888000.0,6671000.0,39367000.0
