symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
PRT.MI,2022-12-31,3M,EUR,,,-88675000.0,-4616000.0,142314000.0,,,,,,172185000.0,,,2635000.0,,,82163000.0,,,672688000.0,,,705687000.0,,,,,,71118000.0,,560000.0,24119000.0,,,,,,,1879000.0,2348000.0,,,,,,,29059000.0,,30659000.0,,,,,0.0,,,,,,,,,,,,,,6089000.0,1011318.0,
PRT.MI,2023-03-31,3M,EUR,770648000.0,677327000.0,,,,115655000.0,7861000.0,74203000.0,74203000.0,74203000.0,,7861000.0,412911000.0,,1420461000.0,11461000.0,241588000.0,253049000.0,1075496000.0,,110303000.0,119741000.0,,132493000.0,,597863000.0,720498000.0,104194000.0,65999000.0,170193000.0,,,0.0,233384000.0,132493000.0,293170000.0,9123000.0,17025000.0,5431000.0,,49406099.0,,47946000.0,9438000.0,2357000.0,2519000.0,1855000.0,132493000.0,70613000.0,,774498000.0,,,,5900000.0,50417417.0,412911000.0,293170000.0,455000.0,1684175000.0,478910000.0,423242000.0,412911000.0,1271264000.0,263714000.0,195768000.0,1995000.0,6031000.0,1011318.0,344965000.0
PRT.MI,2023-06-30,3M,EUR,675884000.0,476446000.0,-95178000.0,-4584000.0,149887000.0,115419000.0,7861000.0,130259000.0,130259000.0,,130259000.0,7861000.0,353612000.0,7908000.0,1214922000.0,11583000.0,164001000.0,175584000.0,909265000.0,533742000.0,110269000.0,119367000.0,481030000.0,231968000.0,1000.0,533742000.0,583681000.0,103836000.0,66068000.0,169904000.0,697000.0,24753000.0,0.0,99810000.0,136790000.0,234245000.0,9143000.0,17363000.0,1749000.0,,49406099.0,,182000.0,9098000.0,2337000.0,,18553000.0,49420000.0,22705000.0,,727531000.0,5720000.0,7065000.0,0.0,-26907000.0,50417417.0,353612000.0,234245000.0,44704000.0,1482559000.0,419680000.0,345488000.0,353612000.0,1128947000.0,267637000.0,219682000.0,33094000.0,29969000.0,1011318.0,305657000.0
PRT.MI,2023-09-30,3M,EUR,781680000.0,548479000.0,,,,112894000.0,7861000.0,114373000.0,114487000.0,,,7861000.0,355979000.0,,1352875000.0,11696000.0,189388000.0,201084000.0,1048302000.0,,118768000.0,127552000.0,,134537000.0,7000.0,614222000.0,618350000.0,101198000.0,72983000.0,174181000.0,,,0.0,147998000.0,134537000.0,228427000.0,9459000.0,17757000.0,5403000.0,,49406099.0,70845000.0,64028000.0,8784000.0,2670000.0,25471000.0,,134537000.0,,114000.0,783190000.0,,,,-24901000.0,49406099.0,355979000.0,228427000.0,4835000.0,1627093000.0,428962000.0,375265000.0,355979000.0,1271114000.0,274218000.0,222812000.0,1510000.0,,,304573000.0
PRT.MI,2023-12-31,3M,EUR,1109260000.0,698602000.0,-101620000.0,-7735000.0,150474000.0,111050000.0,7861000.0,260883000.0,260996000.0,,260883000.0,7861000.0,367410000.0,1504000.0,1561582000.0,11896000.0,72246000.0,84142000.0,1254230000.0,514770000.0,116510000.0,127563000.0,706337000.0,234342000.0,,514770000.0,505358000.0,99154000.0,65702000.0,164856000.0,1298000.0,32752000.0,0.0,,132722000.0,239847000.0,11243000.0,18923000.0,1795000.0,2340000.0,49406099.0,,119000.0,11053000.0,,,29515000.0,49612000.0,30630000.0,113000.0,1169571000.0,,,0.0,-11875000.0,50417417.0,367410000.0,239847000.0,56584000.0,1835450000.0,433112000.0,248998000.0,367410000.0,1468040000.0,273868000.0,213810000.0,30796000.0,26938000.0,1011318.0,307352000.0
PRT.MI,2024-03-31,3M,EUR,873857000.0,608790000.0,,,,108409000.0,7861000.0,220392000.0,220521000.0,220392000.0,,7861000.0,370690000.0,,1501448000.0,11808000.0,,11808000.0,1196090000.0,,116510000.0,127143000.0,,129756000.0,,582179000.0,370690000.0,96601000.0,,96601000.0,,,0.0,,129756000.0,243547000.0,11695000.0,19324000.0,,,49406099.0,,60308000.0,10633000.0,2322000.0,22216000.0,3065000.0,129756000.0,85453000.0,129000.0,878783000.0,,,,3198000.0,49406099.0,370690000.0,243547000.0,4505000.0,1772364000.0,370690000.0,108409000.0,370690000.0,1401674000.0,270916000.0,205584000.0,1861000.0,5750000.0,,305358000.0
