asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,-6919000.0,463747000.0,,,,,,,,,,,-6919000.0,,-3847000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-7046000.0,,,,,,,,,,,,,,,,-3847000.0,-1948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177000.0,710000.0,370000.0,,,,,,,,5791000.0,,,,,-302000.0,-4889000.0,,,796000.0,,-3847000.0,0.0,,1448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1107826000.0,584037000.0,-61005000.0,-6183000.0,,49784123.0,0.630844,463777000.0,114380000.0,-6983000.0,102866000.0,7861000.0,558928000.0,558928000.0,,,558928000.0,95151000.0,99191000.0,-1401000.0,6065000.0,-6600000.0,-74544000.0,22711000.0,95151000.0,7861000.0,,386868000.0,-1656000.0,356000.0,4297946000.0,1586343000.0,8867000.0,56049000.0,64916000.0,1213681000.0,16536000.0,16536000.0,16162000.0,16162000.0,50814392.0,0.618053,31406000.0,47866000.0,64402000.0,558928000.0,404751845.0,61828000.0,402755000.0,70629000.0,40839000.0,108442000.0,109164000.0,590220000.0,173431000.0,193667000.0,27000.0,5317000.0,5317000.0,265000.0,265000.0,-4596000.0,265000.0,-7017000.0,402755000.0,549986000.0,-44289000.0,84250000.0,93999000.0,107069000.0,201068000.0,84250000.0,-18960000.0,290000.0,21020000.0,536672845.0,2095000.0,-386000.0,-37177000.0,-1656000.0,174000.0,31406000.0,31406000.0,31792000.0,31406000.0,31406000.0,47648000.0,31792000.0,-548000.0,-5561000.0,65290000.0,65290000.0,-5561000.0,4413000.0,-129000.0,112426000.0,-6435000.0,277704000.0,12950000.0,11309000.0,1691000.0,2425000.0,68608000.0,34548662.624268,77612000.0,141813000.0,51854000.0,4491613000.0,49784123.0,39000.0,722000.0,,2917000.0,,,23881000.0,37675000.0,25214000.0,,0.0,1148456000.0,-29000.0,3965000.0,42549000.0,0.0,-435000.0,-37177000.0,-548000.0,-6435000.0,4297946000.0,16536000.0,,-18960000.0,-1656000.0,,31405000.0,,51775000.0,92614000.0,50934123.0,-4206000.0,1250000.0,386868000.0,277704000.0,-1063337.375732,10757000.0,0.252814,11417000.0,-5912000.0,1823800000.0,493937000.0,265984000.0,388963000.0,4439759000.0,1434837000.0,237457000.0,221156000.0,47648000.0,509000.0,4491613000.0,16749000.0,-4206000.0,-4206000.0,6798000.0,1150000.0,372662000.0,4206000.0
2021-12-31,12M,EUR,1190856000.0,585522000.0,-75031000.0,-4768000.0,1003000.0,49539129.0,0.89,558928000.0,131893000.0,-5839000.0,112082000.0,7861000.0,491471000.0,491471000.0,-27234000.0,,491471000.0,-67457000.0,-110126000.0,-26092000.0,-2870000.0,65222000.0,23526000.0,-50340000.0,-67457000.0,7861000.0,,386118000.0,-19859000.0,302000.0,4459057000.0,1677135000.0,9829000.0,55195000.0,65024000.0,1303287000.0,15312000.0,16315000.0,15445000.0,15445000.0,50154690.0,0.88,44183000.0,66203000.0,82518000.0,491471000.0,846007677.0,-72093000.0,529502000.0,15813000.0,45320000.0,102200000.0,110727000.0,590290000.0,196391000.0,231890000.0,0.0,5429000.0,5429000.0,40000.0,40000.0,-4865000.0,34000.0,,529502000.0,547844000.0,-17016000.0,26500000.0,102253000.0,106531000.0,208784000.0,26500000.0,-30447000.0,619000.0,23346000.0,637338677.0,0.0,103000.0,-11216000.0,-19859000.0,,44183000.0,44183000.0,44080000.0,44183000.0,44183000.0,68411000.0,44080000.0,-466000.0,-5928000.0,-3947000.0,-3947000.0,-5928000.0,-11393000.0,39000.0,121360000.0,-5373000.0,275391000.0,10713000.0,14784000.0,1694000.0,2422000.0,82164000.0,43926240.201402,21652000.0,163833000.0,68057000.0,4690947000.0,49406099.0,62000.0,8527000.0,-1218000.0,,,,27624000.0,40850000.0,33672000.0,,0.0,1237790000.0,-562000.0,3914000.0,60774000.0,0.0,-1218000.0,-11216000.0,-466000.0,-5373000.0,4459057000.0,16315000.0,,-30447000.0,-19859000.0,,44183000.0,,66351000.0,111671000.0,50934123.0,354000.0,1740000.0,386118000.0,275391000.0,97240.201402,16694000.0,0.27469,36968000.0,-6222000.0,1922357000.0,492649000.0,273808000.0,386118000.0,4622890000.0,1536239000.0,245222000.0,232952000.0,68411000.0,539000.0,4690947000.0,19310000.0,354000.0,354000.0,7071000.0,1528024.0,373848000.0,-354000.0
2022-12-31,12M,EUR,1112166000.0,701071000.0,-88675000.0,-4616000.0,1143000.0,49406099.0,0.96,491471000.0,142314000.0,-12430000.0,112401000.0,7861000.0,172185000.0,172185000.0,-25562000.0,,172185000.0,-319286000.0,-143171000.0,1186000.0,15469000.0,-79614000.0,-113199000.0,-319329000.0,-319286000.0,7861000.0,,409217000.0,0.0,2635000.0,4441195000.0,1615965000.0,10740000.0,82163000.0,92903000.0,1267248000.0,16117000.0,17260000.0,15645000.0,15645000.0,50077869.0,0.95,47346000.0,69123000.0,86383000.0,172185000.0,729056076.0,-48820000.0,672688000.0,-263837000.0,47495000.0,110303000.0,119955000.0,705687000.0,215734000.0,242969000.0,,6228000.0,6228000.0,156000.0,156000.0,-5249000.0,156000.0,,672688000.0,562498000.0,-19059000.0,13000000.0,101661000.0,71118000.0,172779000.0,13000000.0,-36691000.0,560000.0,24119000.0,332750076.0,0.0,0.0,-6735000.0,0.0,,47346000.0,47346000.0,47346000.0,47346000.0,47346000.0,70658000.0,47346000.0,-1503000.0,-6699000.0,-23691000.0,-23691000.0,-6699000.0,11274000.0,106000.0,127059000.0,-10927000.0,289262000.0,9091000.0,16646000.0,1879000.0,2348000.0,86851000.0,47698404.0,-251407000.0,171843000.0,71126000.0,4684164000.0,49406099.0,124000.0,9652000.0,37000.0,,,,29059000.0,46666000.0,30659000.0,,0.0,1173895000.0,-163000.0,,62895000.0,0.0,37000.0,-6735000.0,-1503000.0,-10927000.0,4441195000.0,17260000.0,,-36691000.0,0.0,,47346000.0,,71333000.0,118828000.0,50417417.0,-468000.0,2115000.0,409217000.0,289262000.0,-115596.0,15549000.0,0.247,39362000.0,-15360000.0,1874418000.0,480335000.0,265682000.0,409217000.0,4613038000.0,1465201000.0,258453000.0,197953000.0,70658000.0,627000.0,4684164000.0,32670000.0,-468000.0,-468000.0,6089000.0,1011318.0,348717000.0,468000.0
2023-12-31,12M,EUR,1109260000.0,698602000.0,-101620000.0,-7735000.0,1750000.0,49406099.0,-0.24,172185000.0,150474000.0,-13482000.0,111050000.0,7861000.0,260883000.0,260996000.0,-27796000.0,,260883000.0,88698000.0,162959000.0,-19612000.0,-13832000.0,-7447000.0,12383000.0,134451000.0,88698000.0,7861000.0,,367410000.0,,1504000.0,3766721000.0,1561582000.0,11896000.0,72246000.0,84142000.0,1254230000.0,18315000.0,20065000.0,18460000.0,18460000.0,49434829.0,-0.24,-11875000.0,15262000.0,35327000.0,260883000.0,486715514.0,-59390000.0,514770000.0,154554000.0,49764000.0,116510000.0,127563000.0,706337000.0,234342000.0,218441000.0,,20368000.0,20368000.0,1122000.0,1122000.0,-11586000.0,1122000.0,,514770000.0,505358000.0,-19948000.0,38000000.0,99154000.0,65702000.0,164856000.0,38000000.0,-45275000.0,1298000.0,32752000.0,271486514.0,0.0,0.0,-6483000.0,,,-11875000.0,-11875000.0,-11875000.0,-11875000.0,-11875000.0,14012000.0,-11875000.0,-89000.0,-19966000.0,-7275000.0,-7275000.0,-19966000.0,-12295000.0,17000.0,132722000.0,-13393000.0,239847000.0,11243000.0,18923000.0,1795000.0,2340000.0,63317000.0,9397400.0,168036000.0,176439000.0,42002000.0,3985162000.0,49406099.0,119000.0,11053000.0,,,,,29515000.0,49612000.0,30630000.0,113000.0,0.0,1169571000.0,-562000.0,,-5106000.0,0.0,22232000.0,-6483000.0,,,3766721000.0,20065000.0,,-45275000.0,,,-11875000.0,,74122000.0,123886000.0,50417417.0,-27990000.0,-3160000.0,367410000.0,239847000.0,-6717600.0,6769000.0,0.24,56584000.0,-8866000.0,1835450000.0,433112000.0,248998000.0,367410000.0,3943160000.0,1468040000.0,273868000.0,213810000.0,14012000.0,720000.0,3985162000.0,30796000.0,-27990000.0,-27990000.0,26938000.0,1011318.0,307352000.0,27990000.0
