asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-88675000.0,-4616000.0,,,,142314000.0,,,,,,-782000.0,,172185000.0,,,,,,,,,,,0.0,2635000.0,,,,82163000.0,,,,,,,,,,,,,,672688000.0,,,,,705687000.0,,,,2005000.0,2005000.0,78000.0,78000.0,,,,,,-195805000.0,,71118000.0,,-195805000.0,,560000.0,24119000.0,,,,-6735000.0,0.0,,,,,,,,,,,,,,,,,,,,,1879000.0,2348000.0,,,,,,,,,,,,,,29059000.0,,30659000.0,,,,,,,,0.0,,-6735000.0,-1209000.0,-2513000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,172000.0,,,,,6089000.0,1011318.0,,
2023-03-31,3M,EUR,770648000.0,677327000.0,,,49166667.0,0.12,172185000.0,,-4068000.0,115655000.0,7861000.0,74203000.0,74203000.0,-1117000.0,74203000.0,,-97982000.0,74825000.0,-4141000.0,-10446000.0,-341300000.0,23744000.0,-257318000.0,-97982000.0,7861000.0,412911000.0,,,964699000.0,1420461000.0,11461000.0,241588000.0,253049000.0,1075496000.0,,4637000.0,4637000.0,49166667.0,0.12,5900000.0,10826000.0,15463000.0,74203000.0,549021232.0,150819000.0,,-248792000.0,24038000.0,110303000.0,119741000.0,,132493000.0,53899000.0,,,,,,-1077000.0,255000.0,597863000.0,720498000.0,-4077000.0,,104194000.0,65999000.0,170193000.0,,-7001000.0,,,455524232.0,0.0,0.0,,,233384000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,10790000.0,5900000.0,-140000.0,-2709000.0,-7001000.0,-7001000.0,-2709000.0,161753000.0,-9000.0,132493000.0,-3928000.0,293170000.0,9123000.0,17025000.0,5431000.0,,15499000.0,5926283.875758,-244724000.0,43073000.0,10826000.0,1018598000.0,49406099.0,,47946000.0,9438000.0,-55000.0,2357000.0,2519000.0,1855000.0,132493000.0,70613000.0,,0.0,774498000.0,-18000.0,,,8081000.0,,-55000.0,,-140000.0,-3928000.0,964699000.0,4637000.0,-7001000.0,,5900000.0,19035000.0,43073000.0,50417417.0,-36000.0,-2161000.0,412911000.0,293170000.0,-9716.124242,2181000.0,0.269892,455000.0,-26000.0,1684175000.0,478910000.0,423242000.0,412911000.0,1007772000.0,1271264000.0,263714000.0,195768000.0,10790000.0,,1018598000.0,1995000.0,-36000.0,-36000.0,6031000.0,1011318.0,344965000.0,36000.0
2023-06-30,3M,EUR,675884000.0,476446000.0,-95178000.0,-4584000.0,49406099.0,-0.66,74203000.0,149887000.0,-5837000.0,115419000.0,7861000.0,130259000.0,130259000.0,-25801000.0,,130259000.0,56056000.0,64121000.0,-4357000.0,1360000.0,-95001000.0,200881000.0,167004000.0,56056000.0,7861000.0,353612000.0,,7908000.0,836774000.0,1214922000.0,11583000.0,164001000.0,175584000.0,909265000.0,,4185000.0,4883000.0,49517925.0,-0.66,-32807000.0,-21889000.0,-17006000.0,130259000.0,623736910.0,-106271000.0,533742000.0,162307000.0,52212000.0,110269000.0,119367000.0,481030000.0,231968000.0,50467000.0,1000.0,10352000.0,10352000.0,146000.0,146000.0,-4629000.0,146000.0,533742000.0,583681000.0,-5817000.0,,103836000.0,66068000.0,169904000.0,,-17037000.0,697000.0,24753000.0,274697910.0,0.0,0.0,,,99810000.0,-32807000.0,-32807000.0,-32807000.0,-32807000.0,-32807000.0,-21737000.0,-32807000.0,-4000.0,-10378000.0,-2037000.0,-2037000.0,-10378000.0,-75192000.0,20000.0,136790000.0,-5833000.0,234245000.0,9143000.0,17363000.0,1749000.0,,-16917000.0,-32739360.0,168144000.0,72111000.0,-21644000.0,887241000.0,49406099.0,,182000.0,9098000.0,,2337000.0,,18553000.0,49420000.0,22705000.0,,0.0,727531000.0,-10000.0,5720000.0,7065000.0,-32241000.0,0.0,-65000.0,,,,836774000.0,4883000.0,-17037000.0,,-26907000.0,19899000.0,72111000.0,50417417.0,-93000.0,104000.0,353612000.0,234245000.0,-21360.0,566000.0,0.24,44704000.0,-1578000.0,1482559000.0,419680000.0,345488000.0,353612000.0,908885000.0,1128947000.0,267637000.0,219682000.0,,172000.0,887241000.0,33094000.0,-89000.0,-89000.0,29969000.0,1011318.0,305657000.0,93000.0
2023-09-30,3M,EUR,781680000.0,548479000.0,,,50150000.0,0.04,130259000.0,,-1741000.0,112894000.0,7861000.0,114373000.0,114487000.0,-878000.0,,,-15886000.0,-75250000.0,734000.0,-2776000.0,100377000.0,-62875000.0,-39790000.0,-15886000.0,7861000.0,355979000.0,,,791067000.0,1352875000.0,11696000.0,189388000.0,201084000.0,1048302000.0,-1086000.0,5626000.0,4928000.0,50150000.0,0.04,2006000.0,7197000.0,12125000.0,114373000.0,454848580.0,24139000.0,,-35114000.0,23774000.0,118768000.0,127552000.0,,134537000.0,48032000.0,7000.0,,,,,-2349000.0,311000.0,614222000.0,618350000.0,-6652000.0,8000000.0,101198000.0,72983000.0,174181000.0,8000000.0,-2182000.0,,,239619580.0,0.0,0.0,,,147998000.0,2006000.0,2006000.0,2006000.0,2006000.0,2006000.0,6731000.0,2006000.0,-8000.0,-3981000.0,5818000.0,5818000.0,-3981000.0,22135000.0,-324000.0,134537000.0,-1733000.0,228427000.0,9459000.0,17757000.0,5403000.0,,12591000.0,2345925.818182,-33373000.0,40835000.0,7197000.0,839099000.0,49406099.0,70845000.0,64028000.0,8784000.0,,2670000.0,25471000.0,,134537000.0,,114000.0,0.0,783190000.0,-65000.0,,,2750000.0,,-26000.0,,,,791067000.0,4928000.0,-2182000.0,,-24901000.0,17061000.0,40835000.0,49406099.0,-466000.0,170000.0,355979000.0,228427000.0,-126074.181818,744000.0,0.270545,4835000.0,-1980000.0,1627093000.0,428962000.0,375265000.0,355979000.0,831902000.0,1271114000.0,274218000.0,222812000.0,6731000.0,,839099000.0,1510000.0,-466000.0,-466000.0,,,304573000.0,466000.0
2023-12-31,3M,EUR,1109260000.0,698602000.0,-101620000.0,-7735000.0,,,114373000.0,150474000.0,-1836000.0,111050000.0,7861000.0,260883000.0,260996000.0,0.0,,260883000.0,146510000.0,99263000.0,-11848000.0,-1970000.0,328477000.0,-149367000.0,264555000.0,146510000.0,7861000.0,367410000.0,,1504000.0,1174181000.0,1561582000.0,11896000.0,72246000.0,84142000.0,1254230000.0,,3867000.0,5617000.0,,,13026000.0,18883000.0,24500000.0,260883000.0,486715514.0,-128077000.0,514770000.0,276153000.0,-50260000.0,116510000.0,127563000.0,706337000.0,234342000.0,66043000.0,,,,,,-3531000.0,410000.0,514770000.0,505358000.0,-3402000.0,15000000.0,99154000.0,65702000.0,164856000.0,15000000.0,-19055000.0,1298000.0,32752000.0,271486514.0,0.0,0.0,-1896000.0,,,13026000.0,13026000.0,13026000.0,13026000.0,13026000.0,18228000.0,13026000.0,63000.0,-2772000.0,-4055000.0,-4055000.0,-2772000.0,-120991000.0,330000.0,132722000.0,-1899000.0,239847000.0,11243000.0,18923000.0,1795000.0,2340000.0,51895000.0,34913099.484789,277989000.0,20420000.0,45623000.0,1240224000.0,49406099.0,,119000.0,11053000.0,,,,29515000.0,49612000.0,30630000.0,113000.0,0.0,1169571000.0,-469000.0,,,16304000.0,0.0,22378000.0,-1896000.0,,,1174181000.0,5617000.0,-19055000.0,,-11875000.0,18127000.0,-32133000.0,50417417.0,-27395000.0,-1273000.0,367410000.0,239847000.0,-5507900.515211,3278000.0,0.201055,56584000.0,-5282000.0,1835450000.0,433112000.0,248998000.0,367410000.0,1194601000.0,1468040000.0,273868000.0,213810000.0,18228000.0,,1240224000.0,30796000.0,-27395000.0,-27395000.0,26938000.0,1011318.0,307352000.0,27395000.0
2024-03-31,3M,EUR,873857000.0,608790000.0,,,53300000.0,0.06,260883000.0,,-1554000.0,108409000.0,7861000.0,220392000.0,220521000.0,,220392000.0,,-40491000.0,-67409000.0,-2513000.0,4241000.0,-235668000.0,89812000.0,-211537000.0,-40491000.0,7861000.0,370690000.0,,,873693000.0,1501448000.0,11808000.0,,11808000.0,1196090000.0,,5324000.0,5324000.0,53300000.0,0.06,3198000.0,8674000.0,13998000.0,220392000.0,481033812.0,160051000.0,,-200560000.0,24807000.0,116510000.0,127143000.0,,129756000.0,52508000.0,,,,,,-1010000.0,373000.0,582179000.0,370690000.0,-1536000.0,,96601000.0,,96601000.0,,-5493000.0,,,265804812.0,0.0,0.0,,,,3198000.0,3198000.0,3198000.0,3198000.0,3198000.0,9013000.0,3198000.0,-1000.0,-4585000.0,-5493000.0,-5493000.0,-4585000.0,168837000.0,18000.0,129756000.0,-1553000.0,243547000.0,11695000.0,19324000.0,,,13659000.0,2953166.666667,-199006000.0,43834000.0,8674000.0,926201000.0,49406099.0,,60308000.0,10633000.0,,2322000.0,22216000.0,3065000.0,129756000.0,85453000.0,129000.0,0.0,878783000.0,-169000.0,,,4428000.0,,-292000.0,,-1000.0,-1553000.0,873693000.0,5324000.0,-5493000.0,,3198000.0,19027000.0,43834000.0,49406099.0,339000.0,34000.0,370690000.0,243547000.0,94166.666667,1230000.0,0.277778,4505000.0,0.0,1772364000.0,370690000.0,108409000.0,370690000.0,917527000.0,1401674000.0,270916000.0,205584000.0,9013000.0,,926201000.0,1861000.0,339000.0,339000.0,5750000.0,,305358000.0,-339000.0
