symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
ECMB.MI,2021-12-31,12M,EUR,2107000.0,3040000.0,,-212000.0,129000.0,40000.0,4294117.0,0.338603,,,15000.0,1554000.0,1554000.0,,0.0,1554000.0,,,,,,,,,15000.0,3281000.0,,0.0,7033000.0,7383000.0,507000.0,507000.0,,4965000.0,,,,334000.0,205000.0,4294117.0,0.338603,1454000.0,,1889000.0,2223000.0,,,,903000.0,,,,,892000.0,3252000.0,2209000.0,4695000.0,48000.0,48000.0,1000.0,1000.0,,2248000.0,5767000.0,,40000.0,206000.0,12000.0,5000.0,,,1979000.0,1979000.0,,,223000.0,194000.0,781000.0,,,932000.0,1454000.0,1454000.0,1455000.0,1454000.0,1454000.0,,1455000.0,,-60000.0,,,,-60000.0,,,2209000.0,,,2389000.0,327000.0,2280000.0,1499048.886475,,2743000.0,1952000.0,11728000.0,4294117.0,21000.0,284000.0,892000.0,,1000.0,282000.0,120000.0,131000.0,163000.0,-2000.0,0.0,2434000.0,114000.0,79000.0,1841000.0,1297000.0,,,,,1267000.0,7033000.0,334000.0,280000.0,280000.0,,,1454000.0,,,,4294117.0,-57000.0,3281000.0,2389000.0,-11951.113525,386000.0,0.209669,278000.0,,10747000.0,5260000.0,2486000.0,3281000.0,9776000.0,7466000.0,3364000.0,2501000.0,13000.0,11728000.0,207000.0,-57000.0,-57000.0,78000.0,2418000.0,59000.0
ECMB.MI,2022-12-31,12M,EUR,2316384.0,3236299.0,-944531.0,-259000.0,258317.0,80000.0,4294117.0,0.423251,1553966.0,-2515045.0,15000.0,1664989.0,1664989.0,-540000.0,600.0,1664389.0,-2455.0,111023.0,-480680.0,-57968.0,209041.0,-191474.0,-523536.0,111023.0,15000.0,4321345.0,,1230576.0,8439234.0,8685443.0,1211224.0,1211224.0,172454.0,6447563.0,784586.0,500387.0,500387.0,500387.0,242070.0,4294117.0,0.423251,1817488.0,0.0,2686315.0,3186702.0,1664989.0,,812848.0,667763.0,945400.0,-661825.0,-3833.0,0.0,1507968.0,3495000.0,4564393.0,5787590.0,84241.0,84241.0,19423.0,19423.0,-64818.0,2729204.0,8160762.0,-2555045.0,80000.0,204476.0,6000.0,5100.0,,1354775.0,2628193.0,2628193.0,1354775.0,,215576.0,333663.0,1178285.0,,,2174428.0,1817488.0,1817488.0,1817488.0,1817488.0,1817488.0,1817488.0,1817488.0,-874206.0,-64818.0,-40000.0,1352848.0,1354775.0,-64818.0,-192000.0,,3619862.0,-1640839.0,-1927.0,2813377.0,378084.0,3389511.0,1959145.356321,1853220.0,2964105.0,2823485.0,14226824.0,4294117.0,78000.0,560359.0,1507968.0,18602.0,-3000.0,312375.0,132000.0,765169.0,577725.0,-4000.0,0.0,2895805.0,130225.0,341000.0,2602074.0,1390363.0,345604.0,-874206.0,-40000.0,-1640839.0,1919107.0,8439234.0,500387.0,502000.0,502000.0,,128809.0,1938083.0,0.0,0.0,0.0,4294117.0,-202809.0,4321345.0,2813377.0,-61151.643679,784586.0,0.301523,304772.0,-814832.0,14108848.0,6949538.0,3839417.0,4321345.0,11403339.0,9787503.0,5423406.0,3339940.0,,14226824.0,579421.0,-202809.0,-202809.0,142334.0,2237880.0,74000.0
ECMB.MI,2023-12-31,12M,EUR,4392425.0,5973877.0,-1127211.0,-264000.0,684145.0,57392.0,,0.273675,1664989.0,-2983632.0,1427059.0,7475986.0,7475986.0,,399.0,7475587.0,-272151.0,5810997.0,-1282253.0,234038.0,2076041.0,-2702010.0,-1946335.0,5810997.0,1427059.0,14882614.0,10999994.0,0.0,10209104.0,18723573.0,632241.0,632241.0,173995.0,7611570.0,363557.0,995509.0,995509.0,990064.0,305919.0,,0.273675,1175191.0,37897.0,1662571.0,2658080.0,7475986.0,33586406.0,10447423.0,1348268.0,821722.0,-3151009.0,-599995.0,847541.0,3761074.0,6237877.0,2968810.0,5105182.0,123823.0,123823.0,78843.0,78843.0,-44980.0,4011457.0,16583076.0,-4469049.0,57392.0,7351.0,0.0,0.0,10999994.0,,1068221.0,1068221.0,,-552571.0,7351.0,426246.0,1879166.0,32549406.0,10999994.0,,1175191.0,1175191.0,1175191.0,1175191.0,1175191.0,1175191.0,1175191.0,-1955076.0,-44980.0,-1485117.0,-552571.0,-552571.0,-44980.0,,-300.0,1841599.0,-1028556.0,,11121540.0,448659.0,2787904.0,1274341.735783,-167377.0,3987322.0,1117860.0,15314286.0,,,884383.0,2913533.0,44980.0,,352046.0,,1089644.0,282893.0,,0.0,4788826.0,136714.0,,1538748.0,0.0,222767.0,-1955076.0,-2330340.0,-1028556.0,2663189.0,10209104.0,995509.0,,,-552571.0,124379.0,1823134.0,,845223.0,,,-129824.0,14882614.0,11121540.0,-30673.264217,363557.0,0.236268,805365.0,-346337.0,24437310.0,15950835.0,1700462.0,14882614.0,14196426.0,9554696.0,5713736.0,1943126.0,,15314286.0,396401.0,-129824.0,-129824.0,0.0,11112003.0,5445.0
