asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,132673000.0,116973000.0,-144338000.0,-5939000.0,14307000.0,,2040000.0,27393000.0,0.48,83020000.0,128544000.0,-32595000.0,34458000.0,27393000.0,86061000.0,88285000.0,-13149000.0,84570000.0,1491000.0,2878000.0,7043000.0,1454000.0,-39307000.0,10197000.0,-21789000.0,2879000.0,27393000.0,-13149000.0,217817000.0,2730000.0,314747000.0,384075000.0,7415000.0,43816000.0,51231000.0,333866000.0,16625000.0,10441000.0,24700000.0,24700000.0,33287000.0,18980000.0,27393000.0,0.48,13027000.0,25674000.0,58961000.0,163000.0,86061000.0,,-5318000.0,67219000.0,10226000.0,-120000.0,-23000.0,8351000.0,23550000.0,83228000.0,122912000.0,284051000.0,391124000.0,429000.0,4769000.0,2231000.0,2231000.0,200000.0,200000.0,-2557000.0,120000.0,155498000.0,287639000.0,-34624000.0,2040000.0,30000000.0,27043000.0,26006000.0,53049000.0,30000000.0,-13221000.0,563000.0,81969000.0,,858000.0,25000.0,,13027000.0,13027000.0,13002000.0,13027000.0,13027000.0,13002000.0,13002000.0,-18051000.0,-2413000.0,-2410000.0,16779000.0,16779000.0,-2413000.0,-158000.0,1000.0,139713000.0,-14284000.0,134589000.0,13334000.0,2876000.0,13032000.0,2640000.0,60337000.0,14072760.0,42821000.0,360468000.0,30656000.0,705871000.0,27393042.0,-1000.0,20484000.0,,59678000.0,-1000.0,11528000.0,2000.0,286000.0,60120000.0,31026000.0,70808000.0,5331000.0,2224000.0,-3470000.0,0.0,183672000.0,9769000.0,11759000.0,23443000.0,0.0,9769000.0,,-18051000.0,,-14544000.0,66462000.0,314747000.0,24700000.0,2876000.0,2876000.0,-13221000.0,13027000.0,,,260000.0,31603000.0,39954000.0,27393042.0,-1376000.0,217817000.0,134589000.0,-330240.0,10441000.0,0.24,17559000.0,-7006000.0,622988000.0,243823000.0,104280000.0,218675000.0,675215000.0,404313000.0,238915000.0,70447000.0,29644000.0,382000.0,705871000.0,19973000.0,-1376000.0,-1376000.0,925000.0,21818000.0,50209000.0,77000.0
2020-12-31,12M,EUR,132790000.0,102875000.0,-153950000.0,-6327000.0,13710000.0,,2112000.0,27393000.0,0.09,86061000.0,126795000.0,-15285000.0,30272000.0,27393000.0,163425000.0,190424000.0,,162137000.0,1288000.0,80062000.0,21409000.0,4846000.0,7982000.0,12510000.0,42285000.0,80062000.0,27393000.0,,214022000.0,1305000.0,266099000.0,439027000.0,6746000.0,67793000.0,74539000.0,359939000.0,19666000.0,767000.0,24750000.0,24750000.0,33384000.0,19674000.0,27393000.0,0.09,2531000.0,5760000.0,39144000.0,-2699000.0,163425000.0,518962980.0,30220000.0,51614000.0,72935000.0,-552000.0,-288000.0,7916000.0,23471000.0,73356000.0,109202000.0,279083000.0,312691000.0,1108000.0,7778000.0,2538000.0,2538000.0,408000.0,408000.0,-2672000.0,552000.0,129848000.0,324769000.0,-38378000.0,2112000.0,115000000.0,23526000.0,42954000.0,66480000.0,115000000.0,-76180000.0,322000.0,81327000.0,515810980.0,790000.0,76000.0,0.0,2531000.0,2531000.0,2455000.0,2531000.0,2531000.0,2455000.0,2455000.0,-10542000.0,-2112000.0,-24670000.0,38820000.0,38820000.0,-2112000.0,,-1000.0,125133000.0,-3717000.0,140666000.0,17499000.0,2992000.0,12775000.0,,42561000.0,5134580.074488,88220000.0,303233000.0,9458000.0,578790000.0,27393042.0,1000.0,,-1000.0,49885000.0,-1000.0,11131000.0,-1000.0,183000.0,45544000.0,29250000.0,69656000.0,3996000.0,26999000.0,-4361000.0,0.0,180419000.0,7675000.0,12155000.0,3222000.0,0.0,7675000.0,0.0,-10542000.0,-24670000.0,-4743000.0,59072000.0,266099000.0,24750000.0,2153000.0,2153000.0,-76180000.0,2531000.0,0.0,,1026000.0,19192000.0,27108000.0,27393042.0,-3417000.0,214022000.0,140666000.0,-813419.925512,767000.0,0.238051,10776000.0,-5132000.0,658288000.0,256976000.0,141019000.0,214812000.0,569332000.0,443476000.0,219265000.0,83537000.0,6223000.0,-18000.0,578790000.0,18379000.0,-3417000.0,-3417000.0,969000.0,19163000.0,79088000.0,0.0
2021-12-31,12M,EUR,186660000.0,125962000.0,-161707000.0,-8726000.0,14385000.0,0.0,2701000.0,27393000.0,1.24,163425000.0,120960000.0,-14151000.0,22704000.0,27393000.0,127099000.0,154197000.0,,125440000.0,1659000.0,-37128000.0,-46051000.0,-695000.0,102192000.0,-22907000.0,30361000.0,-37128000.0,27393000.0,,248368000.0,3162000.0,345738000.0,479242000.0,7384000.0,4153000.0,11537000.0,430458000.0,24366000.0,6289000.0,24859000.0,24859000.0,33236000.0,18851000.0,27393000.0,1.24,34018000.0,42320000.0,75556000.0,802000.0,127099000.0,555059085.0,-132652000.0,67869000.0,89725000.0,-80000.0,-18297000.0,12497000.0,46694000.0,97990000.0,134688000.0,278909000.0,396460000.0,892000.0,8751000.0,1836000.0,1836000.0,241000.0,241000.0,-2334000.0,0.0,179417000.0,253201000.0,-8352000.0,2701000.0,,15320000.0,680000.0,16000000.0,,-118895000.0,484000.0,81105000.0,668938085.0,849000.0,-177000.0,2595000.0,34018000.0,34018000.0,34195000.0,34018000.0,34018000.0,34195000.0,34195000.0,-5734000.0,-2303000.0,0.0,-118895000.0,-118895000.0,-2303000.0,-545000.0,-1000.0,117202000.0,-5212000.0,150378000.0,23763000.0,9102000.0,13318000.0,,60517000.0,21310045.0,103876000.0,365980000.0,30480000.0,742198000.0,27393042.0,,,,51296000.0,,11539000.0,,198000.0,53900000.0,39573000.0,73682000.0,4395000.0,27098000.0,-23790000.0,0.0,252213000.0,15148000.0,13404000.0,40484000.0,0.0,15148000.0,-19859000.0,-5734000.0,0.0,-8417000.0,84895000.0,345738000.0,24859000.0,2330000.0,2330000.0,-118895000.0,220975000.0,22454000.0,,3205000.0,28418000.0,40915000.0,27393042.0,15039000.0,248368000.0,150378000.0,2331045.0,6289000.0,0.155,14379000.0,-6555000.0,722774000.0,249048000.0,27537000.0,249217000.0,711718000.0,473557000.0,243532000.0,43099000.0,45721000.0,708000.0,742198000.0,25980000.0,15039000.0,15039000.0,4195000.0,26653000.0,48784000.0,
2022-12-31,12M,EUR,181996000.0,112513000.0,-173228000.0,-5998000.0,13084000.0,2520000.0,2524000.0,27403000.0,1.1,127099000.0,125241000.0,-19553000.0,24000000.0,230301000.0,125039000.0,145583000.0,-17056000.0,123556000.0,1483000.0,-1639000.0,-37895000.0,1218000.0,3830000.0,11053000.0,-31002000.0,-1639000.0,230301000.0,,260548000.0,1900000.0,371088000.0,494775000.0,7504000.0,1776000.0,9280000.0,430133000.0,25015000.0,11338000.0,32496000.0,32496000.0,32496000.0,19412000.0,27403000.0,1.1,30248000.0,42455000.0,74951000.0,-421000.0,125039000.0,267718879.0,-30230000.0,95879000.0,20093000.0,-344000.0,-446000.0,17263000.0,46800000.0,88177000.0,118511000.0,288329000.0,451337000.0,2659000.0,2764000.0,821000.0,821000.0,436000.0,436000.0,-620000.0,418000.0,215588000.0,262885000.0,-11055000.0,2524000.0,,16496000.0,561000.0,17057000.0,,-2760000.0,,83994000.0,347464879.0,245000.0,-48000.0,-3285000.0,30248000.0,30248000.0,30296000.0,30248000.0,30248000.0,30296000.0,30296000.0,-5945000.0,-1143000.0,6191000.0,-2720000.0,-2720000.0,-1143000.0,-1169000.0,,115101000.0,-8434000.0,172371000.0,24387000.0,8426000.0,10567000.0,,70132000.0,26739768.0,39646000.0,405584000.0,45753000.0,822425000.0,27402593.0,-2000.0,,,41377000.0,1000.0,3853000.0,,177000.0,69398000.0,44457000.0,77194000.0,4100000.0,20544000.0,-7585000.0,0.0,241473000.0,9901000.0,13723000.0,41634000.0,0.0,,-3310000.0,-5967000.0,,-13586000.0,89003000.0,371088000.0,32496000.0,4465000.0,4465000.0,-2760000.0,30248000.0,25000.0,22000.0,5152000.0,36784000.0,54047000.0,27402593.0,4819000.0,260548000.0,172371000.0,1310768.0,11338000.0,0.272,11812000.0,-18590000.0,727131000.0,261109000.0,26337000.0,260793000.0,776672000.0,466338000.0,232357000.0,36205000.0,50749000.0,758000.0,822425000.0,15020000.0,4819000.0,4819000.0,155000.0,30705000.0,64642000.0,
2023-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257897931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348012931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
