symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BSS.MI,2019-12-31,12M,EUR,14307000.0,27393000.0,0.48,314747000.0,33287000.0,18980000.0,27393000.0,0.48,13027000.0,25674000.0,58961000.0,8351000.0,391124000.0,4769000.0,2231000.0,2231000.0,200000.0,200000.0,25000.0,13027000.0,13027000.0,13002000.0,13027000.0,13027000.0,13002000.0,-2413000.0,-2413000.0,60337000.0,14072760.0,360468000.0,30656000.0,705871000.0,286000.0,60120000.0,-3470000.0,0.0,23443000.0,314747000.0,24700000.0,2876000.0,2876000.0,31603000.0,39954000.0,-1376000.0,-330240.0,10441000.0,0.24,675215000.0,29644000.0,382000.0,705871000.0,-1376000.0,-1376000.0,77000.0
BSS.MI,2020-12-31,12M,EUR,13710000.0,27393000.0,0.09,266099000.0,33384000.0,19674000.0,27393000.0,0.09,2531000.0,5760000.0,39144000.0,7916000.0,312691000.0,7778000.0,2538000.0,2538000.0,408000.0,408000.0,76000.0,2531000.0,2531000.0,2455000.0,2531000.0,2531000.0,2455000.0,-2112000.0,-2112000.0,42561000.0,5134580.074488,303233000.0,9458000.0,578790000.0,183000.0,45544000.0,-4361000.0,0.0,3222000.0,266099000.0,24750000.0,2153000.0,2153000.0,19192000.0,27108000.0,-3417000.0,-813419.925512,767000.0,0.238051,569332000.0,6223000.0,-18000.0,578790000.0,-3417000.0,-3417000.0,0.0
BSS.MI,2021-12-31,12M,EUR,14385000.0,27393000.0,1.24,345738000.0,33236000.0,18851000.0,27393000.0,1.24,34018000.0,42320000.0,75556000.0,12497000.0,396460000.0,8751000.0,1836000.0,1836000.0,241000.0,241000.0,-177000.0,34018000.0,34018000.0,34195000.0,34018000.0,34018000.0,34195000.0,-2303000.0,-2303000.0,60517000.0,21310045.0,365980000.0,30480000.0,742198000.0,198000.0,53900000.0,-23790000.0,0.0,40484000.0,345738000.0,24859000.0,2330000.0,2330000.0,28418000.0,40915000.0,15039000.0,2331045.0,6289000.0,0.155,711718000.0,45721000.0,708000.0,742198000.0,15039000.0,15039000.0,
BSS.MI,2022-12-31,12M,EUR,13084000.0,27403000.0,1.1,371088000.0,32496000.0,19412000.0,27403000.0,1.1,30248000.0,42455000.0,74951000.0,17263000.0,451337000.0,2764000.0,821000.0,821000.0,436000.0,436000.0,-48000.0,30248000.0,30248000.0,30296000.0,30248000.0,30248000.0,30296000.0,-1143000.0,-1143000.0,70132000.0,26739768.0,405584000.0,45753000.0,822425000.0,177000.0,69398000.0,-7585000.0,0.0,41634000.0,371088000.0,32496000.0,4465000.0,4465000.0,36784000.0,54047000.0,4819000.0,1310768.0,11338000.0,0.272,776672000.0,50749000.0,758000.0,822425000.0,4819000.0,4819000.0,
BSS.MI,2023-09-30,TTM,EUR,,27402593.0,0.776965,367726000.0,31408000.0,18324000.0,27402593.0,0.776965,21396000.0,30330000.0,61738000.0,,436018000.0,,895000.0,895000.0,1125000.0,1125000.0,,21396000.0,21396000.0,21443000.0,21396000.0,21396000.0,21444000.0,-528000.0,-528000.0,64719000.0,23567618.243588,398543000.0,37475000.0,803744000.0,,61826000.0,-6380000.0,0.0,29435000.0,367726000.0,31408000.0,,,,,-2981000.0,-809381.756412,7992000.0,0.271514,766269000.0,34665000.0,,803744000.0,-2981000.0,-2981000.0,
BSS.MI,2024-03-31,TTM,EUR,,27402593.0,0.113938,351233000.0,31165000.0,19680000.0,27402593.0,0.113938,3000000.0,9986000.0,41151000.0,,420112000.0,,1712000.0,1712000.0,1951000.0,1951000.0,,3000000.0,3000000.0,3001000.0,3000000.0,3000000.0,3000000.0,-257000.0,-257000.0,38278000.0,1276200.0,410782000.0,9330000.0,771345000.0,,85407000.0,-5112000.0,0.0,8274000.0,351233000.0,31165000.0,,,,,2873000.0,1149200.0,5273000.0,0.4,762015000.0,,,771345000.0,2873000.0,2873000.0,
