symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
BSS.MI,2022-12-31,3M,EUR,181996000.0,112513000.0,-173228000.0,-5998000.0,2520000.0,2524000.0,,,125241000.0,24000000.0,230301000.0,125039000.0,145583000.0,123556000.0,1483000.0,230301000.0,260548000.0,1900000.0,121092000.0,494775000.0,7504000.0,1776000.0,9280000.0,,430133000.0,25015000.0,8138000.0,-4946000.0,,,5447000.0,4642000.0,12780000.0,,95879000.0,46800000.0,88177000.0,118511000.0,288329000.0,82648000.0,2659000.0,-957000.0,-957000.0,-293000.0,-293000.0,215588000.0,262885000.0,2524000.0,16496000.0,561000.0,17057000.0,,83994000.0,,245000.0,,5447000.0,5447000.0,5495000.0,5447000.0,5447000.0,5495000.0,-94000.0,-94000.0,115101000.0,172371000.0,24387000.0,8426000.0,10567000.0,9525000.0,2252460.796571,79486000.0,3162000.0,203740000.0,27402593.0,,,41377000.0,1000.0,,,-51852000.0,44457000.0,77194000.0,4100000.0,20544000.0,,0.0,241473000.0,13723000.0,5599000.0,0.0,89003000.0,121092000.0,8138000.0,30248000.0,27402593.0,3255000.0,260548000.0,172371000.0,60460.796571,104000.0,0.018575,11812000.0,727131000.0,261109000.0,26337000.0,260793000.0,200578000.0,466338000.0,232357000.0,36205000.0,6591000.0,203740000.0,15020000.0,3255000.0,3255000.0,155000.0,30705000.0,64642000.0
BSS.MI,2023-03-31,3M,EUR,178430000.0,118719000.0,,,,,27402593.0,0.449957,,23186000.0,27403000.0,111685000.0,132381000.0,,,27403000.0,271678000.0,,86024000.0,485987000.0,7072000.0,1412000.0,8484000.0,16791000.0,364712000.0,,7811000.0,7811000.0,27402593.0,0.449957,12330000.0,18106000.0,25917000.0,281927961.0,,,88432000.0,,,125607000.0,,604000.0,604000.0,284000.0,284000.0,218096000.0,273410000.0,3484000.0,16114000.0,320000.0,16434000.0,28608000.0,,401173961.0,241000.0,,12330000.0,12330000.0,12329000.0,12330000.0,12330000.0,12330000.0,-320000.0,-320000.0,114108000.0,183246000.0,,,10196000.0,23980000.0,10965511.770083,109143000.0,16464000.0,211631000.0,27402593.0,,,,,,2000.0,39373000.0,55380000.0,,,20696000.0,-1937000.0,0.0,233810000.0,,17502000.0,,,86024000.0,7811000.0,12330000.0,27402593.0,1937000.0,271678000.0,183246000.0,572511.770083,5173000.0,0.295566,,692011000.0,271998000.0,24918000.0,271919000.0,195167000.0,420092000.0,206024000.0,55380000.0,16464000.0,211631000.0,,1937000.0,1937000.0,140000.0,,121275000.0
BSS.MI,2023-06-30,3M,EUR,174423000.0,129110000.0,,-5375000.0,0.0,3460000.0,,,,,27403000.0,87130000.0,116746000.0,,,27403000.0,269925000.0,,89548000.0,472264000.0,,,,,396815000.0,26008000.0,10766000.0,10766000.0,,,7176000.0,10223000.0,20989000.0,223012271.0,85328000.0,46704000.0,87173000.0,134494000.0,,117006000.0,,632000.0,632000.0,446000.0,446000.0,207772000.0,269925000.0,3460000.0,,,,,,330475271.0,229000.0,,7176000.0,7176000.0,7176000.0,7176000.0,7176000.0,7174000.0,-186000.0,-186000.0,113898000.0,182752000.0,24596000.0,8163000.0,10208000.0,20989000.0,7176000.0,103126000.0,13880000.0,206554000.0,27402593.0,66625000.0,-1000.0,40469000.0,-1000.0,,246000.0,33662000.0,,,18636000.0,29616000.0,,0.0,181801000.0,,9591000.0,,91736000.0,89548000.0,10766000.0,19506000.0,27402593.0,,269925000.0,182752000.0,0.0,2415000.0,0.251799,,701399000.0,269925000.0,,270154000.0,192674000.0,431245000.0,229127000.0,34430000.0,13879000.0,206554000.0,7378000.0,,,,30709000.0,75449000.0
BSS.MI,2023-09-30,3M,EUR,140656000.0,126015000.0,,,,,,,,,27403000.0,95063000.0,116498000.0,,,27403000.0,268108000.0,,71062000.0,450140000.0,,,,18269000.0,311225000.0,,4693000.0,4693000.0,,,-3557000.0,-2641000.0,2052000.0,195335652.0,,,86177000.0,,,110757000.0,,616000.0,616000.0,688000.0,688000.0,189358000.0,294491000.0,2870000.0,,26383000.0,26383000.0,35782000.0,,302798652.0,7000.0,,-3557000.0,-3557000.0,-3557000.0,-3557000.0,-3557000.0,-3555000.0,72000.0,72000.0,112233000.0,181931000.0,,,9915000.0,2052000.0,-3557000.0,106788000.0,3969000.0,181819000.0,27402593.0,,,,,-1000.0,-1000.0,40643000.0,66672000.0,,,21435000.0,,0.0,207328000.0,,-3257000.0,,,71062000.0,4693000.0,15947000.0,27402593.0,,268108000.0,181931000.0,0.0,300000.0,0.24,,651419000.0,294491000.0,26383000.0,268115000.0,177850000.0,383304000.0,201279000.0,72079000.0,-2269000.0,181819000.0,,,,,,138915000.0
BSS.MI,2023-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257897931.0,,,,,,,,,,,,,,,,,,,,348012931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSS.MI,2024-03-31,3M,EUR,167892000.0,131288000.0,,,,,27402593.0,0.103895,,,27403000.0,100846000.0,117542000.0,,,27403000.0,266809000.0,,75325000.0,484742000.0,,,,18223000.0,316717000.0,,8063000.0,8063000.0,27402593.0,0.103895,2847000.0,6509000.0,14572000.0,249677153.0,,,130994000.0,,,122649000.0,,1212000.0,1212000.0,605000.0,605000.0,217689000.0,382049000.0,2939000.0,,115240000.0,115240000.0,37147000.0,,339792153.0,0.0,14394000.0,2847000.0,2847000.0,2847000.0,2847000.0,2847000.0,2847000.0,-607000.0,-607000.0,130579000.0,135815000.0,,,13341000.0,15606000.0,3467400.0,115000000.0,7649000.0,197974000.0,27402593.0,,,,,,,41330000.0,51764000.0,,,16696000.0,1034000.0,0.0,219656000.0,,5297000.0,,,75325000.0,8063000.0,2847000.0,27402593.0,-1034000.0,266809000.0,135815000.0,-413600.0,2450000.0,0.4,,749254000.0,382049000.0,115240000.0,266809000.0,190325000.0,482445000.0,264512000.0,165728000.0,,197974000.0,,-1034000.0,-1034000.0,,,168025000.0
