symbol,asOfDate,periodType,currencyCode,NetIncome
BGN.MI,2023-03-31,3M,EUR,83071000.0
BGN.MI,2023-06-30,3M,EUR,91980000.0
BGN.MI,2023-09-30,3M,EUR,80050000.0
BGN.MI,2023-12-31,3M,EUR,71035000.0
BGN.MI,2024-03-31,3M,EUR,121967000.0
BGN.MI,2024-03-31,TTM,EUR,365032000.0
