symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
BGN.MI,2019-12-31,12M,EUR,,,,,,,,,,50000000.0,-17785000.0,,,,,,,,,50000000.0,,,,,,,,,,,,,,,-17785000.0,,,,
BGN.MI,2020-12-31,12M,EUR,621062000.0,-15275000.0,-2251000.0,44880000.0,-33963000.0,61429000.0,-266607000.0,44880000.0,-2251000.0,,,30617000.0,0.0,0.0,665942000.0,-14691000.0,59865000.0,4234000.0,-15569000.0,,-294000.0,-12440000.0,274919000.0,274894000.0,-14081000.0,,-1194000.0,75140000.0,,-19631000.0,51634000.0,-294000.0,-14081000.0,-1194000.0,,0.0,0.0,,0.0
BGN.MI,2021-12-31,12M,EUR,665942000.0,-14964000.0,-285396000.0,954392000.0,-338207000.0,-3886000.0,816592000.0,954391000.0,-285396000.0,,,-35153000.0,0.0,0.0,1620334000.0,-311380000.0,1157444000.0,-3699000.0,93363000.0,,108327000.0,-25984000.0,323103000.0,323107000.0,-1996000.0,0.0,-12968000.0,1172408000.0,1000.0,-6397000.0,77958000.0,-597000.0,-1996000.0,-12968000.0,,108924000.0,0.0,0.0,0.0
BGN.MI,2022-12-31,12M,EUR,1620334000.0,-19838000.0,-209076000.0,-846095000.0,-69522000.0,58468000.0,-838124000.0,-846095000.0,-209076000.0,,,15269000.0,0.0,0.0,774239000.0,-233461000.0,-611971000.0,9702000.0,-20501000.0,,-663000.0,-24385000.0,213034000.0,212973000.0,-18462000.0,133000.0,-1376000.0,-592133000.0,,-61198000.0,69244000.0,-796000.0,-18462000.0,-1376000.0,,133000.0,0.0,133000.0,0.0
BGN.MI,2023-12-31,12M,EUR,774239000.0,-27563000.0,-210476000.0,-155266000.0,-43289000.0,28804000.0,-233837000.0,-155266000.0,-210476000.0,,,-37591000.0,0.0,0.0,618973000.0,-222723000.0,67368000.0,-5427000.0,-27474000.0,,89000.0,-12247000.0,326136000.0,326078000.0,-26061000.0,,-1502000.0,94931000.0,,-17971000.0,63678000.0,0.0,-26061000.0,-1502000.0,,89000.0,0.0,,0.0
BGN.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,365032000.0,,,,,,,,,,,,,,,,
