symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BGN.MI,2022-12-31,3M,EUR,114042140.0,0.505076,10000000.0,10000000.0,114042140.0,0.505076,,,,,,,,,,,0.0,0.0,,,,,,,,,,,10000000.0,,,,,,,,,900000.0
BGN.MI,2023-03-31,3M,EUR,114936000.0,0.72,,,114936000.0,0.72,83071000.0,2610000.0,26100000.0,9400000.0,20783000.0,91735000.0,37000.0,83071000.0,83071000.0,83034000.0,,,83071000.0,83071000.0,83034000.0,70952000.0,90688192.0,70932000.0,195162000.0,15119000.0,1092000.0,114423000.0,,26100000.0,-10492000.0,-2874808.0,31389000.0,0.274,195162000.0,-10492000.0,-10492000.0,
BGN.MI,2023-06-30,3M,EUR,,,,,,,91980000.0,-1005000.0,20149000.0,-2099000.0,30319000.0,110821000.0,11000.0,91980000.0,91980000.0,91969000.0,,,91980000.0,91980000.0,91969000.0,80502000.0,90755234.790662,127049000.0,251501000.0,59834000.0,-841000.0,125252000.0,,21648000.0,1679000.0,443234.790662,33283000.0,0.265728,251501000.0,1668000.0,1668000.0,
BGN.MI,2023-09-30,3M,EUR,,,,,,,80050000.0,5073000.0,35805000.0,21737000.0,36961000.0,113587000.0,-5000.0,80050000.0,80050000.0,80055000.0,,,80050000.0,80050000.0,80055000.0,76626000.0,96214635.36669,17535000.0,152148000.0,-31797000.0,1630000.0,109425000.0,,34306000.0,-22106000.0,-5930364.63331,29370000.0,0.268403,152148000.0,-22095000.0,-22095000.0,
BGN.MI,2023-09-30,TTM,EUR,114093000.0,2.75,,,114093000.0,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN.MI,2023-12-31,3M,EUR,113931636.0,0.623181,10700000.0,10700000.0,113931636.0,0.623181,71035000.0,3927000.0,25892000.0,10688000.0,41779000.0,118099000.0,15000.0,71035000.0,71035000.0,71020000.0,0.0,0.0,71035000.0,71035000.0,71020000.0,76320000.0,78191943.861019,208322000.0,319907000.0,135108000.0,-1140000.0,94747000.0,10700000.0,29955000.0,-9548000.0,-2391056.138981,23727000.0,0.250425,319907000.0,-9548000.0,-9548000.0,-500000.0
BGN.MI,2023-12-31,TTM,EUR,113931636.0,2.862243,,,113931636.0,2.862243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN.MI,2024-03-31,3M,EUR,114081000.0,1.07,,,114081000.0,1.07,121967000.0,2568000.0,28461000.0,9861000.0,39412000.0,118859000.0,0.0,121967000.0,121967000.0,121967000.0,,,121967000.0,121967000.0,121967000.0,79447000.0,130146578.0,88775000.0,259870000.0,28123000.0,930000.0,160955000.0,,28461000.0,-10791000.0,-2611422.0,38988000.0,0.242,259870000.0,-10791000.0,-10791000.0,
BGN.MI,2024-03-31,TTM,EUR,113867250.0,3.21,,,113867250.0,3.21,365032000.0,10563000.0,110307000.0,40187000.0,148471000.0,461366000.0,21000.0,365032000.0,365032000.0,365011000.0,,,365032000.0,365032000.0,365011000.0,312895000.0,395375955.238703,441681000.0,983426000.0,191268000.0,579000.0,490379000.0,,114370000.0,-40766000.0,-10422044.761297,125368000.0,0.255655,983426000.0,-40766000.0,-40766000.0,
