symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,RentAndLandingFees,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BGN.MI,2019-12-31,12M,EUR,9810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN.MI,2020-12-31,12M,EUR,11447000.0,115340000.0,2.38,32958000.0,21511000.0,115340000.0,2.38,274919000.0,-4978000.0,82252000.0,32958000.0,3527000.0,6213000.0,95857000.0,25000.0,274919000.0,274919000.0,274894000.0,,,274919000.0,274919000.0,274894000.0,89644000.0,301605440.0,329321000.0,711102000.0,130815000.0,396000.0,347290000.0,32958000.0,4677000.0,3604000.0,85856000.0,-33695000.0,-7008560.0,72396000.0,0.208,711102000.0,-33695000.0,-33695000.0,341000.0
BGN.MI,2021-12-31,12M,EUR,13705000.0,115016000.0,2.81,35654000.0,21949000.0,115016000.0,2.81,323103000.0,18299000.0,203790000.0,35654000.0,3623000.0,8884000.0,92218000.0,-4000.0,323103000.0,323103000.0,323107000.0,,,323103000.0,323103000.0,323107000.0,83334000.0,352465171.0,378546000.0,807130000.0,66912000.0,359000.0,392746000.0,35654000.0,4521000.0,3030000.0,203790000.0,-35654000.0,-6314829.0,69639000.0,0.177,807130000.0,-35677000.0,-35677000.0,266000.0
BGN.MI,2022-12-31,12M,EUR,,114564000.0,1.86,36700000.0,36700000.0,114564000.0,1.86,213034000.0,16742000.0,104983000.0,36668000.0,4177000.0,22237000.0,159405000.0,61000.0,213034000.0,213034000.0,212973000.0,0.0,-35300000.0,213034000.0,213034000.0,212973000.0,137168000.0,237859177.0,382645000.0,742662000.0,149466000.0,876000.0,322348000.0,36700000.0,5775000.0,3751000.0,108734000.0,-37557000.0,-12731823.0,109375000.0,0.339,742662000.0,-37557000.0,-37557000.0,13000.0
BGN.MI,2023-09-30,TTM,EUR,,114093000.0,2.75,,,114093000.0,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN.MI,2023-12-31,12M,EUR,,114081000.0,2.86,39800000.0,39800000.0,114081000.0,2.86,326136000.0,10605000.0,107946000.0,39726000.0,4339000.0,129842000.0,434242000.0,58000.0,326136000.0,326136000.0,326078000.0,0.0,0.0,326136000.0,326136000.0,326078000.0,304400000.0,355879245.0,423838000.0,918718000.0,178264000.0,741000.0,443847000.0,39800000.0,5471000.0,4063000.0,112009000.0,-40467000.0,-10723755.0,117769000.0,0.265,918718000.0,-40467000.0,-40467000.0,0.0
BGN.MI,2023-12-31,TTM,EUR,,113931636.0,2.862243,,,113931636.0,2.862243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN.MI,2024-03-31,TTM,EUR,,113867250.0,3.21,,,113867250.0,3.21,365032000.0,10563000.0,110307000.0,40187000.0,,148471000.0,461366000.0,21000.0,365032000.0,365032000.0,365011000.0,,,365032000.0,365032000.0,365011000.0,312895000.0,395375955.238703,441681000.0,983426000.0,191268000.0,579000.0,490379000.0,,,,114370000.0,-40766000.0,-10422044.761297,125368000.0,0.255655,983426000.0,-40766000.0,-40766000.0,
