symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
DNR.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23241000.0,,,,,,,,,,,,100634000.0,,,,,,,,,,,4848000.0,-1000.0,,,,,,,,,8158000.0,,,,,,,,,,,,,,,,,
DNR.MI,2023-03-31,3M,EUR,76637000.0,145473000.0,-219564000.0,223433000.0,-7276000.0,93138000.0,7713000.0,18268000.0,109638000.0,122317000.0,4204000.0,105434000.0,18268000.0,758219000.0,24677000.0,670475000.0,1662000.0,24329000.0,25991000.0,226356000.0,18447000.0,3310000.0,87265000.0,65743000.0,128357000.0,152749000.0,415817000.0,848000.0,-20415000.0,293810000.0,898001000.0,2708000.0,37603000.0,6051000.0,115453000.0,121504000.0,122664000.0,2129000.0,106083000.0,4989000.0,30144000.0,196253000.0,629862000.0,4000.0,11567000.0,7326000.0,23339000.0,1000.0,201685174.0,15765000.0,62614000.0,5819000.0,-2000.0,23187000.0,154316000.0,76146000.0,12679000.0,119823000.0,9560000.0,0.0,119683000.0,,501297000.0,201685174.0,758219000.0,629862000.0,22321000.0,1146147000.0,873672000.0,147495000.0,763208000.0,382939000.0,475672000.0,156583000.0,19999000.0,2281000.0,,107277000.0,444119000.0
DNR.MI,2023-06-30,3M,EUR,86805000.0,135466000.0,-216187000.0,223433000.0,-7265000.0,104007000.0,8818000.0,18268000.0,132507000.0,143757000.0,4285000.0,128222000.0,18268000.0,743452000.0,30390000.0,647940000.0,2464000.0,10855000.0,13319000.0,229574000.0,20023000.0,3429000.0,88905000.0,66976000.0,126428000.0,142731000.0,421321000.0,673000.0,-18899000.0,298424000.0,869882000.0,2654000.0,40731000.0,6354000.0,115575000.0,121929000.0,123482000.0,2244000.0,107358000.0,5034000.0,,205134000.0,617024000.0,4000.0,12894000.0,6503000.0,24122000.0,3000.0,201685174.0,20592000.0,59452000.0,,,21203000.0,138835000.0,43736000.0,11250000.0,130175000.0,8593000.0,0.0,118998000.0,,498837000.0,201685174.0,743452000.0,617024000.0,17291000.0,1135214000.0,859027000.0,135248000.0,748486000.0,386728000.0,487274000.0,157154000.0,22167000.0,2352000.0,,109420000.0,418366000.0
DNR.MI,2023-09-30,3M,EUR,76971000.0,140336000.0,-220602000.0,223433000.0,-7149000.0,106774000.0,8726000.0,18268000.0,169365000.0,182157000.0,5265000.0,164100000.0,18268000.0,899369000.0,39048000.0,688522000.0,2538000.0,14163000.0,16701000.0,229615000.0,20990000.0,3482000.0,87268000.0,68600000.0,127776000.0,147485000.0,436225000.0,212000.0,-16768000.0,287000000.0,1030942000.0,2642000.0,41169000.0,6188000.0,117410000.0,123598000.0,230323000.0,2311000.0,110139000.0,5632000.0,,215623000.0,771593000.0,,14658000.0,8848000.0,23982000.0,,201685174.0,29336000.0,59176000.0,,-1000.0,22322000.0,139095000.0,51524000.0,12792000.0,121404000.0,10212000.0,0.0,108192000.0,,650563000.0,201685174.0,899369000.0,771593000.0,17081000.0,1296426000.0,1016779000.0,140299000.0,905001000.0,391425000.0,607904000.0,161810000.0,22111000.0,3071000.0,,108308000.0,458907000.0
DNR.MI,2023-12-31,3M,EUR,106752000.0,141927000.0,-219019000.0,223433000.0,-6413000.0,100461000.0,21526000.0,18268000.0,198491000.0,198491000.0,5863000.0,192628000.0,18268000.0,904488000.0,47581000.0,700217000.0,3697000.0,6502000.0,10199000.0,249248000.0,16150000.0,3465000.0,64616000.0,64742000.0,115787000.0,148340000.0,474818000.0,543000.0,,257146000.0,1026877000.0,3180000.0,41815000.0,17829000.0,115887000.0,133716000.0,231511000.0,1896000.0,117917000.0,5700000.0,,255799000.0,788701000.0,,16216000.0,8873000.0,25222000.0,,200526669.0,38603000.0,51045000.0,,-1526000.0,22665000.0,167044000.0,54848000.0,,152406000.0,8464000.0,0.0,105539000.0,13610000.0,682357000.0,201685174.0,904488000.0,788701000.0,25188000.0,1332009000.0,1020375000.0,143915000.0,910188000.0,421821000.0,631792000.0,172573000.0,22989000.0,2866000.0,1158505.0,86991000.0,450969000.0
DNR.MI,2024-03-31,3M,EUR,95652000.0,164673000.0,-221784000.0,223433000.0,-6015000.0,131703000.0,22305000.0,18268000.0,154105000.0,165624000.0,50344000.0,103761000.0,18268000.0,900470000.0,41275000.0,697461000.0,4035000.0,17475000.0,21510000.0,257016000.0,16257000.0,3390000.0,64487000.0,66117000.0,115740000.0,170688000.0,482058000.0,43000.0,,271757000.0,1035153000.0,3219000.0,41035000.0,18270000.0,117208000.0,135478000.0,231511000.0,1949000.0,129642000.0,6470000.0,,260274000.0,784730000.0,,16034000.0,9147000.0,24399000.0,,198984633.0,36296000.0,49623000.0,,,21675000.0,138403000.0,58686000.0,11519000.0,145036000.0,8438000.0,0.0,117222000.0,,700237000.0,201685174.0,900470000.0,784730000.0,28240000.0,1337855000.0,1017678000.0,156988000.0,906940000.0,430915000.0,640394000.0,173899000.0,27709000.0,2926000.0,2700541.0,90048000.0,440445000.0
