asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,,,,,2847000.0,,,,,,,,,,-30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2818000.0,,,,,,,-23241000.0,,,,,,,,,,,,,,,,,,,0.0,,100634000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848000.0,,-1000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,8158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,76637000.0,145473000.0,-219564000.0,223433000.0,-7276000.0,2689000.0,,201685174.0,0.12,174129000.0,93138000.0,-19679000.0,7713000.0,18268000.0,109638000.0,122317000.0,,4204000.0,105434000.0,-63394000.0,-2270000.0,-27676000.0,-2987000.0,-25600000.0,-59047000.0,-63394000.0,18268000.0,,758219000.0,900000.0,0.0,24677000.0,91305000.0,670475000.0,1662000.0,24329000.0,25991000.0,226356000.0,18447000.0,10727000.0,3310000.0,7240000.0,7240000.0,7240000.0,7240000.0,201685174.0,0.12,24491000.0,38864000.0,46104000.0,-1097000.0,109638000.0,3727768015.0,-132963000.0,87265000.0,-40497000.0,-213000.0,,172000.0,7278000.0,65743000.0,128357000.0,152749000.0,415817000.0,125576000.0,848000.0,0.0,3134000.0,3134000.0,777000.0,777000.0,-3562000.0,730000.0,-20415000.0,293810000.0,898001000.0,90387000.0,2708000.0,900000.0,13649000.0,37603000.0,6051000.0,115453000.0,121504000.0,13649000.0,-147049000.0,122664000.0,2129000.0,106083000.0,3727142015.0,4989000.0,-512000.0,0.0,900000.0,30144000.0,1393000.0,24491000.0,24491000.0,25003000.0,24491000.0,24491000.0,25003000.0,25003000.0,-1860000.0,-2745000.0,110057000.0,-133400000.0,-133400000.0,-2745000.0,-2000.0,-1000.0,196253000.0,-17810000.0,629862000.0,4000.0,11567000.0,7326000.0,23339000.0,1000.0,45553000.0,24105423.369717,-20818000.0,86928000.0,38648000.0,216881000.0,201685174.0,15765000.0,62614000.0,5819000.0,2745000.0,-2000.0,669000.0,30504000.0,23187000.0,154316000.0,76146000.0,12679000.0,-356000.0,0.0,119823000.0,,9560000.0,35730000.0,0.0,0.0,-1860000.0,-17819000.0,119683000.0,91305000.0,7240000.0,678000.0,678000.0,-147049000.0,0.0,458000.0,,18000.0,501297000.0,9000.0,3446000.0,10724000.0,201685174.0,338000.0,145000.0,758219000.0,629862000.0,165423.369717,10727000.0,0.300224,22321000.0,-6151000.0,1146147000.0,873672000.0,147495000.0,763208000.0,178233000.0,382939000.0,475672000.0,156583000.0,39655000.0,388000.0,216881000.0,19999000.0,551000.0,551000.0,2281000.0,,107277000.0,444119000.0,0.0
2023-06-30,3M,EUR,86805000.0,135466000.0,-216187000.0,223433000.0,-7265000.0,,,,,109638000.0,104007000.0,-17729000.0,8818000.0,18268000.0,132507000.0,143757000.0,,4285000.0,128222000.0,24788000.0,-9422000.0,9003000.0,11853000.0,2582000.0,16419000.0,24789000.0,18268000.0,,743452000.0,0.0,,30390000.0,84276000.0,647940000.0,2464000.0,10855000.0,13319000.0,229574000.0,20023000.0,6956000.0,3429000.0,7204000.0,7204000.0,7204000.0,9893000.0,,,21742000.0,30207000.0,37411000.0,-1919000.0,132507000.0,3903583895.0,-38098000.0,88905000.0,26628000.0,,,30000.0,8250000.0,66976000.0,126428000.0,142731000.0,421321000.0,119227000.0,673000.0,1276000.0,1528000.0,1528000.0,251000.0,251000.0,-5596000.0,3867000.0,-18899000.0,298424000.0,869882000.0,18530000.0,2654000.0,0.0,-13167000.0,40731000.0,6354000.0,115575000.0,121929000.0,-13167000.0,-147000.0,123482000.0,2244000.0,107358000.0,3878405895.0,5034000.0,19000.0,-2046000.0,0.0,,,21742000.0,21742000.0,21723000.0,21742000.0,21742000.0,21723000.0,21723000.0,-2095000.0,-1821000.0,37913000.0,-13314000.0,-13314000.0,-1821000.0,-1043000.0,2000.0,205134000.0,-15244000.0,617024000.0,4000.0,12894000.0,6503000.0,24122000.0,3000.0,38587000.0,22632764.949963,44357000.0,91686000.0,27541000.0,203503000.0,201685174.0,20592000.0,59452000.0,,641000.0,,1484000.0,34513000.0,21203000.0,138835000.0,43736000.0,11250000.0,-5000.0,0.0,130175000.0,,8593000.0,28679000.0,0.0,-2046000.0,-2095000.0,-15634000.0,118998000.0,84276000.0,7204000.0,803000.0,803000.0,-147000.0,,190000.0,,25000.0,498837000.0,390000.0,3774000.0,12024000.0,201685174.0,-1296000.0,145000.0,743452000.0,617024000.0,-285235.050037,6956000.0,0.242547,17291000.0,-6718000.0,1135214000.0,859027000.0,135248000.0,748486000.0,175962000.0,386728000.0,487274000.0,157154000.0,27731000.0,544000.0,203503000.0,22167000.0,-1176000.0,-1176000.0,2352000.0,,109420000.0,418366000.0,
2023-09-30,3M,EUR,76971000.0,140336000.0,-220602000.0,223433000.0,-7149000.0,,,,,132507000.0,106774000.0,-14755000.0,8726000.0,18268000.0,169365000.0,182157000.0,0.0,5265000.0,164100000.0,36320000.0,14721000.0,2972000.0,-10342000.0,-10748000.0,-2823000.0,36319000.0,18268000.0,0.0,899369000.0,400000.0,,39048000.0,89114000.0,688522000.0,2538000.0,14163000.0,16701000.0,229615000.0,20990000.0,10688000.0,3482000.0,7336000.0,7336000.0,7336000.0,7336000.0,,,151726000.0,165002000.0,172338000.0,538000.0,169365000.0,3274925632.0,4495000.0,87268000.0,8455000.0,1245000.0,,50000.0,,68600000.0,127776000.0,147485000.0,436225000.0,120259000.0,212000.0,0.0,2412000.0,2412000.0,456000.0,456000.0,-4391000.0,2548000.0,-16768000.0,287000000.0,1030942000.0,8614000.0,2642000.0,400000.0,3418000.0,41169000.0,6188000.0,117410000.0,123598000.0,3418000.0,1291000.0,230323000.0,2311000.0,110139000.0,3283434632.0,5632000.0,-172000.0,26439000.0,400000.0,,-2496000.0,151726000.0,151726000.0,151898000.0,151726000.0,151726000.0,151898000.0,151898000.0,-1574000.0,112761000.0,-3015000.0,4709000.0,4709000.0,112761000.0,1040000.0,-2000.0,215623000.0,-13234000.0,771593000.0,,14658000.0,8848000.0,23982000.0,,155771000.0,136248454.234578,23210000.0,92789000.0,27470000.0,209373000.0,201685174.0,29336000.0,59176000.0,,-112761000.0,-1000.0,1227000.0,77564000.0,22322000.0,139095000.0,51524000.0,12792000.0,-17774000.0,0.0,121404000.0,0.0,10212000.0,162590000.0,0.0,0.0,-1574000.0,-13181000.0,108192000.0,89114000.0,7336000.0,,,1291000.0,,,,,650563000.0,-53000.0,,,201685174.0,17812000.0,145000.0,899369000.0,771593000.0,1089454.234578,10692000.0,0.065761,17081000.0,-8785000.0,1296426000.0,1016779000.0,140299000.0,905001000.0,181903000.0,391425000.0,607904000.0,161810000.0,29130000.0,-114717000.0,209373000.0,22111000.0,16567000.0,16567000.0,3071000.0,,108308000.0,458907000.0,
2023-12-31,3M,EUR,106752000.0,141927000.0,-219019000.0,223433000.0,-6413000.0,,,,,169365000.0,100461000.0,-36333000.0,21526000.0,18268000.0,198491000.0,198491000.0,-55000.0,5863000.0,192628000.0,30653000.0,25742000.0,-2903000.0,31112000.0,-4795000.0,43325000.0,30653000.0,18268000.0,-55000.0,904488000.0,0.0,,47581000.0,102571000.0,700217000.0,3697000.0,6502000.0,10199000.0,249248000.0,16150000.0,5860000.0,3465000.0,-1824000.0,8837000.0,8837000.0,8837000.0,,,32091000.0,39941000.0,48778000.0,-1527000.0,198491000.0,3103289186.0,-26920000.0,64616000.0,57168000.0,-117338000.0,0.0,392000.0,,64742000.0,115787000.0,148340000.0,474818000.0,124083000.0,543000.0,7642000.0,1659000.0,1659000.0,2072000.0,2072000.0,-4311000.0,4536000.0,,257146000.0,1026877000.0,-35928000.0,3180000.0,0.0,-3900000.0,41815000.0,17829000.0,115887000.0,133716000.0,-3900000.0,-4677000.0,231511000.0,1896000.0,117917000.0,3145147186.0,5700000.0,-335000.0,0.0,-17042000.0,,4761000.0,32091000.0,32091000.0,32426000.0,32091000.0,32091000.0,32426000.0,32426000.0,-1967000.0,-116534000.0,-376000.0,-8577000.0,-8577000.0,-116534000.0,-2000.0,,255799000.0,-33586000.0,788701000.0,,16216000.0,8873000.0,25222000.0,,-60348000.0,-60341988.767567,93501000.0,84160000.0,39923000.0,226654000.0,200526669.0,38603000.0,51045000.0,,116534000.0,-1526000.0,8691000.0,-20270000.0,22665000.0,167044000.0,54848000.0,,-115472000.0,0.0,152406000.0,,8464000.0,38282000.0,0.0,0.0,-1967000.0,-34366000.0,105539000.0,102571000.0,8837000.0,,,-4677000.0,,,13610000.0,,682357000.0,780000.0,,,201685174.0,107634000.0,-173000.0,904488000.0,788701000.0,16693011.232433,5856000.0,0.15297,25188000.0,-7150000.0,1332009000.0,1020375000.0,143915000.0,910188000.0,186731000.0,421821000.0,631792000.0,172573000.0,40402000.0,116947000.0,226654000.0,22989000.0,109126000.0,109126000.0,2866000.0,1158505.0,86991000.0,450969000.0,14000.0
2024-03-31,3M,EUR,95652000.0,164673000.0,-221784000.0,223433000.0,-6015000.0,,,199597777.0,0.09,198491000.0,131703000.0,-11513000.0,22305000.0,18268000.0,154105000.0,165624000.0,,50344000.0,103761000.0,-44373000.0,-14594000.0,-5889000.0,-11457000.0,-20256000.0,-53070000.0,-44373000.0,18268000.0,,900470000.0,500000.0,-22458000.0,41275000.0,73423000.0,697461000.0,4035000.0,17475000.0,21510000.0,257016000.0,16257000.0,9181000.0,3390000.0,8186000.0,8186000.0,8186000.0,8186000.0,199641608.0,0.09,17880000.0,28810000.0,36996000.0,-13000.0,154105000.0,2553047258.0,-10982000.0,64487000.0,-35824000.0,461000.0,,-1000.0,9606000.0,66117000.0,115740000.0,170688000.0,482058000.0,115708000.0,43000.0,,1611000.0,1611000.0,1047000.0,1047000.0,-3897000.0,2105000.0,,271757000.0,1035153000.0,-9080000.0,3219000.0,500000.0,11977000.0,41035000.0,18270000.0,117208000.0,135478000.0,11977000.0,-6000.0,231511000.0,1949000.0,129642000.0,2607623258.0,6470000.0,-138000.0,,-21958000.0,,-1342000.0,17880000.0,17880000.0,18018000.0,17880000.0,17880000.0,18018000.0,18018000.0,-1212000.0,-1215000.0,2062000.0,11971000.0,11971000.0,-1215000.0,-2000.0,,260274000.0,-9930000.0,784730000.0,,16034000.0,9147000.0,24399000.0,,37423000.0,18162866.502445,-24311000.0,89291000.0,26417000.0,189131000.0,198984633.0,36296000.0,49623000.0,,1215000.0,,1082000.0,28673000.0,21675000.0,138403000.0,58686000.0,11519000.0,-35000.0,0.0,145036000.0,,8438000.0,27199000.0,0.0,,-1212000.0,-10301000.0,117222000.0,73423000.0,8186000.0,639000.0,639000.0,-6000.0,-22458000.0,681000.0,,0.0,700237000.0,371000.0,2560000.0,12166000.0,201685174.0,34000.0,183000.0,900470000.0,784730000.0,-144133.497555,9181000.0,0.337549,28240000.0,-5350000.0,1337855000.0,1017678000.0,156988000.0,906940000.0,162714000.0,430915000.0,640394000.0,173899000.0,27533000.0,651000.0,189131000.0,27709000.0,-427000.0,-427000.0,2926000.0,2700541.0,90048000.0,440445000.0,1000.0
