asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,10843000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841000.0,,,,14425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-13126000.0,,,,,,,,,,,,,,,,,,,,,284675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9000.0,,,775000.0,,,-26000.0,,,,,,497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,46879000.0,90905000.0,,,-6829000.0,10701000.0,,201685175.0,0.161807,55589000.0,49355000.0,-27410000.0,3881000.0,16569000.0,75658000.0,76776000.0,,1795000.0,73863000.0,23044000.0,-1249000.0,12986000.0,-4782000.0,6490000.0,7310000.0,23044000.0,16569000.0,,409572000.0,,,5971000.0,206338000.0,327369000.0,1400000.0,15791000.0,17191000.0,145376000.0,8591000.0,11491000.0,,26475000.0,26475000.0,26475000.0,15774000.0,1817000.0,201685175.0,0.161807,32634000.0,1842000.0,50037000.0,76512000.0,-2975000.0,75658000.0,,-35411000.0,35344000.0,41312000.0,,,1143000.0,,61625000.0,131081000.0,97755000.0,153896000.0,293116000.0,,-798000.0,5783000.0,5783000.0,212000.0,212000.0,-5588000.0,,-10437000.0,116182000.0,575820000.0,-10267000.0,8577000.0,,,30793000.0,2481000.0,150457000.0,152938000.0,,-50648000.0,111572000.0,2149000.0,38166000.0,,3546000.0,-129000.0,0.0,0.0,90590000.0,,32634000.0,32634000.0,32763000.0,32634000.0,32634000.0,32763000.0,32763000.0,-7999000.0,-12621000.0,,-50648000.0,-50648000.0,-12621000.0,15237000.0,153896000.0,-19110000.0,278491000.0,25166000.0,25363000.0,27180000.0,74021000.0,30790660.0,68722000.0,243427000.0,49689000.0,499454000.0,201685174.0,-21000.0,7272000.0,69456000.0,2701000.0,15260000.0,,,6085000.0,110769000.0,13688000.0,29611000.0,20911000.0,1118000.0,778000.0,0.0,79254000.0,4717000.0,44254000.0,0.0,0.0,-7999000.0,-19411000.0,36234000.0,206338000.0,26475000.0,,,-50648000.0,,,482000.0,,32634000.0,301000.0,,,201685174.0,-251000.0,,409572000.0,278491000.0,647660.0,11491000.0,0.26,17396000.0,-15343000.0,770115000.0,560029000.0,170129000.0,413118000.0,449765000.0,356997000.0,442746000.0,211621000.0,55523000.0,7050000.0,499454000.0,18687000.0,2491000.0,2491000.0,2174000.0,,55041000.0,181993000.0,271000.0
2021-12-31,12M,EUR,61425000.0,139974000.0,,,-7387000.0,9727000.0,9727000.0,201685175.0,0.330694,75658000.0,55441000.0,-30989000.0,5421000.0,16786000.0,73843000.0,73843000.0,-60028000.0,1252000.0,72591000.0,-4792000.0,-105237000.0,25267000.0,11904000.0,-42991000.0,-110081000.0,-4792000.0,16786000.0,-60028000.0,450459000.0,18090000.0,,4473000.0,254254000.0,519358000.0,1637000.0,256137000.0,257774000.0,468877000.0,18769000.0,27108000.0,0.0,16507000.0,26234000.0,26234000.0,26234000.0,0.0,201685175.0,0.330694,66696000.0,0.0,98216000.0,124450000.0,2977000.0,73843000.0,,43519000.0,49236000.0,-46508000.0,2055000.0,,1803000.0,,63226000.0,132805000.0,147361000.0,167627000.0,361624000.0,0.0,-240000.0,4663000.0,4663000.0,284000.0,284000.0,-11909000.0,5448000.0,-21962000.0,233033000.0,706596000.0,-32792000.0,5421000.0,18090000.0,107803000.0,30304000.0,3784000.0,0.0,3784000.0,107803000.0,-20859000.0,121785000.0,2336000.0,43357000.0,,3503000.0,251000.0,-6352000.0,18090000.0,182294000.0,-5100000.0,66696000.0,66696000.0,66445000.0,66696000.0,66696000.0,66445000.0,66445000.0,-7083000.0,-9707000.0,3779000.0,86944000.0,86944000.0,-9707000.0,-1487000.0,167627000.0,-23136000.0,317654000.0,8220000.0,8066000.0,26036000.0,124195000.0,71965306.4,-15519000.0,272453000.0,89171000.0,615878000.0,201685174.0,,25722000.0,69579000.0,4933000.0,5919000.0,,,3087000.0,130649000.0,19909000.0,34052000.0,29647000.0,,1709000.0,0.0,114649000.0,10926000.0,93553000.0,0.0,-6352000.0,-7083000.0,-23906000.0,115225000.0,254254000.0,26234000.0,,,-20859000.0,,,477000.0,,66696000.0,770000.0,,,201685174.0,-4665000.0,0.0,450459000.0,317654000.0,-849693.6,27108000.0,0.2898,31457000.0,-17554000.0,965529000.0,450459000.0,261558000.0,453962000.0,526707000.0,511567000.0,446171000.0,42690000.0,87593000.0,5328000.0,615878000.0,33315000.0,255000.0,-2932000.0,2468000.0,,90534000.0,50481000.0,9000.0
2022-12-31,12M,EUR,80554000.0,123421000.0,,,-7854000.0,,9758000.0,190180575.0,0.47,73843000.0,55526000.0,-46142000.0,6436000.0,18868000.0,174129000.0,174129000.0,-20030000.0,3462000.0,170667000.0,101226000.0,-60408000.0,5494000.0,19509000.0,15614000.0,-26328000.0,101226000.0,18868000.0,-20030000.0,741218000.0,196707000.0,0.0,20100000.0,372911000.0,819164000.0,1633000.0,12022000.0,13655000.0,238044000.0,18546000.0,30765000.0,3331000.0,18365000.0,28123000.0,28123000.0,28123000.0,,190180575.0,0.47,89564000.0,,126847000.0,154970000.0,-940000.0,174129000.0,2892791394.0,193319000.0,75579000.0,66833000.0,-1943000.0,0.0,330000.0,37121000.0,66981000.0,131552000.0,131275000.0,184176000.0,479915000.0,644000.0,8989000.0,6417000.0,6417000.0,713000.0,713000.0,-24889000.0,18226000.0,-23241000.0,295476000.0,1015981000.0,-205068000.0,4610000.0,196707000.0,276412000.0,28795000.0,4803000.0,262741000.0,267544000.0,276412000.0,-257265000.0,122664000.0,2142000.0,43629000.0,2892165394.0,3586000.0,-101000.0,-17000.0,196707000.0,100634000.0,-1329000.0,89564000.0,89564000.0,89665000.0,89564000.0,89564000.0,89665000.0,89665000.0,-8026000.0,-7455000.0,-159291000.0,19147000.0,19147000.0,-7455000.0,-8000.0,184177000.0,-37734000.0,609666000.0,13096000.0,8664000.0,23959000.0,162509000.0,95180555.0,112975000.0,349158000.0,130757000.0,852826000.0,201685174.0,,33024000.0,64573000.0,4848000.0,7455000.0,-1000.0,,4534000.0,106979000.0,21271000.0,36126000.0,38484000.0,,284000.0,0.0,119313000.0,9017000.0,120430000.0,0.0,0.0,-8026000.0,-38116000.0,135731000.0,372911000.0,28123000.0,2676000.0,2676000.0,-257265000.0,0.0,1149000.0,8158000.0,199000.0,89564000.0,382000.0,15292000.0,52413000.0,201685174.0,-9482000.0,19464000.0,741218000.0,609666000.0,-1922445.0,30765000.0,0.255,19601000.0,-36748000.0,1287624000.0,1003959000.0,281199000.0,744804000.0,722069000.0,542820000.0,468460000.0,304776000.0,125809000.0,1751000.0,852826000.0,17488000.0,-7539000.0,-7539000.0,2467000.0,,107407000.0,581120000.0,10000.0
2023-12-31,12M,EUR,106752000.0,141927000.0,-219019000.0,223433000.0,-6413000.0,,10661000.0,201593719.0,1.14,174129000.0,100461000.0,-88496000.0,21526000.0,18268000.0,198491000.0,198491000.0,-24257000.0,5863000.0,192628000.0,28367000.0,28771000.0,-18604000.0,29636000.0,-38561000.0,-2126000.0,28367000.0,18268000.0,-24257000.0,904488000.0,1300000.0,-17042000.0,47581000.0,367266000.0,700217000.0,3697000.0,6502000.0,10199000.0,249248000.0,16150000.0,34231000.0,3465000.0,19956000.0,30617000.0,30617000.0,30617000.0,,201642382.0,1.14,230050000.0,,274014000.0,304631000.0,-4005000.0,198491000.0,3103289186.0,-193486000.0,64616000.0,51754000.0,-116426000.0,-17377000.0,644000.0,36957000.0,64742000.0,115787000.0,148340000.0,474818000.0,489145000.0,543000.0,8918000.0,8733000.0,8733000.0,3556000.0,3556000.0,-17860000.0,11681000.0,,257146000.0,1026877000.0,81603000.0,3180000.0,1300000.0,0.0,41815000.0,17829000.0,115887000.0,133716000.0,0.0,-150582000.0,231511000.0,1896000.0,117917000.0,3145147186.0,5700000.0,-1000000.0,24393000.0,-15742000.0,,2536000.0,230050000.0,230050000.0,231050000.0,230050000.0,230050000.0,231050000.0,231050000.0,-7496000.0,-8339000.0,144580000.0,-150582000.0,-150582000.0,-8339000.0,-7000.0,255799000.0,-79874000.0,788701000.0,16216000.0,8873000.0,25222000.0,179563000.0,121115772.0,140250000.0,355563000.0,133582000.0,856411000.0,200526669.0,,38603000.0,51045000.0,,8339000.0,-1526000.0,,12071000.0,122311000.0,22665000.0,167044000.0,54848000.0,,-133607000.0,0.0,152406000.0,8464000.0,265281000.0,0.0,-2046000.0,-7496000.0,-81000000.0,105539000.0,367266000.0,30617000.0,3050000.0,3050000.0,-150582000.0,-17042000.0,1703000.0,13610000.0,182000.0,682357000.0,1126000.0,12647000.0,49604000.0,201685174.0,124488000.0,262000.0,904488000.0,788701000.0,16133772.0,34231000.0,0.129,25188000.0,-28804000.0,1332009000.0,1020375000.0,143915000.0,910188000.0,722829000.0,421821000.0,631792000.0,172573000.0,136918000.0,3162000.0,856411000.0,22989000.0,125068000.0,125068000.0,2866000.0,1158505.0,86991000.0,450969000.0,19000.0
