symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
DNR.MI,2022-12-31,3M,EUR,2847000.0,,,-30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,
DNR.MI,2023-03-31,3M,EUR,,174129000.0,-19679000.0,,-63394000.0,-2270000.0,-27676000.0,-2987000.0,-25600000.0,-59047000.0,-63394000.0,,900000.0,0.0,10727000.0,7240000.0,7240000.0,-1097000.0,109638000.0,-132963000.0,-40497000.0,-213000.0,,172000.0,-3562000.0,730000.0,90387000.0,900000.0,13649000.0,13649000.0,-147049000.0,0.0,900000.0,1393000.0,24491000.0,25003000.0,-1860000.0,110057000.0,-133400000.0,-133400000.0,-2000.0,-1000.0,-17810000.0,-20818000.0,2745000.0,,0.0,-1860000.0,-17819000.0,-147049000.0,0.0,9000.0,145000.0,-6151000.0
DNR.MI,2023-06-30,3M,EUR,,109638000.0,-17729000.0,,24788000.0,-9422000.0,9003000.0,11853000.0,2582000.0,16419000.0,24789000.0,,0.0,,6956000.0,7204000.0,7204000.0,-1919000.0,132507000.0,-38098000.0,26628000.0,,,30000.0,-5596000.0,3867000.0,18530000.0,0.0,-13167000.0,-13167000.0,-147000.0,-2046000.0,0.0,,21742000.0,21723000.0,-2095000.0,37913000.0,-13314000.0,-13314000.0,-1043000.0,2000.0,-15244000.0,44357000.0,641000.0,,-2046000.0,-2095000.0,-15634000.0,-147000.0,,390000.0,145000.0,-6718000.0
DNR.MI,2023-09-30,3M,EUR,,132507000.0,-14755000.0,0.0,36320000.0,14721000.0,2972000.0,-10342000.0,-10748000.0,-2823000.0,36319000.0,0.0,400000.0,,10688000.0,7336000.0,7336000.0,538000.0,169365000.0,4495000.0,8455000.0,1245000.0,,50000.0,-4391000.0,2548000.0,8614000.0,400000.0,3418000.0,3418000.0,1291000.0,26439000.0,400000.0,-2496000.0,151726000.0,151898000.0,-1574000.0,-3015000.0,4709000.0,4709000.0,1040000.0,-2000.0,-13234000.0,23210000.0,-112761000.0,0.0,0.0,-1574000.0,-13181000.0,1291000.0,,-53000.0,145000.0,-8785000.0
DNR.MI,2023-12-31,3M,EUR,,169365000.0,-36333000.0,-55000.0,30653000.0,25742000.0,-2903000.0,31112000.0,-4795000.0,43325000.0,30653000.0,-55000.0,0.0,,5860000.0,-1824000.0,8837000.0,-1527000.0,198491000.0,-26920000.0,57168000.0,-117338000.0,0.0,392000.0,-4311000.0,4536000.0,-35928000.0,0.0,-3900000.0,-3900000.0,-4677000.0,0.0,-17042000.0,4761000.0,32091000.0,32426000.0,-1967000.0,-376000.0,-8577000.0,-8577000.0,-2000.0,,-33586000.0,93501000.0,116534000.0,,0.0,-1967000.0,-34366000.0,-4677000.0,,780000.0,-173000.0,-7150000.0
DNR.MI,2024-03-31,3M,EUR,,198491000.0,-11513000.0,,-44373000.0,-14594000.0,-5889000.0,-11457000.0,-20256000.0,-53070000.0,-44373000.0,,500000.0,-22458000.0,9181000.0,8186000.0,8186000.0,-13000.0,154105000.0,-10982000.0,-35824000.0,461000.0,,-1000.0,-3897000.0,2105000.0,-9080000.0,500000.0,11977000.0,11977000.0,-6000.0,,-21958000.0,-1342000.0,17880000.0,18018000.0,-1212000.0,2062000.0,11971000.0,11971000.0,-2000.0,,-9930000.0,-24311000.0,1215000.0,,,-1212000.0,-10301000.0,-6000.0,-22458000.0,371000.0,183000.0,-5350000.0
DNR.MI,2024-03-31,TTM,EUR,,109638000.0,-80330000.0,,47388000.0,16447000.0,3183000.0,21166000.0,-33217000.0,3851000.0,47388000.0,,900000.0,-39500000.0,32685000.0,20902000.0,31563000.0,-2921000.0,157026000.0,-71505000.0,56427000.0,-115752000.0,,471000.0,-18195000.0,13056000.0,-17864000.0,900000.0,-1672000.0,-1672000.0,-3539000.0,24393000.0,-38600000.0,-199000.0,223439000.0,224065000.0,-6848000.0,36585000.0,-5211000.0,-5211000.0,-7000.0,,-71994000.0,136757000.0,6809000.0,,,-6848000.0,-73482000.0,-3539000.0,-39500000.0,1488000.0,300000.0,-28003000.0
