symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DNR.MI,2019-12-31,12M,EUR,10843000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNR.MI,2020-12-31,12M,EUR,10701000.0,201685175.0,0.161807,206338000.0,26475000.0,15774000.0,201685175.0,0.161807,32634000.0,50037000.0,76512000.0,,293116000.0,-798000.0,5783000.0,5783000.0,212000.0,212000.0,-129000.0,32634000.0,32634000.0,32763000.0,32634000.0,32634000.0,32763000.0,-12621000.0,-12621000.0,74021000.0,30790660.0,243427000.0,49689000.0,499454000.0,6085000.0,110769000.0,778000.0,0.0,44254000.0,206338000.0,26475000.0,,,,,,,-251000.0,647660.0,11491000.0,0.26,449765000.0,55523000.0,7050000.0,499454000.0,2491000.0,2491000.0,271000.0
DNR.MI,2021-12-31,12M,EUR,9727000.0,201685175.0,0.330694,254254000.0,26234000.0,26234000.0,201685175.0,0.330694,66696000.0,98216000.0,124450000.0,,361624000.0,-240000.0,4663000.0,4663000.0,284000.0,284000.0,251000.0,66696000.0,66696000.0,66445000.0,66696000.0,66696000.0,66445000.0,-9707000.0,-9707000.0,124195000.0,71965306.4,272453000.0,89171000.0,615878000.0,3087000.0,130649000.0,1709000.0,0.0,93553000.0,254254000.0,26234000.0,,,,,,,-4665000.0,-849693.6,27108000.0,0.2898,526707000.0,87593000.0,5328000.0,615878000.0,255000.0,-2932000.0,9000.0
DNR.MI,2022-12-31,12M,EUR,,190180575.0,0.47,372911000.0,28123000.0,28123000.0,190180575.0,0.47,89564000.0,126847000.0,154970000.0,37121000.0,479915000.0,8989000.0,6417000.0,6417000.0,713000.0,713000.0,-101000.0,89564000.0,89564000.0,89665000.0,89564000.0,89564000.0,89665000.0,-7455000.0,-7455000.0,162509000.0,95180555.0,349158000.0,130757000.0,852826000.0,4534000.0,106979000.0,284000.0,0.0,120430000.0,372911000.0,28123000.0,2676000.0,2676000.0,1149000.0,199000.0,15292000.0,52413000.0,-9482000.0,-1922445.0,30765000.0,0.255,722069000.0,125809000.0,1751000.0,852826000.0,-7539000.0,-7539000.0,10000.0
DNR.MI,2023-09-30,TTM,EUR,,201759193.0,1.11,,,,201759193.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNR.MI,2023-12-31,12M,EUR,,201593719.0,1.14,367266000.0,30617000.0,30617000.0,201642382.0,1.14,230050000.0,274014000.0,304631000.0,36957000.0,489145000.0,8918000.0,8733000.0,8733000.0,3556000.0,3556000.0,-1000000.0,230050000.0,230050000.0,231050000.0,230050000.0,230050000.0,231050000.0,-8339000.0,-8339000.0,179563000.0,121115772.0,355563000.0,133582000.0,856411000.0,12071000.0,122311000.0,-133607000.0,0.0,265281000.0,367266000.0,30617000.0,3050000.0,3050000.0,1703000.0,182000.0,12647000.0,49604000.0,124488000.0,16133772.0,34231000.0,0.129,722829000.0,136918000.0,3162000.0,856411000.0,125068000.0,125068000.0,19000.0
DNR.MI,2024-03-31,TTM,EUR,,201071870.0,1.11,349384000.0,31563000.0,31563000.0,201131490.0,1.11,223439000.0,263960000.0,295523000.0,39285000.0,479277000.0,,7210000.0,7210000.0,3826000.0,3826000.0,-626000.0,223439000.0,223439000.0,224065000.0,223439000.0,223439000.0,224065000.0,-6809000.0,-6809000.0,171433000.0,115146007.400195,357926000.0,121351000.0,828661000.0,12484000.0,120480000.0,-133286000.0,0.0,256750000.0,349384000.0,31563000.0,3011000.0,3011000.0,1926000.0,164000.0,11761000.0,51046000.0,124184000.0,15797007.400195,32685000.0,0.127303,707310000.0,124796000.0,3425000.0,828661000.0,124090000.0,124090000.0,20000.0
