asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestrictedCash,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfInvestmentProperties,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,-49000.0,1053913.0,10920889.0,0.28,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,12283357.0,0.25,,,,,,,,,,,,,5021000.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,917000.0,,,,0.0,,,,,,,,,,,,,-1000.0,,,,,,,,,,,,,,,,,130000.0,368000.0,,,,,,,,,,,,,,,,0.0,,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595000.0,,
2020-12-31,12M,EUR,4734000.0,3914000.0,-4689000.0,4425892.0,-195000.0,1063630.0,11059301.0,0.16,12747000.0,2083000.0,-1401000.0,1260000.0,1158747.0,10984139.0,10984139.0,,10982000.0,2000.0,-1763000.0,-1618000.0,-1880000.0,-817000.0,-778000.0,1101000.0,-4514000.0,-1763000.0,1158747.0,,20999267.0,241000.0,-27000.0,15827000.0,26889168.0,416000.0,20000.0,436000.0,7413570.0,-327000.0,1971000.0,1971000.0,1970840.0,907210.0,12286769.0,0.14,1738927.0,1434106.0,3405106.0,10984000.0,33030184.0,-868000.0,8914000.0,-945000.0,,,2377000.0,1164000.0,4109000.0,6930000.0,14786543.0,22000.0,22000.0,6000.0,6000.0,-615000.0,,,-768000.0,9332418.0,21019267.0,-1351000.0,0.0,5000.0,0.0,0.0,241000.0,,18000.0,844000.0,0.0,844000.0,,,5000.0,478643.0,168000.0,43600181.0,0.0,,214000.0,1738927.0,1738927.0,1738927.0,1738927.0,1738927.0,1739000.0,1738927.0,-1036000.0,-61000.0,,50000.0,-467000.0,-467000.0,-61000.0,,,2241000.0,-365000.0,0.0,19835267.0,554518.0,430.0,1150069.0,5000.0,3410106.0,1742727.0,456000.0,12760597.0,2025946.0,30613543.0,11066036.0,,611.0,107143.0,504144.0,1164000.0,418.0,615000.0,-784.0,-77.0,882000.0,284000.0,4661000.0,121000.0,,,0.0,5442000.0,,,548000.0,1412106.0,0.0,544000.0,,,,,,1186000.0,15827000.0,1971000.0,152000.0,152000.0,,-27000.0,,,1738927.0,,,,,1053000.0,3430000.0,11066036.0,-5000.0,20999267.0,19835267.0,-1200.0,-326821.0,0.24,1989000.0,327000.0,30885902.0,20999267.0,1280000.0,20999267.0,28587597.0,9886635.0,3996734.0,2473065.0,2027163.0,45000.0,30613543.0,424000.0,-5000.0,-5000.0,4135000.0,19475598.0,5000.0
2021-12-31,12M,EUR,4454000.0,4860000.0,-5473000.0,6169886.0,-194000.0,1075446.0,11135729.0,0.2,10984139.0,2083000.0,-1297734.0,844000.0,1192177.0,15000623.0,20945623.0,,14999000.0,2000.0,4016484.0,3012838.0,658942.0,646924.0,-153936.0,1206847.0,5061624.0,4016484.0,1192177.0,,25059519.0,1829261.0,,18743000.0,31603552.0,420000.0,13000.0,433000.0,7502681.0,699855.0,1965906.0,1965906.0,1965906.0,890460.0,12563197.0,0.18,2262856.0,2978710.0,4944616.0,15000623.0,43691450.0,-4062766.0,4467000.0,8079249.0,,,1017244.0,1220000.0,5054000.0,6988000.0,14972251.0,16000.0,16000.0,2000.0,2000.0,,-381917.0,,-633000.0,6319579.0,25166519.0,-1297733.0,0.0,5000.0,0.0,0.0,1829261.0,,18000.0,424000.0,94000.0,518000.0,,,5000.0,550953.0,205000.0,55104813.0,,,1829261.0,2262856.0,2262856.0,2262855.0,2262856.0,2262856.0,2262856.0,2262855.0,-1132509.0,-76000.0,,0.0,-328988.0,-328988.0,-76000.0,-5563039.0,1.0,1515000.0,-165225.0,,23839519.0,525566.0,3882.0,1268147.0,5000.0,4975616.0,2286533.141873,9376983.0,11146630.0,3825621.0,33715251.0,11385292.0,1000.0,350.0,-36319.0,523702.0,1220000.0,-421.0,-382000.0,1044.0,-20.0,913000.0,315000.0,4682000.0,229000.0,5945000.0,-18000.0,0.0,4878000.0,,,-2220000.0,2962710.0,0.0,468514.0,,,,,,2486000.0,18743000.0,1965906.0,168000.0,168000.0,,,,,2262856.0,,,,,693000.0,1710244.0,11385292.0,-51000.0,25059519.0,23839519.0,-7322.858127,699855.0,0.236221,1469000.0,-699855.0,34903162.0,25153519.0,951000.0,25059519.0,29889630.0,9843643.0,3299610.0,2340962.0,2580793.0,62000.0,33715251.0,109000.0,-31000.0,-31000.0,,24100871.0,69000.0
2022-12-31,12M,EUR,7747000.0,6454651.0,-6280000.0,7544000.0,-250000.0,1111914.0,11693923.0,0.54,15000623.0,2515000.0,-2082470.0,775442.0,1228098.0,20274621.0,25508621.0,-1756498.0,20273000.0,2000.0,5273998.0,-3411132.0,-351440.0,305609.0,3701568.0,-3959808.0,-4267235.0,5273998.0,1228098.0,,31145516.0,1114880.0,0.0,24978000.0,44210822.0,508644.0,58000.0,566644.0,14679880.0,2518633.0,2020465.0,2020465.0,2020000.0,2020000.0,11896618.0,0.53,6347361.0,8900994.0,10921459.0,20274621.0,36135511.0,-816830.0,1904000.0,6090828.0,710778.0,0.0,2509000.0,1385000.0,7060000.0,8119000.0,23813987.0,35000.0,35000.0,20000.0,20000.0,-1033948.0,,7713.0,-684000.0,9680191.0,31617516.0,-2082470.0,0.0,5000.0,,0.0,1114880.0,319568.0,18000.0,266798.0,414000.0,680798.0,319568.0,0.0,5000.0,637069.0,231000.0,57454322.0,,0.0,1114880.0,6347361.0,6347361.0,6347361.0,6347361.0,6347361.0,6347361.0,6347361.0,-1276280.0,-79000.0,0.0,0.0,319568.0,319568.0,-79000.0,710778.0,,1839000.0,-806190.0,,29760516.0,915426.0,82822.0,1162854.0,5000.0,11630459.0,6854949.765456,8173298.0,13911282.0,9902705.0,48791987.0,11728332.0,,2429823.0,2302868.0,921057.0,1385000.0,191.0,15821.0,347.0,-344.0,842000.0,359000.0,5355000.0,488000.0,5234000.0,,0.0,8835368.0,75014.0,,-300000.0,8865994.0,0.0,744750.0,0.0,-1276280.0,0.0,0.0,-806190.0,5235000.0,24978000.0,2020465.0,91000.0,91000.0,0.0,0.0,258000.0,,6347361.0,0.0,0.0,0.0,0.0,1335000.0,3844000.0,11728332.0,-714000.0,31145516.0,29760516.0,-201411.234544,2518633.0,0.284078,137536.0,0.0,48388595.0,31559516.0,1247442.0,31145516.0,38889282.0,17243079.0,4177773.0,2563199.0,9899942.0,64000.0,48791987.0,729368.0,-709000.0,-709000.0,3225000.0,29530942.0,714000.0
2023-12-31,12M,EUR,15238000.0,10933352.0,-7195000.0,8335000.0,,,,,20274621.0,3536000.0,-2723184.0,1504316.0,1248780.0,14429779.0,19970779.0,-9671358.0,14429000.0,1000.0,-5844842.0,-8133052.0,-2897363.0,-5328395.0,7597853.0,-4500891.0,-13563864.0,-5844842.0,1248780.0,,34382553.0,641940.0,0.0,37233000.0,54021291.0,683148.0,95000.0,778148.0,21717142.0,4568515.0,2515165.0,2515165.0,2515000.0,2515000.0,,,12062018.0,16718533.0,19233698.0,14429779.0,105483105.0,-9441468.0,4818000.0,3596626.0,-306393.0,0.0,3097000.0,1785000.0,,10177000.0,33102854.0,88000.0,88000.0,110000.0,110000.0,,,66141.0,-950000.0,17544441.0,35070553.0,-2723184.0,,0.0,,,641940.0,245664.0,18000.0,821168.0,593000.0,1414168.0,245664.0,-29117.0,0.0,905389.0,386000.0,120451105.0,,0.0,641940.0,12062018.0,12062018.0,12062018.0,12062018.0,12062018.0,12062018.0,12062018.0,-1812493.0,-89000.0,0.0,0.0,216547.0,216547.0,-89000.0,,,2982000.0,-910691.0,,32597553.0,979184.0,16860.0,1364848.0,5000.0,18932698.0,11843704.647205,6319810.0,16463320.0,16639534.0,70335854.0,11801073.0,,-1281.0,2000598.0,1282755.0,1785000.0,-559.0,-22050.0,539.0,54.0,679000.0,420000.0,6237000.0,1109000.0,5541000.0,,0.0,16112396.0,138951.0,,63000.0,16630533.0,0.0,861327.0,0.0,-1812493.0,0.0,0.0,-910691.0,5316000.0,37233000.0,2515165.0,71000.0,71000.0,-29117.0,0.0,343000.0,,12062018.0,0.0,0.0,0.0,0.0,2179000.0,5276000.0,11801073.0,-26000.0,34382553.0,32597553.0,82686.647205,4568515.0,0.274706,4402000.0,0.0,59801014.0,34975553.0,2192316.0,34382553.0,53696320.0,25418461.0,5779723.0,3701319.0,16641066.0,111000.0,70335854.0,454396.0,301000.0,301000.0,8361000.0,32304149.0,26000.0
