symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
KME.MI,2019-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25999000.0,,,,,
KME.MI,2019-12-31,12M,EUR,2000.0,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,-400000.0,,,,,,,,,,,,,,,,,,,
KME.MI,2020-12-31,12M,EUR,3000.0,432674235.0,0.0054,803000.0,579000.0,576000.0,432674235.0,0.0054,1273000.0,5678000.0,6257000.0,1671000.0,13947000.0,224000.0,4355000.0,4355000.0,379000.0,379000.0,0.0,1273000.0,1273000.0,1273000.0,,1273000.0,1273000.0,1273000.0,-4267000.0,-4267000.0,5943000.0,970866.96901,6324000.0,5136000.0,11460000.0,140000.0,1249000.0,-538000.0,0.0,1323000.0,803000.0,579000.0,157000.0,157000.0,,1671000.0,314000.0,11866.96901,50000.0,0.037793,6324000.0,5581000.0,291000.0,11460000.0,314000.0,314000.0,
KME.MI,2021-12-31,12M,EUR,3000.0,426001305.0,0.1533,0.0,658000.0,658000.0,426001305.0,0.1041,65306000.0,68203000.0,68861000.0,1741000.0,0.0,0.0,4352000.0,4352000.0,292000.0,292000.0,0.0,65306000.0,65306000.0,65306000.0,0.0,65306000.0,65306000.0,65306000.0,-3226000.0,-3226000.0,68861000.0,65306000.0,7318000.0,-7318000.0,0.0,1007000.0,1541000.0,-767000.0,0.0,63851000.0,0.0,658000.0,281000.0,281000.0,0.0,1741000.0,767000.0,0.0,-1455000.0,0.24,7318000.0,67934000.0,-834000.0,0.0,767000.0,767000.0,
KME.MI,2022-12-31,12M,EUR,,315246265.0,0.0855,1116785000.0,50252000.0,50252000.0,315246265.0,0.0559,35456000.0,34624000.0,84876000.0,28355000.0,347951000.0,,19070000.0,19070000.0,3459000.0,3459000.0,-2000.0,35456000.0,35456000.0,35458000.0,0.0,35456000.0,35456000.0,35458000.0,17631000.0,17631000.0,84876000.0,35456000.0,357895000.0,-9944000.0,1464736000.0,10688000.0,129721000.0,,0.0,15554000.0,1116785000.0,50252000.0,3045000.0,3045000.0,5734000.0,28355000.0,0.0,0.0,-19904000.0,0.24,1474680000.0,120000.0,-33242000.0,1464736000.0,0.0,0.0,0.0
KME.MI,2023-06-30,TTM,EUR,,315457326.0,0.126984,,,,315457326.0,0.075884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KME.MI,2023-12-31,12M,EUR,,286266856.0,-0.1409,1336323000.0,57562000.0,57562000.0,286266856.0,-0.1409,-40335000.0,56000.0,57618000.0,26474000.0,544209000.0,,46553000.0,46553000.0,7186000.0,7186000.0,6144000.0,-40335000.0,-40335000.0,-46479000.0,0.0,-40335000.0,-40335000.0,-46479000.0,-69868000.0,-69868000.0,60389000.0,-37565072.714369,522811000.0,21398000.0,1880532000.0,24584000.0,191843000.0,-749000.0,0.0,-46497000.0,1336323000.0,57562000.0,6463000.0,6463000.0,,26474000.0,-2771000.0,-1072.714369,-18000.0,0.000387,1859134000.0,32842000.0,30501000.0,1880532000.0,-2771000.0,-2771000.0,3520000.0
KME.MI,2023-12-31,TTM,EUR,,318708418.0,-0.126648,1336323000.0,57562000.0,57562000.0,318708418.0,-0.126648,-40335000.0,56000.0,57618000.0,26474000.0,544209000.0,,46553000.0,46553000.0,7186000.0,7186000.0,6144000.0,-40335000.0,-40335000.0,-46479000.0,0.0,-40335000.0,-40335000.0,-46479000.0,-69868000.0,-69868000.0,60389000.0,-37565072.714369,522811000.0,21398000.0,1880532000.0,24584000.0,191843000.0,-749000.0,0.0,-46497000.0,1336323000.0,57562000.0,6463000.0,6463000.0,,26474000.0,-2771000.0,-1072.714369,-18000.0,0.000387,1859134000.0,32842000.0,30501000.0,1880532000.0,-2771000.0,-2771000.0,3520000.0
