asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestrictedCash,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,-231000.0,2000.0,0.0,,,,,,,-661000.0,,,,,,44904000.0,,,,-474000.0,,,,,,,,,,,,,,,,,,,,,,,,,,337000.0,,,,,,,,,,,,,,,,,,,720000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000.0,,,-1232000.0,-1232000.0,,,,,,-1232000.0,,,,,,,,,,,,,,,,379000.0,,,,,,,,,,-400000.0,,,104000.0,,,,,,,,,,,,,999000.0,999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1905000.0,916000.0,-3198000.0,,3000.0,0.0,,432674235.0,0.0054,44904000.0,0.0,-680000.0,,3583000.0,335069000.0,15415000.0,40524000.0,,15415000.0,-29348000.0,,-1987000.0,-3232000.0,547000.0,2027000.0,-2872000.0,-29348000.0,335069000.0,,503930000.0,,176000.0,803000.0,50551000.0,587000.0,28523000.0,29110000.0,36123000.0,,,579000.0,579000.0,579000.0,576000.0,,432674235.0,0.0054,1273000.0,0.0,,5678000.0,6257000.0,,15415000.0,252340412.0,,-18691000.0,,-10791000.0,,1671000.0,,7000.0,916000.0,7123000.0,13947000.0,,224000.0,4355000.0,4355000.0,379000.0,379000.0,,,,607785000.0,-546000.0,140000.0,,16165000.0,547991000.0,,,4542000.0,,2996000.0,75332000.0,78328000.0,,564156000.0,291000.0,0.0,160098412.0,0.0,0.0,,-192000.0,88440000.0,1273000.0,1273000.0,1273000.0,,1273000.0,1273000.0,1323000.0,1273000.0,-57000.0,-4267000.0,,,,-4267000.0,-18499000.0,-489000.0,3925000.0,-57000.0,,503923000.0,3037000.0,2057000.0,368000.0,3000.0,5943000.0,970866.96901,-10111000.0,6324000.0,5136000.0,11460000.0,432674235.0,-141000.0,2169000.0,7000.0,,,,,140000.0,1249000.0,2789000.0,2405000.0,4826000.0,25109000.0,-538000.0,0.0,4844000.0,101000.0,,1323000.0,0.0,-680000.0,-680000.0,,803000.0,579000.0,157000.0,157000.0,,72416000.0,623000.0,623000.0,,1671000.0,439241296.0,314000.0,503930000.0,503923000.0,11866.96901,50000.0,0.037793,667000.0,621953000.0,579262000.0,107438000.0,503930000.0,6324000.0,118023000.0,571402000.0,81900000.0,5581000.0,291000.0,11460000.0,150000.0,314000.0,314000.0,856000.0,6567061.0,2012000.0,,14428000.0,
2021-12-31,12M,EUR,2238000.0,2052000.0,-3499000.0,,3000.0,0.0,,426001305.0,0.1533,15415000.0,0.0,-363000.0,,3043000.0,335069000.0,4698000.0,30075000.0,,4698000.0,-10717000.0,0.0,-1698000.0,-311000.0,372000.0,505000.0,-105000.0,-10717000.0,335069000.0,,551703000.0,0.0,0.0,0.0,41861000.0,603000.0,28839000.0,29442000.0,35728000.0,,0.0,658000.0,658000.0,658000.0,658000.0,,426001305.0,0.1041,65306000.0,,476000.0,68203000.0,68861000.0,,4698000.0,281335508.0,0.0,-292000.0,0.0,64041000.0,,1741000.0,0.0,12000.0,2052000.0,6992000.0,0.0,0.0,0.0,4352000.0,4352000.0,292000.0,292000.0,-4172000.0,-205000.0,0.0,672914000.0,-74829000.0,32000.0,0.0,16922000.0,620201000.0,0.0,3803000.0,0.0,0.0,2440000.0,92372000.0,94812000.0,3803000.0,637123000.0,291000.0,0.0,202515508.0,0.0,0.0,,-128000.0,116513000.0,65306000.0,65306000.0,65306000.0,0.0,65306000.0,65306000.0,63851000.0,65306000.0,-170000.0,-3226000.0,-73656000.0,3803000.0,3803000.0,-3226000.0,205000.0,-1274000.0,3493000.0,-170000.0,,551691000.0,2762000.0,2221000.0,418000.0,3000.0,68861000.0,65306000.0,64404000.0,7318000.0,-7318000.0,0.0,398539340.0,,2059000.0,12000.0,,,,,1007000.0,1541000.0,1863000.0,6992000.0,6104000.0,25377000.0,-767000.0,0.0,4227000.0,91000.0,0.0,63851000.0,0.0,-363000.0,-363000.0,0.0,0.0,658000.0,281000.0,281000.0,,119146000.0,193000.0,193000.0,0.0,1741000.0,405476651.0,767000.0,551703000.0,551691000.0,0.0,-1455000.0,0.24,643000.0,685291000.0,644075000.0,124254000.0,551703000.0,7318000.0,133588000.0,643430000.0,97860000.0,67934000.0,-834000.0,0.0,126000.0,767000.0,767000.0,118000.0,6937311.0,2133000.0,0.0,6133000.0,
2022-12-31,12M,EUR,601151000.0,83994000.0,-448575000.0,,,107198000.0,3009000.0,315246265.0,0.0855,4698000.0,8831000.0,-17403000.0,,15878000.0,200070000.0,128844000.0,132943000.0,,,20014000.0,13512000.0,-7067000.0,,-47565000.0,77981000.0,23209000.0,20014000.0,200070000.0,0.0,534991000.0,32000.0,11395000.0,1116785000.0,755882000.0,4709000.0,86034000.0,90743000.0,783325000.0,3865000.0,4776000.0,50252000.0,50252000.0,50252000.0,50252000.0,0.0,315246265.0,0.0559,35456000.0,,1013000.0,34624000.0,84876000.0,-42000.0,128844000.0,429363072.0,236000.0,12177000.0,23626000.0,85508000.0,32046000.0,28355000.0,370316000.0,424064000.0,83994000.0,948531000.0,347951000.0,10967000.0,,19070000.0,19070000.0,3459000.0,3459000.0,-15496000.0,3459000.0,404903000.0,915626000.0,-95074000.0,68175000.0,3009000.0,94059000.0,23281000.0,32000.0,26250000.0,313791000.0,68469000.0,11169000.0,294601000.0,305770000.0,26250000.0,117340000.0,3543000.0,535356000.0,176297072.0,34546000.0,-2000.0,-84343000.0,32000.0,251791000.0,35456000.0,35456000.0,35458000.0,0.0,35456000.0,35456000.0,15554000.0,35458000.0,,17631000.0,-84343000.0,26250000.0,26250000.0,17631000.0,27641000.0,82000.0,499956000.0,-15285000.0,,110927000.0,88478000.0,117752000.0,127588000.0,877000.0,84876000.0,35456000.0,102911000.0,357895000.0,-9944000.0,1464736000.0,315246265.0,104174000.0,21975000.0,53748000.0,,-33211000.0,3106000.0,482000.0,10688000.0,129721000.0,49023000.0,79158000.0,108411000.0,4099000.0,,0.0,670005000.0,4051000.0,1585000.0,15554000.0,0.0,,-17403000.0,363839000.0,1116785000.0,50252000.0,3045000.0,3045000.0,,36599000.0,,2118000.0,5734000.0,28355000.0,322183576.0,0.0,534991000.0,110927000.0,0.0,-19904000.0,0.24,11588000.0,2067445000.0,829592000.0,396513000.0,569537000.0,1474680000.0,1497908000.0,1311562000.0,714583000.0,120000.0,-33242000.0,1464736000.0,19831000.0,0.0,0.0,482000.0,6937311.0,2133000.0,17438000.0,-27443000.0,0.0
2023-12-31,12M,EUR,590927000.0,46772000.0,-676259000.0,,,,3052000.0,286266856.0,-0.1409,128844000.0,8421000.0,-29850000.0,,14978000.0,200105000.0,118593000.0,120975000.0,-3346000.0,,-12154000.0,75443000.0,59481000.0,,-132440000.0,26694000.0,19849000.0,-12154000.0,200105000.0,-3346000.0,296678000.0,,12860000.0,1336323000.0,668695000.0,4162000.0,107562000.0,111724000.0,790377000.0,16121000.0,-13184000.0,57562000.0,57562000.0,57562000.0,57562000.0,0.0,286266856.0,-0.1409,-40335000.0,,0.0,56000.0,57618000.0,31000.0,118609000.0,509916633.0,115000.0,-110303000.0,31095000.0,56733000.0,-1697000.0,26474000.0,394833000.0,445263000.0,46772000.0,1205465000.0,544209000.0,4636000.0,,46553000.0,46553000.0,7186000.0,7186000.0,-42381000.0,6631000.0,374179000.0,748006000.0,11566000.0,66724000.0,3052000.0,14861000.0,18126000.0,,,354166000.0,0.0,10816000.0,343766000.0,354582000.0,,32987000.0,6168000.0,733297000.0,297115633.0,62137000.0,6144000.0,34766000.0,-115897000.0,332735000.0,-40335000.0,-40335000.0,-46479000.0,0.0,-40335000.0,-40335000.0,-46497000.0,-46479000.0,,-69868000.0,,,,-69868000.0,51321000.0,19000.0,529206000.0,-29850000.0,,-148585000.0,82751000.0,107496000.0,126639000.0,1489000.0,60389000.0,-37565072.714369,86583000.0,522811000.0,21398000.0,1880532000.0,318708418.0,1888000.0,,50430000.0,,62162000.0,,,24584000.0,191843000.0,39891000.0,96721000.0,101656000.0,2382000.0,-749000.0,0.0,646970000.0,,787000.0,-46497000.0,0.0,,-29850000.0,322573000.0,1336323000.0,57562000.0,6463000.0,6463000.0,16000.0,-20266000.0,,,,26474000.0,325645729.0,-2771000.0,296678000.0,-148585000.0,-1072.714369,-18000.0,0.000387,18464000.0,1845610000.0,640444000.0,466306000.0,358815000.0,1859134000.0,1486795000.0,1176915000.0,696418000.0,32842000.0,30501000.0,1880532000.0,16152000.0,-2771000.0,-2771000.0,1489000.0,6937311.0,126834000.0,20511000.0,-121682000.0,3520000.0
