symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
GEL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,888768.0,,9000.0,11562.0,,,-2.0,,,,,,,,,105000.0,2964337.0,2964337.0,,9000.0,,,,,,,,,-1.0,,,,,,176811.0,,,,,,,,,,,,,,,,,113327.0,,,,
GEL.MI,2020-12-31,12M,EUR,2492029.0,4709127.0,-5314238.0,5479907.0,20000.0,719250.0,4524916.0,4524916.0,4521804.0,3112.0,719250.0,8390742.0,209200.0,13278222.0,2086976.0,2086976.0,,826013.0,5436225.0,36741.0,29779.0,0.0,417174.0,,1665273.0,5178455.0,6809593.0,,3079928.0,15342189.0,20000.0,27565.0,105000.0,4864471.0,4864471.0,132565.0,36741.0,1862777.0,2426531.0,1495355.0,3212287.0,826013.0,782995.0,7192500.0,3513182.0,19999.0,-2.0,438796.0,3885470.0,587376.0,3176879.0,140356.0,180025.0,852146.0,2297780.0,10114.0,7192500.0,8390742.0,3212287.0,196850.0,20427774.0,13255213.0,6951447.0,8390742.0,12037032.0,7149552.0,6600807.0,246054.0,60808.0,,1341.0,364974.0,7841997.0
GEL.MI,2021-12-31,12M,EUR,3348762.0,5471335.0,-5647935.0,2788344.0,39733.0,719250.0,4637487.0,4637487.0,4629054.0,8433.0,719250.0,10271963.0,0.0,14339403.0,8315380.0,8315380.0,206689.0,,13243140.0,,27216.0,3556.0,644198.0,,1494215.0,4184546.0,11147759.0,,3530137.0,18587343.0,39733.0,27565.0,0.0,6363319.0,6363319.0,27565.0,,2239912.0,3677893.0,5499824.0,6087417.0,132330.0,791811.0,7065625.0,2690331.0,2.0,,546751.0,4163782.0,183359.0,4658731.0,155110.0,230812.0,4744065.0,2454986.0,2006962.0,7192500.0,10271963.0,6087417.0,79584.0,24466460.0,10271963.0,8315380.0,10271963.0,14194497.0,10127057.0,951357.0,763218.0,12209.0,126875.0,,430953.0,1096263.0
GEL.MI,2022-12-31,12M,EUR,2586017.0,4692375.0,-6088788.0,2788344.0,37273.0,719250.0,2171905.0,2171905.0,2151731.0,20174.0,719250.0,10960699.0,,12447164.0,7349137.0,7349137.0,225049.0,,10835683.0,,,219906.0,927697.0,,1323155.0,3657888.0,11647334.0,40087.0,4860856.0,18309836.0,37273.0,905.0,,,,905.0,,2355772.0,5177232.0,5558546.0,7302811.0,174184.0,887687.0,6943125.0,2334733.0,,,450087.0,4457012.0,192395.0,3296261.0,,141273.0,4834550.0,3357704.0,704710.0,7192500.0,10960699.0,7302811.0,123224.0,22858253.0,10960699.0,7349137.0,10960699.0,11897554.0,10411089.0,1061871.0,260157.0,,249375.0,,575455.0,1611481.0
GEL.MI,2023-12-31,12M,EUR,1853138.0,4349056.0,-6313456.0,2788344.0,39056.0,719250.0,2083612.0,2083612.0,2076811.0,6801.0,719250.0,10882449.0,,12542942.0,7175859.0,7175859.0,235591.0,,9762306.0,,,113662.0,514104.0,,1152097.0,3261089.0,11731236.0,19231.0,3836542.0,18058308.0,39056.0,905.0,,,,905.0,,2267119.0,5092247.0,5417780.0,7621360.0,308713.0,869298.0,6816875.0,2108992.0,,,450128.0,4567481.0,1777855.0,2491159.0,,186787.0,4896636.0,2809182.0,203626.0,7192500.0,10882449.0,7621360.0,54268.0,21822766.0,10882449.0,7175859.0,10882449.0,10940317.0,9279824.0,1178011.0,187893.0,,375625.0,,513256.0,2780636.0
