symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
POZ.MI,2020-12-31,12M,EUR,849000.0,1674000.0,,,-73000.0,500000.0,840000.0,840000.0,838000.0,2000.0,500000.0,2299000.0,,4800000.0,,,1000.0,1581000.0,1782000.0,1503000.0,1530000.0,1747000.0,90000.0,1834000.0,4207000.0,,6000.0,,,1908000.0,1908000.0,6000.0,125000.0,,1068000.0,90000.0,769000.0,,517000.0,34000000.0,,,27000.0,9000.0,-1000.0,385000.0,90000.0,231000.0,1572000.0,199000.0,1000.0,265000.0,34000000.0,2299000.0,769000.0,21000.0,6429000.0,4207000.0,1908000.0,2299000.0,4130000.0,1629000.0,2549000.0,338000.0,,51000.0,3219000.0
POZ.MI,2021-12-31,12M,EUR,2259064.0,3168029.0,,69447.0,-73000.0,555553.0,1278472.0,1278472.0,1275855.0,2617.0,555553.0,3012303.0,,8127720.0,2605896.0,2605896.0,31643.0,5593662.0,2838601.0,1335894.0,1402819.0,3241000.0,80493.0,2900445.0,5936987.0,72510.0,51527.0,0.0,0.0,318788.0,318788.0,51527.0,158000.0,,1646212.0,80493.0,1609484.0,4658.0,737231.0,34000000.0,1836957.0,669482.0,66925.0,73000.0,2000.0,386448.0,80493.0,481453.0,2942320.0,222289.0,894.0,588172.0,34000000.0,3012303.0,1609484.0,45389.0,9683542.0,3331091.0,2924684.0,3012303.0,6671239.0,1555822.0,1077577.0,296808.0,16900.0,60950.0,2534058.0
POZ.MI,2022-12-31,12M,EUR,2442102.0,4774572.0,-3190811.0,1989447.0,,680000.0,3122185.0,3122185.0,3009077.0,113108.0,680000.0,6018589.0,0.0,13838346.0,3856351.0,3856351.0,114130.0,7227997.0,4322086.0,1168769.0,1609799.0,,3255625.0,4396713.0,11828216.0,575295.0,3522.0,513784.0,51000.0,1953276.0,1953276.0,568306.0,200000.0,33053.0,2687442.0,64814.0,4408790.0,2672.0,685720.0,34000000.0,4365556.0,863493.0,441030.0,,,421128.0,3222572.0,750128.0,3141400.0,301505.0,4746.0,1006286.0,34000000.0,6018589.0,4408790.0,379113.0,16088254.0,7971865.0,5809627.0,6018589.0,10069665.0,2249908.0,2841668.0,278170.0,,69881.0,6610349.0
POZ.MI,2023-12-31,12M,EUR,2216591.0,3984234.0,-3226218.0,2421035.0,,696925.0,1740455.0,1740455.0,1737306.0,3149.0,696925.0,7492267.0,,12447969.0,1709943.0,1709943.0,226279.0,4672607.0,4914410.0,1001643.0,1445628.0,,3344043.0,4992566.0,10604992.0,,3822.0,327625.0,51000.0,1402782.0,1402782.0,382447.0,100000.0,33053.0,1372270.0,117825.0,6046639.0,2561.0,716551.0,34846250.0,,,443985.0,,,358371.0,3310990.0,600675.0,2650060.0,582198.0,729.0,1025166.0,34846250.0,7492267.0,6046639.0,321562.0,14414848.0,8895049.0,3112725.0,7492267.0,6922581.0,1966879.0,2249974.0,75098.0,28080.0,77427.0,7775362.0
