symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
POZ.MI,2020-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000.0,,,,,,,,,,,,,,,,,,,,
POZ.MI,2021-12-31,12M,EUR,183000.0,840348.0,-87643.0,36068.0,438124.0,-1089988.0,-198161.0,67000.0,1480116.0,-1675203.0,-1447168.0,438124.0,125000.0,216397.0,216397.0,1278472.0,1089856.0,-365619.0,3879.0,-91000.0,-10208.0,,-373756.0,125000.0,500000.0,500000.0,-432855.0,125000.0,588172.0,588172.0,-56924.0,-289985.0,964856.0,67145.0,-226000.0,-1237000.0,-26847.0,897711.0,-277976.0,290234.0,123719.0,-56925.0,-289985.0,-30718.0,-432855.0,1.0,0.0,3871.0,-23655.0
POZ.MI,2022-12-31,12M,EUR,,1278472.0,-539407.0,187581.0,1843713.0,-1736368.0,-722170.0,,275245.0,-1592350.0,-3588062.0,1843713.0,2000000.0,335453.0,335453.0,3122185.0,4824892.0,-2461037.0,12652.0,,20524.0,20524.0,-1059549.0,2000000.0,2043125.0,2043125.0,-326644.0,2000000.0,1006286.0,1006286.0,-523256.0,-520143.0,2824892.0,1716481.0,,,-16150.0,1108411.0,-1921630.0,54952.0,491664.0,-523257.0,-534237.0,-16150.0,-326644.0,1.0,14094.0,0.0,-72808.0
POZ.MI,2023-12-31,12M,EUR,,3122185.0,-242072.0,85227.0,-1381730.0,-1117514.0,405489.0,,-289638.0,684110.0,-232326.0,-1381730.0,448512.0,353215.0,353215.0,1740455.0,-2371619.0,1004179.0,17.0,,-36152.0,,-256362.0,448512.0,0.0,0.0,-524892.0,448512.0,1025166.0,1025166.0,-153654.0,-14290.0,-2820131.0,-524892.0,,,-88418.0,-2295239.0,1246251.0,276648.0,522248.0,-153654.0,-14290.0,-88418.0,-524892.0,0.0,0.0,,-378987.0
POZ.MI,2023-12-31,TTM,EUR,,3122185.0,-242072.0,85227.0,-1381730.0,-1117514.0,405489.0,,-289638.0,684110.0,-232326.0,-1381730.0,448512.0,353215.0,353215.0,1740455.0,-2371619.0,1004179.0,17.0,,-36152.0,,-256362.0,448512.0,0.0,0.0,-524892.0,448512.0,1025166.0,1025166.0,-153654.0,-14290.0,-2820131.0,-524892.0,,,-88418.0,-2295239.0,1246251.0,276648.0,522248.0,-153654.0,-14290.0,-88418.0,-524892.0,0.0,0.0,,-378987.0
