symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
PIA.MI,2019-12-31,12M,EUR,,,,,,,,-5551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
PIA.MI,2020-12-31,12M,EUR,65297000.0,190728000.0,-140351000.0,-32856000.0,50498000.0,24818000.0,11113000.0,8802000.0,11276000.0,-18539000.0,17049000.0,50498000.0,-32856000.0,-217000.0,18844000.0,48761000.0,114058000.0,25000.0,-12320000.0,228906000.0,-7381000.0,52859000.0,-25000.0,-578000.0,-21745000.0,1079000.0,-135331000.0,205965000.0,205965000.0,-172802000.0,-217000.0,31322000.0,31322000.0,-88277000.0,,33163000.0,33163000.0,,2612000.0,-50770000.0,193210000.0,21982000.0,20830000.0,-88378000.0,,-51973000.0,-172802000.0,-217000.0,101000.0,1203000.0,-16647000.0
PIA.MI,2021-12-31,12M,EUR,73382000.0,228906000.0,-154148000.0,-39639000.0,21355000.0,-88674000.0,-11703000.0,18775000.0,152375000.0,-14444000.0,10534000.0,21355000.0,-39639000.0,-53000.0,33624000.0,53203000.0,126585000.0,19000.0,10595000.0,260856000.0,-58374000.0,72354000.0,-19000.0,-323000.0,-21377000.0,546000.0,-146773000.0,204873000.0,204873000.0,-213909000.0,-53000.0,60054000.0,60054000.0,-97198000.0,,-9036000.0,-9036000.0,,1421000.0,-51561000.0,226502000.0,19607000.0,23903000.0,-97261000.0,,-56887000.0,-213909000.0,-53000.0,63000.0,5326000.0,-28404000.0
PIA.MI,2022-12-31,12M,EUR,76282000.0,260856000.0,-151675000.0,-53403000.0,-16708000.0,-101140000.0,-41034000.0,,149323000.0,6451000.0,-13860000.0,-16708000.0,-53403000.0,-5669000.0,42330000.0,61130000.0,137412000.0,15000.0,-1596000.0,242552000.0,-107678000.0,87820000.0,-15000.0,-192000.0,-21891000.0,1078000.0,-148525000.0,73401000.0,73401000.0,-111744000.0,-5669000.0,84889000.0,84889000.0,-88632000.0,,-38343000.0,-38343000.0,,1741000.0,-62727000.0,239495000.0,14787000.0,24029000.0,-88632000.0,,-63043000.0,-111744000.0,-5669000.0,0.0,316000.0,-33284000.0
PIA.MI,2023-12-31,12M,EUR,80961000.0,242552000.0,-162869000.0,-79756000.0,-57854000.0,51661000.0,9492000.0,,-100410000.0,-24630000.0,-87545000.0,-57854000.0,-79756000.0,-1411000.0,44279000.0,62519000.0,143480000.0,0.0,-5550000.0,179148000.0,-87584000.0,22349000.0,-34000.0,-2384000.0,-29403000.0,1570000.0,-155488000.0,322684000.0,322684000.0,-312877000.0,-1411000.0,91052000.0,91052000.0,-108003000.0,,9807000.0,9807000.0,-6205000.0,2801000.0,-51856000.0,185218000.0,33445000.0,23554000.0,-108225000.0,,-54644000.0,-312877000.0,-1411000.0,222000.0,2788000.0,-36744000.0
PIA.MI,2024-03-31,TTM,EUR,79461000.0,233530000.0,-169362000.0,,-2944000.0,-1736000.0,-7119000.0,,-19575000.0,-30923000.0,-84486000.0,-2944000.0,,-1333000.0,41490000.0,61801000.0,141262000.0,,-2124000.0,230586000.0,-26414000.0,15942000.0,,-2685000.0,-26078000.0,1228000.0,-161834000.0,373311000.0,373311000.0,-306435000.0,-1333000.0,85639000.0,85639000.0,-110127000.0,,66876000.0,66876000.0,,2954000.0,-55889000.0,185304000.0,36673000.0,22739000.0,-110356000.0,,-59006000.0,-306435000.0,-1333000.0,229000.0,3117000.0,-34456000.0
