asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCashItems,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-1012475000.0,,,,,37000.0,357273610.0,0.131,,,,,,,,,,,,,,-5551000.0,,,,,,,,,,,,,,,,,,,,,,,,357273610.0,0.131,,,,,,,,3475000.0,37000.0,,,,,,,,,,,,,,,,,,,,,,9203000.0,37000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,471000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,489964000.0,68692000.0,-1030090000.0,7171000.0,,65297000.0,65297000.0,,357151009.0,0.088,190728000.0,184777000.0,-140351000.0,26576000.0,207614000.0,230093000.0,230093000.0,-32856000.0,230061000.0,32000.0,50498000.0,24818000.0,11113000.0,8802000.0,11276000.0,-18539000.0,17049000.0,50498000.0,207614000.0,-32856000.0,372159000.0,-217000.0,42064000.0,1014825000.0,548358000.0,8582000.0,163510000.0,172092000.0,3380000.0,739333000.0,17974000.0,18844000.0,48761000.0,114058000.0,114058000.0,48761000.0,268000.0,357151009.0,0.088,31322000.0,25000.0,74884000.0,188942000.0,-12320000.0,228906000.0,1407650530.0,,37000.0,-7381000.0,75620000.0,52859000.0,-25000.0,-578000.0,446940000.0,695646000.0,,1327947000.0,298865000.0,4054000.0,1136000.0,24718000.0,24718000.0,1239000.0,1239000.0,-21745000.0,1079000.0,188780000.0,1001445000.0,-135331000.0,4600000.0,37000.0,37000.0,169000.0,8965000.0,205965000.0,34434000.0,17994000.0,465776000.0,483770000.0,205965000.0,-172802000.0,9171000.0,12543000.0,482302000.0,962808530.0,-147000.0,0.0,-217000.0,399193000.0,31322000.0,31322000.0,31322000.0,31322000.0,31322000.0,31322000.0,31322000.0,-88277000.0,-25944000.0,,33163000.0,33163000.0,-25944000.0,,2612000.0,297857000.0,-50770000.0,-323487000.0,345000.0,17164000.0,7167000.0,64686000.0,5227000.0,34998000.0,1506000.0,192406000.0,33484807.63864,193210000.0,223743000.0,75122000.0,1313690000.0,357124826.0,248706000.0,21982000.0,3801000.0,16559000.0,38322000.0,584370000.0,35909000.0,,-578000.0,0.0,541273000.0,20830000.0,,4599000.0,50166000.0,0.0,-88378000.0,,-51973000.0,98381000.0,1014825000.0,114058000.0,9522000.0,-172802000.0,-217000.0,18108000.0,101000.0,1203000.0,358153644.0,-3464000.0,372159000.0,-323487000.0,-1301192.36136,18844000.0,0.375633,12851000.0,-16647000.0,1658977000.0,837935000.0,655862000.0,372012000.0,1238568000.0,1286965000.0,1110619000.0,547632000.0,70856000.0,2465000.0,1313690000.0,12987000.0,-3464000.0,-3464000.0,3659000.0,1028818.0,1966000.0,14779000.0,-190975000.0,2906000.0
2021-12-31,12M,EUR,623564000.0,71225000.0,-1035430000.0,7171000.0,,73382000.0,73382000.0,,357114186.0,0.168,228906000.0,99143000.0,-154148000.0,22137000.0,207614000.0,260868000.0,260868000.0,-39639000.0,260829000.0,39000.0,21355000.0,-88674000.0,-11703000.0,18775000.0,152375000.0,-14444000.0,10534000.0,21355000.0,207614000.0,-39639000.0,404235000.0,-53000.0,22800000.0,1315757000.0,685622000.0,7601000.0,86840000.0,94441000.0,8014000.0,812762000.0,14356000.0,33624000.0,53203000.0,126585000.0,126585000.0,53203000.0,34000.0,357114186.0,0.168,60054000.0,19000.0,116325000.0,242910000.0,10595000.0,260856000.0,850893891.0,,,-58374000.0,100488000.0,72354000.0,-19000.0,-323000.0,446940000.0,720209000.0,,313768000.0,352932000.0,8502000.0,1449000.0,22647000.0,22647000.0,761000.0,761000.0,-21377000.0,546000.0,277494000.0,1023288000.0,-146773000.0,,,16000.0,197000.0,10850000.0,204873000.0,38762000.0,14536000.0,532213000.0,546749000.0,204873000.0,-213909000.0,11063000.0,17364000.0,120022000.0,1026327891.0,-149000.0,,-53000.0,358185000.0,60054000.0,60054000.0,60054000.0,60054000.0,60054000.0,60054000.0,60054000.0,-97198000.0,-24095000.0,,-9036000.0,-9036000.0,-24095000.0,,1421000.0,313768000.0,-51561000.0,-315974000.0,,14948000.0,8065000.0,72479000.0,7495000.0,33070000.0,1149000.0,245898000.0,61969512.201371,226502000.0,237370000.0,115562000.0,1668689000.0,357107826.0,273269000.0,19607000.0,5634000.0,24301000.0,54851000.0,55841000.0,38117000.0,,29000.0,0.0,695391000.0,23903000.0,,3860000.0,93678000.0,0.0,-97261000.0,,-56887000.0,154924000.0,1315757000.0,126585000.0,10688000.0,-213909000.0,-53000.0,29700000.0,63000.0,5326000.0,358153644.0,-2988000.0,404235000.0,-315974000.0,-1072487.798629,33624000.0,0.358932,17542000.0,-28404000.0,1835673000.0,936448000.0,641190000.0,404086000.0,1553127000.0,1431587000.0,1150051000.0,618825000.0,112574000.0,2209000.0,1668689000.0,16976000.0,-2988000.0,-2988000.0,14147000.0,1045818.0,2019000.0,22082000.0,-127140000.0,1510000.0
2022-12-31,12M,EUR,739832000.0,67143000.0,,7171000.0,-30573000.0,76282000.0,76282000.0,16000.0,355911520.0,0.239,260856000.0,108489000.0,-151675000.0,28905000.0,207614000.0,242616000.0,242616000.0,-53403000.0,242569000.0,47000.0,-16708000.0,-101140000.0,-41034000.0,,149323000.0,6451000.0,-13860000.0,-16708000.0,207614000.0,-53403000.0,417977000.0,-5669000.0,3178000.0,1647453000.0,790715000.0,11192000.0,71149000.0,82341000.0,11331000.0,949962000.0,15057000.0,42330000.0,61130000.0,137412000.0,137412000.0,61130000.0,,355911520.0,0.239,84889000.0,15000.0,152381000.0,289793000.0,-1596000.0,242552000.0,1364618199.0,582000.0,,-107678000.0,156878000.0,87820000.0,-15000.0,-192000.0,446940000.0,729524000.0,97716000.0,328227000.0,439990000.0,5589000.0,1990000.0,25162000.0,25162000.0,1523000.0,1523000.0,-21891000.0,1078000.0,378710000.0,999916000.0,-148525000.0,,16000.0,16000.0,216000.0,9697000.0,73401000.0,44262000.0,17713000.0,510790000.0,528503000.0,73401000.0,-111744000.0,9929000.0,16154000.0,120351000.0,994736199.0,-166000.0,0.0,-5669000.0,339323000.0,84889000.0,84889000.0,84889000.0,84889000.0,84889000.0,84889000.0,84889000.0,-88632000.0,-25189000.0,,-38343000.0,-38343000.0,-25189000.0,,1741000.0,328227000.0,-62727000.0,-311547000.0,,10771000.0,11318000.0,71611000.0,5173000.0,25714000.0,1150000.0,294230000.0,87849662.267429,239495000.0,276813000.0,163177000.0,2087443000.0,354632049.0,282584000.0,14787000.0,8000.0,25550000.0,69280000.0,51947000.0,37350000.0,59000.0,24000.0,0.0,828134000.0,24029000.0,12439000.0,2875000.0,127219000.0,0.0,-88632000.0,,-63043000.0,190691000.0,1647453000.0,137412000.0,16068000.0,-111744000.0,-5669000.0,54689000.0,0.0,316000.0,358153644.0,-4437000.0,417977000.0,-311547000.0,-1476337.732571,42330000.0,0.332733,45101000.0,-33284000.0,1958847000.0,928767000.0,610844000.0,417811000.0,1924266000.0,1541036000.0,1168132000.0,591074000.0,158740000.0,1550000.0,2087443000.0,19022000.0,-4437000.0,-4437000.0,4212000.0,3521595.0,7688000.0,31141000.0,-159247000.0,2423000.0
2023-12-31,12M,EUR,619003000.0,58878000.0,,7171000.0,-33817000.0,80961000.0,80961000.0,,,,242552000.0,106266000.0,-162869000.0,30001000.0,207614000.0,181692000.0,187897000.0,-79756000.0,181645000.0,47000.0,-57854000.0,51661000.0,9492000.0,,-100410000.0,-24630000.0,-87545000.0,-57854000.0,207614000.0,-79756000.0,416146000.0,-1411000.0,2798000.0,1543533000.0,680526000.0,10336000.0,124876000.0,135212000.0,10799000.0,900839000.0,15445000.0,44279000.0,62519000.0,143480000.0,143480000.0,62519000.0,52000.0,,,91052000.0,0.0,178190000.0,321670000.0,-5550000.0,179148000.0,1444138034.0,168000.0,,-87584000.0,139674000.0,22349000.0,-34000.0,-2384000.0,446940000.0,754142000.0,92695000.0,324376000.0,451052000.0,4573000.0,850000.0,42859000.0,42859000.0,1905000.0,1905000.0,-29403000.0,1570000.0,327875000.0,1008075000.0,-155488000.0,,,16000.0,222000.0,8262000.0,322684000.0,43375000.0,19665000.0,467053000.0,486718000.0,322684000.0,-312877000.0,8500000.0,17691000.0,124818000.0,1054974034.0,-175000.0,0.0,-1411000.0,410237000.0,91052000.0,91052000.0,91052000.0,91052000.0,91052000.0,91052000.0,91052000.0,-108003000.0,-42486000.0,,9807000.0,9807000.0,-42486000.0,-6205000.0,2801000.0,324376000.0,-51856000.0,-337996000.0,,9424000.0,7377000.0,70439000.0,7087000.0,25222000.0,1176000.0,322832000.0,91833804.789738,185218000.0,272392000.0,178660000.0,1994585000.0,354205888.0,307202000.0,33445000.0,3168000.0,21166000.0,93802000.0,47119000.0,68346000.0,6205000.0,-3632000.0,0.0,726717000.0,23554000.0,0.0,3303000.0,135331000.0,0.0,-108225000.0,,-54644000.0,163441000.0,1543533000.0,143480000.0,17562000.0,-312877000.0,-1411000.0,46757000.0,222000.0,2788000.0,354632049.0,-1162000.0,416146000.0,-337996000.0,-380195.210262,44279000.0,0.32719,18855000.0,-36744000.0,1865920000.0,883199000.0,621930000.0,415971000.0,1815925000.0,1449949000.0,1185394000.0,549110000.0,180666000.0,1532000.0,1994585000.0,13912000.0,-1162000.0,-1162000.0,4963000.0,426161.0,1411000.0,24760000.0,-220313000.0,3944000.0
