symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
DEX.MI,2020-12-31,12M,EUR,21515000.0,15774000.0,,,-1659000.0,17494000.0,17080000.0,20217000.0,42021000.0,42021000.0,20217000.0,52711000.0,74648000.0,1984000.0,11358000.0,13342000.0,60114000.0,,0.0,5391000.0,57119000.0,115391000.0,17433000.0,22547000.0,0.0,-934000.0,12688000.0,111788000.0,6000.0,417000.0,749000.0,15096000.0,47719000.0,62815000.0,423000.0,2670000.0,1973000.0,0.0,17056000.0,22547000.0,-62680000.0,2174000.0,10331000.0,4988000.0,537000.0,26926298.0,1670000.0,5396000.0,-1000.0,58272000.0,81000.0,,1000.0,9459000.0,2331000.0,1097000.0,,32233000.0,4063000.0,81000.0,0.0,5663000.0,,26926298.0,52711000.0,-62680000.0,1317000.0,217070000.0,100430000.0,76157000.0,52711000.0,164359000.0,142423000.0,104245000.0,1259000.0,,2568000.0,14534000.0
DEX.MI,2021-12-31,12M,EUR,28434000.0,18756000.0,,,-1687000.0,16167000.0,16159000.0,20217000.0,33327000.0,33327000.0,20217000.0,64095000.0,70774000.0,2007000.0,9512000.0,11519000.0,81279000.0,,0.0,7835000.0,57119000.0,110773000.0,20443000.0,21788000.0,0.0,-1164000.0,14529000.0,99528000.0,6000.0,1228000.0,1216000.0,14152000.0,25921000.0,40073000.0,1234000.0,2641000.0,1846000.0,0.0,2106000.0,21788000.0,-46678000.0,2482000.0,9341000.0,5575000.0,350000.0,26926298.0,2999000.0,7514000.0,,53654000.0,430000.0,,,13430000.0,2559000.0,434000.0,,43971000.0,5916000.0,431000.0,0.0,5086000.0,,26926298.0,64095000.0,-46678000.0,298000.0,208959000.0,90016000.0,51592000.0,64095000.0,144864000.0,138185000.0,63585000.0,2107000.0,,2772000.0,-10505000.0
DEX.MI,2022-12-31,12M,EUR,37369000.0,21831000.0,-27329000.0,3563000.0,-1411000.0,32673000.0,24538000.0,20217000.0,42978000.0,42978000.0,20217000.0,58780000.0,94892000.0,3152000.0,10778000.0,13930000.0,121325000.0,20741000.0,254000.0,6933000.0,71679000.0,133881000.0,23242000.0,65973000.0,,,21152000.0,100495000.0,6000.0,877000.0,11082000.0,21386000.0,30937000.0,52323000.0,883000.0,3500000.0,9220000.0,0.0,30292000.0,38644000.0,-75101000.0,2624000.0,12216000.0,5124000.0,1023000.0,26926298.0,4895000.0,31810000.0,-1000.0,62202000.0,,1000.0,1000.0,17854000.0,12998000.0,2005000.0,,57442000.0,,1410000.0,0.0,10401000.0,34760000.0,26926298.0,58780000.0,-75101000.0,621000.0,274370000.0,89717000.0,66253000.0,58780000.0,215590000.0,179478000.0,94265000.0,2219000.0,,3818000.0,-26433000.0
DEX.MI,2023-12-31,12M,EUR,51271000.0,38961000.0,-59211000.0,66971000.0,-1396000.0,44988000.0,33701000.0,26926000.0,41457000.0,70078000.0,26926000.0,154378000.0,161743000.0,5671000.0,20422000.0,26093000.0,125217000.0,54556000.0,338000.0,13276000.0,134919000.0,243635000.0,40357000.0,120752000.0,,,34306000.0,238766000.0,6000.0,0.0,12742000.0,28030000.0,63966000.0,91996000.0,6000.0,4917000.0,37001000.0,0.0,42931000.0,61541000.0,-89257000.0,3648000.0,25712000.0,7027000.0,1378000.0,26921321.0,6923000.0,,-1000.0,108716000.0,,1000.0,838000.0,24599000.0,26021000.0,4779000.0,28621000.0,77132000.0,,2561000.0,0.0,15037000.0,61528000.0,26926298.0,154378000.0,-89257000.0,4135000.0,475462000.0,218344000.0,118089000.0,154378000.0,321084000.0,313719000.0,195867000.0,1262000.0,4977.0,5993000.0,36526000.0
