symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,TaxesRefundPaid
DEX.MI,2020-12-31,12M,EUR,,23474000.0,-3281000.0,,18547000.0,1003000.0,4691000.0,-4342000.0,8010000.0,9362000.0,18547000.0,0.0,0.0,,-3553000.0,8085000.0,8085000.0,42021000.0,6714000.0,17062000.0,-1683000.0,-8510000.0,0.0,,,-10418000.0,-5229000.0,0.0,8819000.0,8819000.0,-2167000.0,0.0,-10394000.0,-10418000.0,17108000.0,,-1114000.0,24000.0,20343000.0,1659000.0,-193000.0,199000.0,-5229000.0,-2167000.0,0.0,-1114000.0,-10418000.0,,-2496000.0
DEX.MI,2021-12-31,12M,EUR,,42021000.0,-2680000.0,,-8694000.0,-2189000.0,7942000.0,6919000.0,-3876000.0,8796000.0,-8694000.0,0.0,0.0,,3370000.0,8056000.0,8056000.0,33327000.0,-23692000.0,25724000.0,-1361000.0,-13406000.0,0.0,,,-24148000.0,-9926000.0,0.0,11402000.0,11402000.0,-1225000.0,-800000.0,-26358000.0,-24148000.0,2666000.0,,-1455000.0,-2210000.0,28404000.0,175000.0,587000.0,63000.0,-9926000.0,-1225000.0,-800000.0,-1455000.0,-24148000.0,,-2656000.0
DEX.MI,2022-12-31,12M,EUR,,33327000.0,-2483000.0,,9651000.0,-2765000.0,3420000.0,5200000.0,-2879000.0,2976000.0,9651000.0,0.0,0.0,0.0,7064000.0,9302000.0,9302000.0,42978000.0,1732000.0,23252000.0,-985000.0,-17816000.0,0.0,15424000.0,15424000.0,-10874000.0,-13981000.0,0.0,-5932000.0,-5932000.0,-505000.0,-1351000.0,4935000.0,4550000.0,12221000.0,-1000.0,-1978000.0,385000.0,25735000.0,22885000.0,696000.0,337000.0,-13981000.0,-505000.0,-1351000.0,-1978000.0,-10874000.0,0.0,-10055000.0
DEX.MI,2023-12-31,12M,EUR,7051000.0,42978000.0,-7117000.0,-700000.0,-1521000.0,-2741000.0,-3908000.0,-1705000.0,-8341000.0,-16695000.0,-1521000.0,-700000.0,70117000.0,-47000.0,9218000.0,9946000.0,16997000.0,41457000.0,88914000.0,12694000.0,-3366000.0,-110246000.0,70117000.0,52351000.0,52351000.0,-23261000.0,-42361000.0,70070000.0,28007000.0,28130000.0,-348000.0,-60769000.0,27322000.0,29090000.0,-2355000.0,1000.0,-6769000.0,-1768000.0,19811000.0,-2314000.0,748000.0,459000.0,-42361000.0,-348000.0,-60769000.0,-6769000.0,-23261000.0,-47000.0,-12466000.0
DEX.MI,2024-03-31,TTM,EUR,,45480000.0,-8345000.0,,-3004000.0,-2504000.0,-752000.0,-3059000.0,-8005000.0,-14320000.0,-3003000.0,,,-739000.0,9031000.0,11575000.0,18626000.0,42477000.0,52379000.0,13671000.0,-3153000.0,-77398000.0,,15194000.0,15194000.0,-21517000.0,-18392000.0,69378000.0,26957000.0,27052000.0,-287000.0,-50664000.0,-7698000.0,-6323000.0,,3000.0,-8058000.0,-1375000.0,22016000.0,-2823000.0,891000.0,655000.0,-18392000.0,-287000.0,-60319000.0,-8058000.0,-21517000.0,-739000.0,
