symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,TaxesRefundPaid
DEX.MI,2022-12-31,3M,EUR,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,-6107000.0
DEX.MI,2023-03-31,3M,EUR,42978000.0,-1165000.0,,2502000.0,-2591000.0,-1699000.0,-5952000.0,-1873000.0,-12115000.0,2501000.0,,,0.0,1272000.0,3460000.0,3460000.0,45480000.0,31686000.0,-3792000.0,-80000.0,-26558000.0,,37800000.0,37800000.0,-4413000.0,-23969000.0,0.0,1363000.0,1391000.0,-139000.0,-1423000.0,32777000.0,33387000.0,,-1000.0,-1026000.0,-610000.0,-2627000.0,1000.0,3186000.0,406000.0,41000.0,-23969000.0,-139000.0,-1423000.0,-1026000.0,-4413000.0,0.0,0.0,
DEX.MI,2023-06-30,3M,EUR,45480000.0,-1397000.0,,6316000.0,-973000.0,-479000.0,-442000.0,-341000.0,-2235000.0,6318000.0,,,,2196000.0,4450000.0,4450000.0,51796000.0,65933000.0,1377000.0,-1157000.0,-62389000.0,,2706000.0,2706000.0,-3077000.0,-36907000.0,,4210000.0,4229000.0,-29000.0,-24085000.0,164000.0,-371000.0,,0.0,-1368000.0,535000.0,2774000.0,-2000.0,1253000.0,-68000.0,150000.0,-36907000.0,-29000.0,-24085000.0,-1368000.0,-3077000.0,,,
DEX.MI,2023-09-30,3M,EUR,51796000.0,-1942000.0,0.0,-16213000.0,-1043000.0,-4202000.0,-8838000.0,2187000.0,-11896000.0,-16214000.0,0.0,0.0,,1226000.0,4272000.0,4272000.0,35583000.0,-12922000.0,-5316000.0,-499000.0,82000.0,0.0,913000.0,913000.0,-11914000.0,-18303000.0,0.0,1942000.0,1985000.0,-268000.0,20326000.0,-11188000.0,-11001000.0,-401000.0,,-1674000.0,-187000.0,-3374000.0,,2321000.0,-54000.0,-6000.0,-18303000.0,-268000.0,19223000.0,-1674000.0,-11914000.0,,,-768000.0
DEX.MI,2023-12-31,3M,EUR,35583000.0,-2613000.0,0.0,5874000.0,1866000.0,-3000.0,13527000.0,-5839000.0,9551000.0,5874000.0,0.0,0.0,,4445000.0,-1952000.0,5099000.0,41457000.0,4217000.0,20425000.0,-1630000.0,-21381000.0,0.0,10932000.0,10932000.0,-3857000.0,37273000.0,-47000.0,20288000.0,20321000.0,88000.0,-56042000.0,5569000.0,7075000.0,400000.0,,-2701000.0,-1506000.0,23038000.0,,-9074000.0,464000.0,274000.0,37273000.0,88000.0,-54939000.0,-2701000.0,-3857000.0,,,-5845000.0
DEX.MI,2024-03-31,3M,EUR,41457000.0,-2393000.0,,1019000.0,-2354000.0,1457000.0,-7306000.0,-1537000.0,-9740000.0,1019000.0,,,-692000.0,1085000.0,5089000.0,5089000.0,42475000.0,-4849000.0,-2815000.0,133000.0,6290000.0,,643000.0,643000.0,-2669000.0,0.0,-692000.0,313000.0,313000.0,-78000.0,8682000.0,-2243000.0,-2026000.0,,1000.0,-2315000.0,-217000.0,-422000.0,-1000.0,2677000.0,549000.0,237000.0,0.0,-78000.0,-973000.0,-2315000.0,-2669000.0,-692000.0,9655000.0,
DEX.MI,2024-03-31,TTM,EUR,45480000.0,-8345000.0,,-3004000.0,-2504000.0,-752000.0,-3059000.0,-8005000.0,-14320000.0,-3003000.0,,,-739000.0,9031000.0,11575000.0,18626000.0,42477000.0,52379000.0,13671000.0,-3153000.0,-77398000.0,,15194000.0,15194000.0,-21517000.0,-18392000.0,69378000.0,26957000.0,27052000.0,-287000.0,-50664000.0,-7698000.0,-6323000.0,,3000.0,-8058000.0,-1375000.0,22016000.0,,-2823000.0,891000.0,655000.0,-18392000.0,-287000.0,-60319000.0,-8058000.0,-21517000.0,-739000.0,,
