symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DEX.MI,2020-12-31,12M,EUR,7041000.0,26926298.0,0.327524,71199000.0,8090000.0,1049000.0,26926298.0,0.327524,8819000.0,7705000.0,15795000.0,5418000.0,38989000.0,2439000.0,2439000.0,3000.0,3000.0,0.0,8819000.0,8819000.0,8819000.0,0.0,8819000.0,8819000.0,8819000.0,-1646000.0,-1646000.0,15947000.0,8934520.0,31925000.0,7064000.0,110188000.0,495000.0,0.0,5266000.0,71199000.0,8085000.0,450000.0,,5418000.0,-152000.0,-36480.0,-3553000.0,0.24,103124000.0,6912000.0,-790000.0,110188000.0,-152000.0,-152000.0,152000.0
DEX.MI,2021-12-31,12M,EUR,6913000.0,26926298.0,0.423452,96303000.0,8056000.0,1143000.0,26926298.0,0.423452,11402000.0,18927000.0,26983000.0,4457000.0,47868000.0,4154000.0,4154000.0,7000.0,7000.0,0.0,11402000.0,11402000.0,11402000.0,0.0,11402000.0,11402000.0,11402000.0,124000.0,124000.0,27105000.0,11496161.2401,33097000.0,14771000.0,144171000.0,450000.0,0.0,14773000.0,96303000.0,8056000.0,737000.0,,4457000.0,-122000.0,-27838.7599,3371000.0,0.228187,129400000.0,14649000.0,-4271000.0,144171000.0,-122000.0,-122000.0,122000.0
DEX.MI,2022-12-31,12M,EUR,,26926298.0,-0.220305,124599000.0,9302000.0,9302000.0,26926298.0,-0.220305,-5932000.0,3831000.0,13133000.0,7859000.0,74885000.0,2699000.0,2699000.0,4000.0,4000.0,0.0,-5932000.0,-5932000.0,-5932000.0,,-5932000.0,-5932000.0,-5932000.0,-21298000.0,-21298000.0,14742000.0,-4709160.0,50846000.0,24039000.0,199484000.0,829000.0,0.0,1132000.0,124599000.0,9302000.0,747000.0,1489000.0,7859000.0,-1609000.0,-386160.0,7064000.0,0.24,175445000.0,22430000.0,18603000.0,199484000.0,-1609000.0,-1609000.0,120000.0
DEX.MI,2023-09-30,TTM,EUR,,26926298.0,-0.232858,,,,26926298.0,-0.232858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEX.MI,2023-12-31,12M,EUR,,26921321.0,1.044897,177483000.0,16997000.0,16997000.0,26921321.0,1.044897,28007000.0,48726000.0,65723000.0,11678000.0,109867000.0,11378000.0,11378000.0,522000.0,522000.0,-123000.0,28007000.0,28007000.0,28130000.0,,28007000.0,28007000.0,28130000.0,2235000.0,2235000.0,67412000.0,29279131.57331,73063000.0,36804000.0,287350000.0,1562000.0,0.0,37348000.0,177483000.0,16997000.0,1342000.0,1689000.0,11678000.0,-1689000.0,-416868.42669,9218000.0,0.246814,250546000.0,35114000.0,-13091000.0,287350000.0,-1689000.0,-1689000.0,
DEX.MI,2023-12-31,TTM,EUR,,24391638.0,1.15,,,,24391638.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEX.MI,2024-03-31,TTM,EUR,,26847127.0,1.004093,183212000.0,18626000.0,18626000.0,26847127.0,1.004093,26957000.0,48112000.0,66738000.0,,113936000.0,12028000.0,12028000.0,1272000.0,1272000.0,-95000.0,26957000.0,26957000.0,27052000.0,,26957000.0,26957000.0,27052000.0,2335000.0,2335000.0,68607000.0,28358232.041902,78315000.0,35621000.0,297148000.0,1750000.0,0.0,36084000.0,183212000.0,18626000.0,,,,-1869000.0,-467767.958098,9031000.0,0.250277,261527000.0,33750000.0,,297148000.0,-1869000.0,-1869000.0,
