asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,-1837000.0,,,,,,,,,,,,,,,,,,,,,,,,,,128000.0,,,,,,,,-1.997482,,,,,,,,,,,,,430454.0,430454.0,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,8626875.0,,,,,,,,,,,,96000.0,,,,,,,,,,,,87462.0,,,,,,,,,,4302454.0,,,,,,-1136000.0,,,,,,,,,,,,,,,,,,,,,,,,930000.0,,,,,,,,,,,,,,,,,,,930000.0,930000.0,,,-930000.0
2020-12-31,12M,EUR,6241000.0,6188000.0,-4276000.0,31669449.0,-3252000.0,,,14948980.0,-0.187864,1357000.0,-838000.0,617000.0,10035262.0,1267456.0,1267456.0,-90000.0,-788000.0,-1511000.0,-926000.0,-186000.0,-620000.0,-4031000.0,-90000.0,10035262.0,-632368.0,2963000.0,3050000.0,19880134.0,211000.0,1844000.0,2055000.0,11578937.0,1163000.0,1163000.0,181000.0,181000.0,144000.0,14948980.0,-0.187864,-2808376.0,-2169033.0,-1006033.0,1267000.0,27306612.0,-27.142859,,5767000.0,7248000.0,-6298000.0,-16000.0,2573021.0,690401.0,1795401.0,9440000.0,5562000.0,4239804.0,,365946.0,365946.0,7247612.0,13069632.0,-397000.0,,0.0,2963000.0,5756000.0,406000.0,11858000.0,12264000.0,5756000.0,0.0,700000.0,253000.0,17912942.0,0.0,0.0,385000.0,2963000.0,12434544.0,278000.0,-2808376.0,-2808376.0,-2808376.0,,-2808376.0,-2808376.0,-2809000.0,-2808376.0,-632000.0,-365946.0,7000.0,5756000.0,5756000.0,-365946.0,11000.0,-1000.0,1286322.0,-157000.0,-2427769.0,2245618.0,36522.0,908022.0,81000.0,-1006033.0,-2808376.0,-5460000.0,6408837.0,-2169033.0,7289804.0,14948980.0,1000.0,,3175937.0,1105000.0,-388.0,7000.0,182.0,1169952.0,-63000.0,528235.0,679937.0,4481000.0,3436066.0,,0.0,6348000.0,51000.0,696000.0,-2551517.0,828000.0,-96000.0,-206000.0,0.0,3050000.0,1163000.0,,,-2808376.0,49000.0,3307581.0,5880602.0,14948980.0,,-632368.0,-2427769.0,0.0,256859.0,0.24,1045000.0,25324430.0,11225632.0,14319000.0,-632368.0,9458837.0,25956798.0,5408523.0,14377861.0,-2185571.0,,7289804.0,107000.0,,,0.0,8301197.0,
2021-12-31,12M,EUR,5710000.0,3013000.0,-4685000.0,34790704.0,-3314000.0,,,14693851.0,-1.428276,1267000.0,-451000.0,801000.0,14693851.0,206545.0,206545.0,-1060000.0,5512000.0,3400000.0,699000.0,-531000.0,3176000.0,12256000.0,-1060000.0,14693851.0,-19155119.0,97000.0,9965324.0,8961170.0,273000.0,2748000.0,3021000.0,13542819.0,1071000.0,1071000.0,191000.0,191000.0,,14693851.0,-1.428276,-20986869.0,-18381313.0,-17310313.0,207000.0,33808573.0,-1.953088,,6006000.0,1735000.0,-8325000.0,33000.0,2778746.0,0.0,3000.0,6327000.0,5885000.0,-6277762.0,,,,1735280.0,-2784119.0,808000.0,,0.0,97000.0,4339000.0,528000.0,13623000.0,14151000.0,4339000.0,0.0,700000.0,184000.0,18514252.0,0.0,0.0,,97000.0,16164455.0,-6000.0,-20986869.0,-20986869.0,-20986869.0,0.0,-20986869.0,-20986869.0,-20987000.0,-20986869.0,1259000.0,-389975.0,,4339000.0,4339000.0,-389975.0,745000.0,,1200258.0,-451000.0,-19158119.0,105626.0,71811.0,779926.0,27000.0,-17310313.0,-20986869.0,-7874000.0,12103551.0,-18381313.0,3687562.0,14693851.0,-52000.0,4005279.0,4578576.0,3000.0,280.0,-71000.0,270.0,907123.0,,3012411.0,1337576.0,4570000.0,1066.0,,0.0,5943243.0,-27000.0,319000.0,-18771288.0,1131000.0,-143000.0,-451000.0,0.0,9965324.0,1071000.0,,,-20986869.0,,6312394.0,9091140.0,14693851.0,,-19155119.0,-19158119.0,0.0,2215581.0,0.24,1554000.0,10296923.0,-5532119.0,17172000.0,-19155119.0,22068875.0,29452042.0,1336154.0,15909223.0,-18381313.0,,3687562.0,233243.0,,,0.0,-4581649.0,
2022-12-31,12M,EUR,8726261.0,589000.0,-4907000.0,34790704.0,-3480000.0,0.0,19200.0,14693851.0,-0.656952,207000.0,,653000.0,14693851.0,484475.0,484475.0,277000.0,1027000.0,1632000.0,1521000.0,3016000.0,2423000.0,9619000.0,277000.0,14693851.0,-34796819.0,425000.0,3263454.0,4109025.0,277000.0,5146000.0,5423000.0,21727523.0,272000.0,272000.0,154000.0,154000.0,,14693851.0,-0.656952,-9653150.0,-9902142.0,-9630142.0,484000.0,18838108.0,-4.894286,9.690385,3430000.0,708000.0,-4063000.0,84000.0,2759593.0,0.0,2000.0,4069000.0,4926000.0,-1319491.0,3265000.0,,,708392.0,-16614819.0,910000.0,19200.0,0.0,425000.0,2260000.0,376000.0,13036000.0,13412000.0,2260000.0,0.0,3722385.0,170000.0,1763262.0,0.0,0.0,,425000.0,17697525.0,-11000.0,-9653150.0,-9653150.0,-9653150.0,0.0,-9653150.0,-9653150.0,-9653000.0,-9653150.0,0.0,-466406.0,,1835000.0,1835000.0,-466406.0,1342000.0,,19490.0,910000.0,-34798819.0,160775.0,184325.0,61248.0,19000.0,-9630142.0,-9653150.0,-4063000.0,8582651.0,-9902142.0,1943963.0,14693851.0,,2326092.0,4583000.0,2000.0,392.0,-6396000.0,400.0,93.0,,2903939.0,2626746.0,4007000.0,1066.0,2407000.0,0.0,11721686.0,-810000.0,15000.0,-10368548.0,749000.0,2832000.0,,0.0,3263454.0,272000.0,219000.0,219000.0,-9653150.0,910000.0,2919119.0,5678712.0,14693851.0,-5672000.0,-34796819.0,-34798819.0,0.0,-715398.0,0.068997,1964000.0,4311061.0,-21760819.0,18835000.0,-34796819.0,11846105.0,39107880.0,201865.0,17380357.0,-9902142.0,109000.0,1943963.0,368679.0,-5672000.0,-5672000.0,0.0,-17618498.0,
2023-12-31,12M,EUR,1730966.0,193000.0,-4362000.0,34790704.0,-3090000.0,0.0,,14693851.0,1.452405,484000.0,-820000.0,0.0,14693851.0,1233197.0,1233197.0,749000.0,188000.0,687000.0,-3088000.0,-6995000.0,396000.0,-8812000.0,749000.0,14693851.0,1682004.0,2164000.0,625000.0,3765284.0,0.0,0.0,0.0,2010998.0,842000.0,842000.0,477000.0,477000.0,,14693851.0,1.452405,21341416.0,-2997000.0,-2155000.0,1233000.0,21491329.0,,,-21255000.0,520000.0,22004000.0,27000.0,1076000.0,0.0,2000.0,3283000.0,4362000.0,-322000.0,,,,520021.0,1682004.0,-820000.0,0.0,,2164000.0,,0.0,0.0,0.0,,,20999.0,175000.0,3996727.0,,,,2164000.0,,0.0,21341416.0,21341416.0,21341416.0,,21341416.0,21341416.0,21341000.0,21341416.0,-636000.0,-205780.0,,-18182000.0,-18182000.0,-205780.0,-4583000.0,,0.0,-184000.0,1680004.0,0.0,1382.0,52541.0,,-2155000.0,21341416.0,22824000.0,2675000.0,-2997000.0,303000.0,14693851.0,,,,2000.0,21.0,12947000.0,-400.0,-339.0,24545000.0,84000.0,200000.0,4187000.0,152066.0,,0.0,1990998.0,-9000.0,37000.0,21341416.0,0.0,-3512000.0,,0.0,625000.0,842000.0,256000.0,256000.0,21341416.0,,269000.0,1345000.0,14693851.0,,1682004.0,1680004.0,0.0,0.0,0.0,1630000.0,3767585.0,1682004.0,0.0,1682004.0,3300000.0,2085581.0,1600.0,74583.0,21472196.0,75000.0,303000.0,60032.0,,,0.0,1754286.0,
