symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfPPE,SaleOfPPE
IIG.MI,2019-12-31,12M,EUR,,-1837000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,96000.0,,,,,,,,,,,,
IIG.MI,2019-12-31,TTM,EUR,,,,,,-506000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
IIG.MI,2020-12-31,12M,EUR,1357000.0,-838000.0,-90000.0,-788000.0,-1511000.0,-926000.0,-186000.0,-620000.0,-4031000.0,-90000.0,2963000.0,1163000.0,1163000.0,1267000.0,5767000.0,-6298000.0,-16000.0,-397000.0,2963000.0,5756000.0,5756000.0,385000.0,2963000.0,278000.0,-2808376.0,-2809000.0,-632000.0,7000.0,5756000.0,5756000.0,11000.0,-1000.0,-157000.0,-5460000.0,1000.0,7000.0,51000.0,-96000.0,-206000.0,49000.0
IIG.MI,2021-12-31,12M,EUR,1267000.0,-451000.0,-1060000.0,5512000.0,3400000.0,699000.0,-531000.0,3176000.0,12256000.0,-1060000.0,97000.0,1071000.0,1071000.0,207000.0,6006000.0,-8325000.0,33000.0,808000.0,97000.0,4339000.0,4339000.0,,97000.0,-6000.0,-20986869.0,-20987000.0,1259000.0,,4339000.0,4339000.0,745000.0,,-451000.0,-7874000.0,-52000.0,-71000.0,-27000.0,-143000.0,-451000.0,
IIG.MI,2022-12-31,12M,EUR,207000.0,,277000.0,1027000.0,1632000.0,1521000.0,3016000.0,2423000.0,9619000.0,277000.0,425000.0,272000.0,272000.0,484000.0,3430000.0,-4063000.0,84000.0,910000.0,425000.0,2260000.0,2260000.0,,425000.0,-11000.0,-9653150.0,-9653000.0,0.0,,1835000.0,1835000.0,1342000.0,,910000.0,-4063000.0,,-6396000.0,-810000.0,2832000.0,,910000.0
IIG.MI,2023-12-31,12M,EUR,484000.0,-820000.0,749000.0,188000.0,687000.0,-3088000.0,-6995000.0,396000.0,-8812000.0,749000.0,2164000.0,842000.0,842000.0,1233000.0,-21255000.0,22004000.0,27000.0,-820000.0,2164000.0,,,,2164000.0,0.0,21341416.0,21341000.0,-636000.0,,-18182000.0,-18182000.0,-4583000.0,,-184000.0,22824000.0,,12947000.0,-9000.0,-3512000.0,,
IIG.MI,2023-12-31,TTM,EUR,484000.0,-820000.0,749000.0,188000.0,687000.0,-3088000.0,-6995000.0,396000.0,-8812000.0,749000.0,2164000.0,842000.0,842000.0,1233000.0,-21255000.0,22004000.0,27000.0,-820000.0,2164000.0,,,,2164000.0,0.0,21341416.0,21341000.0,-636000.0,,-18182000.0,-18182000.0,-4583000.0,,-184000.0,22824000.0,,12947000.0,-9000.0,-3512000.0,,
