symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestPaidCFO,InterestReceivedCFO,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
TMP.MI,2021-12-31,12M,EUR,1371197.0,3107654.0,-77844.0,,-45715.0,76060.0,1410000.0,0.603317,49063.0,-442888.0,500000.0,127788.0,127788.0,125924.0,1864.0,78725.0,-198492.0,147972.0,-1098287.0,-1148807.0,78725.0,500000.0,1608814.0,0.0,2739592.0,3715469.0,123198.0,123198.0,2227713.0,181725.0,108478.0,108478.0,108478.0,32418.0,1410000.0,0.603317,850677.0,1086784.0,1195262.0,127788.0,,484079.0,-422745.0,-1839.0,305070.0,3153369.0,331848.0,1710862.0,,54382.0,54382.0,-54382.0,,2371394.0,-425497.0,,0.0,500000.0,252000.0,639382.0,639382.0,500000.0,-15915.0,,35000.0,2749.0,,,7341.0,0.0,634792.0,850677.0,850677.0,850677.0,850677.0,850677.0,850677.0,850677.0,-380299.0,-54382.0,,484079.0,484085.0,-54382.0,254004.0,-52539.0,-6.0,1303744.0,67512.0,,1239744.0,887329.209424,20143.0,579596.0,1131266.0,4450454.0,1470000.0,,305070.0,54382.0,,27000.0,173036.0,170261.0,77288.0,168714.0,,0.0,2020902.0,59000.0,1032402.0,251811.0,69465.0,-380299.0,,-62589.0,2739592.0,108478.0,252917.0,-15915.0,100000.0,34465.0,850677.0,7341.0,,10050.0,1470000.0,-44482.0,1608814.0,1303744.0,-7829.790576,181725.0,0.176022,311313.0,-4987.0,4578421.0,2248196.0,762580.0,1608814.0,3319188.0,2969607.0,862953.0,741894.0,4450454.0,479444.0,-44482.0,-44482.0,1487756.0,10017.0
TMP.MI,2022-12-31,12M,EUR,1631895.0,3394543.0,-112480.0,0.0,-972696.0,263492.0,1470000.0,0.400045,127788.0,-966773.0,500000.0,748959.0,748959.0,747984.0,975.0,621171.0,-157930.0,260698.0,-286526.0,-183758.0,621171.0,500000.0,2196880.0,0.0,3044775.0,4967312.0,411116.0,411116.0,3208926.0,561376.0,298128.0,298128.0,298127.0,34635.0,1470000.0,0.400045,588066.0,1193974.0,1492102.0,748959.0,,339298.0,281873.0,,977353.0,4367239.0,362847.0,3306038.0,0.0,44532.0,44532.0,9042.0,9042.0,3298758.0,-966773.0,0.0,0.0,300000.0,,690762.0,690762.0,300000.0,-104916.0,0.0,,2749.0,,0.0,,0.0,352919.0,588066.0,588066.0,588066.0,588066.0,588066.0,588066.0,588066.0,-935775.0,-44532.0,0.0,339298.0,195084.0,-44532.0,250367.0,-30998.0,144214.0,1219527.0,98463.0,42500.0,2460931.0,1324376.04,1248646.0,1178725.0,2127313.0,6350813.0,1470000.0,186336.0,977353.0,-9042.0,-1.0,,100235.0,186336.0,108286.0,4477.0,,0.0,2750016.0,94641.0,1149442.0,251812.0,41848.0,-935775.0,0.0,-30998.0,3044775.0,298128.0,583116.0,-104916.0,99810.0,41848.0,588066.0,,0.0,0.0,1470000.0,-968829.0,2196880.0,1219527.0,-232518.96,561376.0,0.24,624882.0,-11117.0,6195031.0,2887642.0,1101878.0,2196880.0,4223500.0,3998151.0,1227719.0,789225.0,6350813.0,931785.0,-968829.0,-968829.0,1758386.0,926981.0
TMP.MI,2023-12-31,12M,EUR,1834560.0,4339557.0,-139037.0,4096400.0,-1264195.0,671915.0,1431200.0,-0.825689,748959.0,-1617320.0,715600.0,1027484.0,2210075.0,1026539.0,945.0,278525.0,320668.0,202665.0,-1020892.0,-497559.0,278525.0,715600.0,5327154.0,4312000.0,3767948.0,7279261.0,449512.0,449512.0,3285062.0,234054.0,698472.0,698472.0,698472.0,26557.0,1431200.0,-0.825689,-1181726.0,-806433.0,-107961.0,1027484.0,4993816.0,4380416.0,-2919300.0,,1856553.0,5603752.0,391277.0,1810437.0,37776.0,141238.0,141238.0,,-141238.0,6497448.0,-2799911.0,60000.0,4312000.0,350000.0,,720782.0,720782.0,350000.0,-257840.0,60000.0,,2749.0,6841136.0,0.0,,4312000.0,142810.0,-1181726.0,-1181726.0,-1181725.0,-1181726.0,-1181726.0,-1181726.0,-1181725.0,-1588890.0,-141238.0,-1182591.0,68416.0,92160.0,-141238.0,252240.0,-28430.0,-23744.0,3470601.0,115054.0,,274375.0,-891150.64,-1301980.0,2234536.0,-424099.0,5578385.0,1431200.0,,1856553.0,141238.0,-1.0,,384226.0,267324.0,136716.0,80353.0,1182591.0,0.0,2803680.0,149447.0,-947671.0,251812.0,53061.0,-1588890.0,-1182591.0,-28430.0,3767948.0,698472.0,436326.0,-257840.0,99711.0,53061.0,-1181726.0,,0.0,0.0,1431200.0,-382336.0,5327154.0,3470601.0,-91760.64,234054.0,0.24,400118.0,-609588.0,9448052.0,6047936.0,1170294.0,5327154.0,6002484.0,4120898.0,2168792.0,835836.0,5578385.0,701796.0,-382336.0,-382336.0,3994199.0,291499.0
