symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
TMP.MI,2021-12-31,12M,EUR,49063.0,-442888.0,78725.0,-198492.0,147972.0,-1098287.0,-1148807.0,78725.0,0.0,181725.0,108478.0,108478.0,127788.0,484079.0,-422745.0,-1839.0,-54382.0,,-425497.0,0.0,500000.0,500000.0,-15915.0,7341.0,0.0,850677.0,850677.0,-380299.0,,484079.0,484085.0,-52539.0,-6.0,20143.0,,54382.0,69465.0,-380299.0,,-62589.0,-15915.0,7341.0,,10050.0,-4987.0
TMP.MI,2022-12-31,12M,EUR,127788.0,-966773.0,621171.0,-157930.0,260698.0,-286526.0,-183758.0,621171.0,0.0,561376.0,298128.0,298128.0,748959.0,339298.0,281873.0,,9042.0,9042.0,-966773.0,0.0,300000.0,300000.0,-104916.0,,0.0,588066.0,588066.0,-935775.0,0.0,339298.0,195084.0,-30998.0,144214.0,1248646.0,,-9042.0,41848.0,-935775.0,0.0,-30998.0,-104916.0,,0.0,0.0,-11117.0
TMP.MI,2023-12-31,12M,EUR,748959.0,-1617320.0,278525.0,320668.0,202665.0,-1020892.0,-497559.0,278525.0,4312000.0,234054.0,698472.0,698472.0,1027484.0,4380416.0,-2919300.0,,,-141238.0,-2799911.0,4312000.0,350000.0,350000.0,-257840.0,,4312000.0,-1181726.0,-1181726.0,-1588890.0,-1182591.0,68416.0,92160.0,-28430.0,-23744.0,-1301980.0,,141238.0,53061.0,-1588890.0,-1182591.0,-28430.0,-257840.0,,0.0,0.0,-609588.0
TMP.MI,2023-12-31,TTM,EUR,748959.0,-1617320.0,278525.0,320668.0,202665.0,-1020892.0,-497559.0,278525.0,4312000.0,234054.0,698472.0,698472.0,1027484.0,4380416.0,-2919300.0,,,-141238.0,-2799911.0,4312000.0,350000.0,350000.0,-257840.0,,4312000.0,-1181726.0,-1181726.0,-1588890.0,-1182591.0,68416.0,92160.0,-28430.0,-23744.0,-1301980.0,1.0,141238.0,53061.0,-1588890.0,-1182591.0,-28430.0,-257840.0,,0.0,0.0,-609588.0
